measured_on,"Distillate Fuel Oil - Internal Combustion Engine (diesel, piston, reciprocating) - Distillate Fuel Oil - Generation","Distillate Fuel Oil - Internal Combustion Engine (diesel, piston, reciprocating) - Distillate Fuel Oil - Quantity Consumed For Electricity","Distillate Fuel Oil - Internal Combustion Engine (diesel, piston, reciprocating) - Distillate Fuel Oil - Total Fuel Consumed"
2003-01-01,2.653,30.0,30.0
2003-02-01,2.221,25.0,25.0
2003-03-01,2.488,28.0,28.0
2003-04-01,2.1870000000000003,25.0,25.0
2003-05-01,2.16,25.0,25.0
2003-06-01,2.43,28.0,28.0
2003-07-01,2.646,30.0,30.0
2003-08-01,2.748,31.0,31.0
2003-09-01,2.3930000000000002,27.0,27.0
2003-10-01,2.532,29.0,29.0
2003-11-01,2.14,24.0,24.0
2003-12-01,2.4010000000000002,27.0,27.0
2004-01-01,0.255,3.0,3.0
2004-02-01,0.128,2.0,2.0
2004-03-01,1.4260000000000002,17.0,17.0
2004-04-01,2.024,24.0,24.0
2004-05-01,3.544,42.0,42.0
2004-06-01,1.1360000000000001,13.0,13.0
2004-07-01,1.237,15.0,15.0
2004-08-01,3.5620000000000003,42.0,42.0
2004-09-01,0.93,11.0,11.0
2004-10-01,1.366,16.0,16.0
2004-11-01,0.24700000000000003,3.0,3.0
2004-12-01,0.145,2.0,2.0
2005-01-01,0.9380000000000001,11.03,11.03
2005-02-01,0.216,2.54,2.54
2005-03-01,0.185,2.18,2.18
2005-04-01,0.185,2.18,2.18
2005-05-01,0.187,2.2,2.2
2005-06-01,0.226,2.66,2.66
2005-07-01,0.42900000000000005,5.05,5.05
2005-08-01,0.38,4.47,4.47
2005-09-01,0.21100000000000002,2.49,2.49
2005-10-01,0.29600000000000004,3.49,3.49
2005-11-01,0.2,2.35,2.35
2005-12-01,0.546,6.43,6.43
2006-01-01,2.821,35.0,35.0
2006-02-01,1.476,18.0,18.0
2006-03-01,1.24,15.0,15.0
2006-04-01,2.375,29.0,29.0
2006-05-01,2.22,27.0,27.0
2006-06-01,2.0180000000000002,25.0,25.0
2006-07-01,2.923,36.0,36.0
2006-08-01,2.835,35.0,35.0
2006-09-01,1.302,16.0,16.0
2006-10-01,1.3760000000000001,17.0,17.0
