measured_on,Distillate Fuel Oil-Combustion (Gas) Turbine (including jet engine design) Generation,Distillate Fuel Oil-Combustion (Gas) Turbine (including jet engine design) Quantity Consumed For Electricity,Distillate Fuel Oil-Combustion (Gas) Turbine (including jet engine design) Total Fuel Consumed
2003-02-01,132.0,2622.0,2622.0
2003-03-01,229.0,3927.0,3927.0
2003-05-01,19.0,360.0,360.0
2003-06-01,366.0,6119.0,6119.0
2003-07-01,96.0,1763.0,1763.0
2003-08-01,41.0,858.0,858.0
2003-09-01,16.0,435.0,435.0
2003-10-01,37.0,945.0,945.0
2003-11-01,0.0,0.0,0.0
2003-12-01,54.0,1253.0,1253.0
2004-01-01,431.835,8002.0,8002.0
2004-02-01,0.0,0.0,0.0
2004-03-01,7.662000000000001,142.0,142.0
2004-04-01,0.0,0.0,0.0
2004-05-01,3.25,60.0,60.0
2004-06-01,22.985,426.0,426.0
2004-07-01,0.0,0.0,0.0
2004-08-01,6.269,116.0,116.0
2004-09-01,0.0,0.0,0.0
2004-10-01,0.0,0.0,0.0
2004-11-01,0.0,0.0,0.0
2004-12-01,0.0,0.0,0.0
2005-01-01,64.0,1450.0,1450.0
2005-02-01,0.0,0.0,0.0
2005-03-01,31.0,823.6,823.6
2005-04-01,0.0,0.0,0.0
2005-05-01,66.0,1241.2,1241.2
2005-06-01,13.0,353.8,353.8
2005-07-01,16.0,475.6,475.6
2005-08-01,484.0,8009.8,8009.8
2005-09-01,0.0,0.0,0.0
2005-10-01,67.0,1435.7,1435.7
2005-11-01,85.0,1514.46,1514.46
2005-12-01,56.0,1262.05,1262.05
2006-01-01,0.0,323.0,323.0
2006-02-01,90.0,1761.0,1761.0
2006-03-01,0.0,0.0,0.0
2006-04-01,15.0,323.0,323.0
2006-05-01,6.0,364.0,364.0
2006-06-01,17.0,340.0,340.0
2006-07-01,96.0,1790.0,1790.0
2006-08-01,6.0,288.0,288.0
2006-09-01,0.0,0.0,0.0
2006-10-01,33.0,916.0,916.0
2006-11-01,0.0,217.0,217.0
2006-12-01,2.0,364.0,364.0
2007-01-01,80.0,1873.0,1873.0
2007-02-01,0.0,153.0,153.0
2007-03-01,0.0,270.0,270.0
2007-04-01,0.0,0.0,0.0
2007-05-01,0.0,0.0,0.0
2007-06-01,0.0,0.0,0.0
2007-07-01,32.0,628.0,628.0
2007-08-01,2.0,76.0,76.0
2007-09-01,76.0,1673.0,1673.0
2007-10-01,2.0,299.0,299.0
2007-11-01,67.0,1426.0,1426.0
2007-12-01,41.0,1151.0,1151.0
2008-01-01,27.781000000000002,951.0,951.0
2008-02-01,0.42900000000000005,18.0,18.0
2008-03-01,4.704000000000001,164.0,164.0
2008-04-01,4.3020000000000005,147.0,147.0
2008-05-01,0.652,23.0,23.0
2008-06-01,22.148,763.0,763.0
2008-07-01,51.44,1779.0,1779.0
2008-08-01,10.701,370.0,370.0
2008-09-01,1.6600000000000001,59.0,59.0
2008-10-01,0.626,23.0,23.0
2008-11-01,0.092,6.0,6.0
2008-12-01,5.465,188.0,188.0
2009-01-01,46.914,3270.0,3270.0
2009-02-01,7.431,517.0,517.0
2009-03-01,0.928,65.0,65.0
2009-04-01,0.7230000000000001,53.0,53.0
2009-05-01,0.367,23.0,23.0
2009-06-01,0.674,47.0,47.0
2009-07-01,2.5820000000000003,182.0,182.0
2009-08-01,6.614,464.0,464.0
2009-09-01,0.443,29.0,29.0
2009-10-01,1.5270000000000001,106.0,106.0
2009-11-01,8.268,575.0,575.0
2009-12-01,4.529,317.0,317.0
2010-01-01,21.617,370.0,370.0
2010-02-01,21.632,376.0,376.0
2010-03-01,2.7470000000000003,47.0,47.0
2010-04-01,8.493,147.0,147.0
2010-05-01,4.757000000000001,82.0,82.0
2010-06-01,11.608,200.0,200.0
2010-07-01,50.829,881.0,881.0
2010-08-01,30.079,522.0,522.0
2010-09-01,10.713000000000001,188.0,188.0
2010-10-01,2.028,35.0,35.0
2010-11-01,7.079000000000001,123.0,123.0
2010-12-01,26.418000000000003,458.0,458.0
2011-01-01,71.461,1244.0,1244.0
2011-02-01,16.608,288.0,288.0
2011-03-01,2.158,35.0,35.0
2011-04-01,0.783,12.0,12.0
2011-05-01,0.626,12.0,12.0
2011-06-01,2.42,41.0,41.0
2011-07-01,8.089,141.0,141.0
2011-08-01,7.0,123.0,123.0
2011-09-01,7.483,129.0,129.0
2011-10-01,2.054,35.0,35.0
2011-11-01,13.063,229.0,229.0
2011-12-01,0.255,6.0,6.0
2012-01-01,64.368,910.0,910.0
2012-02-01,1.016,12.0,12.0
2012-03-01,7.809,112.0,112.0
2012-04-01,0.847,12.0,12.0
2012-05-01,0.131,0.0,0.0
2012-06-01,2.65,35.0,35.0
2012-07-01,31.716,452.0,452.0
2012-08-01,7.11,100.0,100.0
2012-09-01,0.66,12.0,12.0
2012-10-01,0.275,6.0,6.0
2012-11-01,4.894,70.0,70.0
2012-12-01,1.524,23.0,23.0
2013-01-01,68.067,1174.0,1174.0
2013-02-01,67.909,1168.0,1168.0
2013-03-01,1.657,29.0,29.0
2013-04-01,3.496,59.0,59.0
2013-05-01,5.548,94.0,94.0
2013-06-01,12.357,211.0,211.0
2013-07-01,42.442,728.0,728.0
2013-08-01,9.51,164.0,164.0
2013-09-01,1.625,29.0,29.0
2013-10-01,0.646,12.0,12.0
2013-11-01,17.852,305.0,305.0
2013-12-01,128.891,2213.0,2213.0
2014-01-01,666.844,11030.0,11030.0
2014-02-01,207.135,3428.0,3428.0
2014-03-01,155.626,2577.0,2577.0
2014-04-01,4.828,82.0,82.0
2014-05-01,1.579,23.0,23.0
2014-06-01,1.465,23.0,23.0
2014-07-01,11.109,182.0,182.0
2014-08-01,3.471,59.0,59.0
2014-09-01,1.809,29.0,29.0
2014-10-01,2.416,41.0,41.0
2014-11-01,9.541,158.0,158.0
2014-12-01,7.177,117.0,117.0
2015-01-01,40.132,734.0,734.0
2015-02-01,335.066,6199.0,6199.0
2015-03-01,15.449,288.0,288.0
2015-04-01,3.69,70.0,70.0
2015-05-01,1.07,18.0,18.0
2015-06-01,0.258,6.0,6.0
2015-07-01,5.473,100.0,100.0
2015-08-01,7.631,141.0,141.0
2015-09-01,1.178,23.0,23.0
2015-10-01,1.881,35.0,35.0
2015-11-01,10.352,194.0,194.0
2015-12-01,0.82,18.0,18.0
2016-01-01,22.121,423.0,423.0
2016-02-01,19.607,370.0,370.0
2016-03-01,18.99,358.0,358.0
2016-04-01,81.508,1538.0,1538.0
2016-05-01,26.386,499.0,499.0
2016-06-01,70.468,1332.0,1332.0
2016-07-01,207.859,3927.0,3927.0
2016-08-01,106.289,2008.0,2008.0
2016-09-01,38.607,728.0,728.0
2016-10-01,5.22,100.0,100.0
2016-11-01,43.661,828.0,828.0
2016-12-01,76.284,1444.0,1444.0
2017-01-01,25.578,507.0,507.0
2017-02-01,13.856,277.0,277.0
2017-03-01,16.643,330.0,330.0
2017-04-01,11.52,230.0,230.0
2017-05-01,11.809,236.0,236.0
2017-06-01,11.752,236.0,236.0
2017-07-01,8.066,159.0,159.0
2017-08-01,7.894,159.0,159.0
2017-09-01,13.406,266.0,266.0
2017-10-01,13.026,260.0,260.0
2017-11-01,21.903,437.0,437.0
2017-12-01,303.547,6053.0,6053.0
2018-01-01,218.093,3487.0,3487.0
2018-02-01,8.394,135.0,135.0
