measured_on,Distillate Fuel Oil-Combustion (Gas) Turbine (including jet engine design) Generation,Distillate Fuel Oil-Combustion (Gas) Turbine (including jet engine design) Quantity Consumed For Electricity,Distillate Fuel Oil-Combustion (Gas) Turbine (including jet engine design) Total Fuel Consumed
2018-03-01,9.319,152.0,152.0
2018-04-01,7.144,117.0,117.0
2018-05-01,7.923,129.0,129.0
2018-06-01,6.819,111.0,111.0
2018-07-01,9.397,152.0,152.0
2018-08-01,16.927,269.0,269.0
2018-09-01,8.325,135.0,135.0
2018-10-01,7.537,123.0,123.0
2018-11-01,16.208,257.0,257.0
2018-12-01,8.914,140.0,140.0
2019-01-01,32.097,622.0,622.0
2019-02-01,20.077,387.0,387.0
2019-03-01,20.927,405.0,405.0
2019-04-01,16.254,317.0,317.0
2019-05-01,8.311,158.0,158.0
2019-06-01,10.123,194.0,194.0
2019-07-01,13.764,264.0,264.0
2019-08-01,26.252,505.0,505.0
2019-09-01,12.646,247.0,247.0
2019-10-01,19.891,382.0,382.0
2019-11-01,27.492,534.0,534.0
2019-12-01,31.166,605.0,605.0
2020-01-01,29.906,499.0,499.0
2020-02-01,31.919,522.0,522.0
2020-03-01,24.805,405.0,405.0
2020-04-01,27.559,452.0,452.0
2020-05-01,19.281,317.0,317.0
2020-06-01,18.729,305.0,305.0
2020-07-01,22.251,364.0,364.0
2020-08-01,20.993,346.0,346.0
2020-09-01,23.804,393.0,393.0
2020-10-01,37.369,610.0,610.0
2020-11-01,37.631,616.0,616.0
2020-12-01,210.753,3457.0,3457.0
2021-01-01,23.835,380.0,380.0
2021-02-01,52.73,848.0,848.0
2021-03-01,13.303,216.0,216.0
2021-04-01,6.836,111.0,111.0
2021-05-01,5.913,94.0,94.0
2021-06-01,5.787,94.0,94.0
2021-07-01,8.735,140.0,140.0
2021-08-01,10.414,170.0,170.0
2021-09-01,6.661,105.0,105.0
2021-10-01,11.552,187.0,187.0
2021-11-01,13.993,228.0,228.0
2021-12-01,60.241,971.0,971.0
2022-01-01,205.994,3289.0,3289.0
2022-02-01,29.554,470.0,470.0
2022-03-01,3.989,64.0,64.0
2022-04-01,2.003,35.0,35.0
2022-05-01,1.396,23.0,23.0
2022-06-01,10.467,168.0,168.0
2022-07-01,6.441,104.0,104.0
2022-08-01,1.92,29.0,29.0
2022-09-01,3.849,64.0,64.0
2022-10-01,2.991,46.0,46.0
2022-11-01,3.386,52.0,52.0
2022-12-01,71.01,1131.0,1131.0
2023-01-01,28.847,447.0,447.0
2023-02-01,192.813,2946.0,2946.0
2023-03-01,22.18,336.0,336.0
2023-04-01,18.393,278.0,278.0
2023-05-01,12.671,191.0,191.0
2023-06-01,14.375,220.0,220.0
2023-07-01,18.286,278.0,278.0
2023-08-01,12.652,191.0,191.0
2023-09-01,20.962,319.0,319.0
2023-10-01,25.625,389.0,389.0
2023-11-01,26.062,400.0,400.0
2023-12-01,35.134,539.0,539.0
2024-01-01,38.846,638.0,638.0
2024-02-01,19.879,319.0,319.0
2024-03-01,12.582,203.0,203.0
2024-04-01,13.444,215.0,215.0
2024-05-01,15.116,244.0,244.0
2024-06-01,38.659,626.0,626.0
2024-07-01,45.692,737.0,737.0
2024-08-01,30.347,493.0,493.0
2024-09-01,10.479,168.0,168.0
2024-10-01,12.459,203.0,203.0
2024-11-01,22.026,354.0,354.0
2024-12-01,162.471,2627.0,2627.0
