measured_on,Distillate Fuel Oil - Combustion (Gas) Turbine (including jet engine design) - Distillate Fuel Oil - Generation,Distillate Fuel Oil - Combustion (Gas) Turbine (including jet engine design) - Distillate Fuel Oil - Quantity Consumed For Electricity,Distillate Fuel Oil - Combustion (Gas) Turbine (including jet engine design) - Distillate Fuel Oil - Total Fuel Consumed
2003-01-01,577.0,8961.0,8961.0
2003-02-01,459.0,7134.0,7134.0
2003-03-01,0.0,0.0,0.0
2003-04-01,0.0,0.0,0.0
2003-05-01,0.0,0.0,0.0
2003-06-01,304.0,4721.0,4721.0
2003-07-01,0.0,0.0,0.0
2003-08-01,1243.0,20457.0,20457.0
2003-09-01,397.0,6113.0,6113.0
2003-10-01,0.0,0.0,0.0
2003-11-01,98.0,1776.0,1776.0
2003-12-01,75.0,1125.0,1125.0
2004-01-01,1029.47,16098.0,16098.0
2004-02-01,288.117,4505.0,4505.0
2004-03-01,422.285,6603.0,6603.0
2004-04-01,2329.16,36420.0,36420.0
2004-05-01,4014.934,62780.0,62780.0
2004-06-01,1001.345,15658.0,15658.0
2004-07-01,830.4390000000001,12985.0,12985.0
2004-08-01,625.0840000000001,9774.0,9774.0
2004-09-01,11.304,177.0,177.0
2004-10-01,0.0,0.0,0.0
2004-11-01,303.997,4753.0,4753.0
2004-12-01,644.866,10084.0,10084.0
2005-01-01,1748.064,27394.2,27394.2
2005-02-01,600.5790000000001,9411.77,9411.77
2005-03-01,665.667,10431.77,10431.77
2005-04-01,806.312,12635.84,12635.84
2005-05-01,748.8580000000001,11735.48,11735.48
2005-06-01,971.946,15231.52,15231.52
2005-07-01,989.321,15503.81,15503.81
2005-08-01,1162.213,18213.23,18213.23
2005-09-01,760.796,11922.55,11922.55
2005-10-01,844.875,13240.17,13240.17
2005-11-01,679.206,10643.95,10643.95
2005-12-01,1436.164,22506.36,22506.36
2006-01-01,1736.42,27003.0,27003.0
2006-02-01,908.613,14130.0,14130.0
2006-03-01,763.244,11869.0,11869.0
2006-04-01,1462.027,22736.0,22736.0
2006-05-01,1366.627,21252.0,21252.0
2006-06-01,1242.169,19317.0,19317.0
2006-07-01,1799.3120000000001,27981.0,27981.0
2006-08-01,1745.323,27141.0,27141.0
2006-09-01,801.8290000000001,12469.0,12469.0
2006-10-01,846.991,13171.0,13171.0
2006-11-01,997.3580000000001,15510.0,15510.0
2006-12-01,1105.086,17185.0,17185.0
2007-01-01,255.00900000000001,4117.0,4117.0
2007-02-01,2023.2720000000002,32657.0,32657.0
2007-03-01,495.911,8007.0,8007.0
2007-04-01,145.747,2354.0,2354.0
2007-05-01,32.628,526.0,526.0
2007-06-01,209.823,3387.0,3387.0
2007-07-01,340.404,5495.0,5495.0
2007-08-01,486.715,7855.0,7855.0
2007-09-01,183.85,2967.0,2967.0
2007-10-01,118.399,1910.0,1910.0
2007-11-01,98.23700000000001,1588.0,1588.0
2007-12-01,89.007,1437.0,1437.0
2008-01-01,1455.547,23674.0,23674.0
2008-02-01,916.546,14908.0,14908.0
2008-03-01,730.142,11875.0,11875.0
2008-04-01,366.07300000000004,5955.0,5955.0
2008-05-01,547.426,8906.0,8906.0
2008-06-01,781.883,12717.0,12717.0
