measured_on,"Municiapl Landfill Gas - Internal Combustion Engine (diesel, piston, reciprocating) - Municipal Landfill Gas - Generation","Municiapl Landfill Gas - Internal Combustion Engine (diesel, piston, reciprocating) - Municipal Landfill Gas - Quantity Consumed For Electricity","Municiapl Landfill Gas - Internal Combustion Engine (diesel, piston, reciprocating) - Municipal Landfill Gas - Total Fuel Consumed"
2011-01-01,0.0,0.0,0.0
2011-02-01,0.0,0.0,0.0
2011-03-01,0.0,0.0,0.0
2011-04-01,0.0,0.0,0.0
2011-05-01,0.0,0.0,0.0
2011-06-01,0.0,0.0,0.0
2011-07-01,0.0,0.0,0.0
2011-08-01,0.0,0.0,0.0
2011-09-01,0.0,0.0,0.0
2011-10-01,0.0,0.0,0.0
2011-11-01,0.0,0.0,0.0
2011-12-01,3843.0,42026.0,42026.0
2012-01-01,1871.228,20307.0,20307.0
2012-02-01,1860.025,20184.0,20184.0
2012-03-01,1967.744,21353.0,21353.0
2012-04-01,2280.372,24746.0,24746.0
2012-05-01,2351.113,25513.0,25513.0
2012-06-01,2145.004,23277.0,23277.0
2012-07-01,2776.667,30131.0,30131.0
2012-08-01,2698.346,29282.0,29282.0
2012-09-01,2256.746,24489.0,24489.0
2012-10-01,2768.333,30041.0,30041.0
2012-11-01,2102.761,22818.0,22818.0
2012-12-01,2209.661,23979.0,23979.0
2013-01-01,1589.017,17124.0,17124.0
2013-02-01,1463.889,15777.0,15777.0
2013-03-01,2321.578,25021.0,25021.0
2013-04-01,2656.546,28631.0,28631.0
2013-05-01,2588.024,27892.0,27892.0
2013-06-01,2578.628,27791.0,27791.0
2013-07-01,1992.581,21475.0,21475.0
2013-08-01,2337.941,25197.0,25197.0
2013-09-01,2447.894,26382.0,26382.0
2013-10-01,2335.915,25175.0,25175.0
2013-11-01,1956.404,21085.0,21085.0
2013-12-01,2104.583,22682.0,22682.0
2014-01-01,1960.74,20328.0,20328.0
2014-02-01,1576.08,16341.0,16341.0
2014-03-01,1677.579,17393.0,17393.0
2014-04-01,1933.218,20044.0,20044.0
2014-05-01,2008.328,20823.0,20823.0
2014-06-01,2443.384,25333.0,25333.0
2014-07-01,2299.293,23839.0,23839.0
2014-08-01,2137.274,22159.0,22159.0
2014-09-01,2372.283,24596.0,24596.0
2014-10-01,2400.082,24884.0,24884.0
2014-11-01,1921.003,19917.0,19917.0
2014-12-01,2006.736,20806.0,20806.0
2015-01-01,1773.889,18794.0,18794.0
2015-02-01,1434.819,15202.0,15202.0
2015-03-01,1736.687,18400.0,18400.0
2015-04-01,1883.27,19953.0,19953.0
2015-05-01,2059.737,21823.0,21823.0
2015-06-01,1923.718,20382.0,20382.0
2015-07-01,2208.506,23399.0,23399.0
2015-08-01,1924.636,20392.0,20392.0
2015-09-01,2173.151,23024.0,23024.0
2015-10-01,1976.059,20936.0,20936.0
2015-11-01,1833.386,19425.0,19425.0
2015-12-01,1768.142,18734.0,18734.0
2016-01-01,1953.299,19566.0,19566.0
2016-02-01,2002.191,20055.0,20055.0
2016-03-01,2129.675,21332.0,21332.0
2016-04-01,2138.781,21423.0,21423.0
2016-05-01,2260.294,22640.0,22640.0
2016-06-01,1864.062,18672.0,18672.0
2016-07-01,2120.159,21237.0,21237.0
2016-08-01,2077.286,20807.0,20807.0
2016-09-01,1937.139,19403.0,19403.0
2016-10-01,1813.78,18168.0,18168.0
2016-11-01,2026.253,20296.0,20296.0
2016-12-01,2043.081,20465.0,20465.0
2017-01-01,2100.207,21475.0,21475.0
2017-02-01,1879.571,19219.0,19219.0
2017-03-01,2051.635,20978.0,20978.0
2017-04-01,1937.436,19810.0,19810.0
2017-05-01,2249.603,23003.0,23003.0
2017-06-01,2103.416,21508.0,21508.0
2017-07-01,1941.065,19847.0,19847.0
2017-08-01,2032.74,20785.0,20785.0
2017-09-01,1865.458,19075.0,19075.0
2017-10-01,2080.712,21276.0,21276.0
2017-11-01,1939.157,19828.0,19828.0
2017-12-01,1953.0,19970.0,19970.0
2018-01-01,2380.671,24417.0,24417.0
2018-02-01,2132.496,21871.0,21871.0
2018-03-01,2136.569,21913.0,21913.0
2018-04-01,2214.035,22708.0,22708.0
2018-05-01,2385.449,24466.0,24466.0
2018-06-01,2136.112,21909.0,21909.0
2018-07-01,2260.038,23180.0,23180.0
2018-08-01,2222.682,22797.0,22797.0
2018-09-01,1910.329,19593.0,19593.0
2018-10-01,2357.265,24177.0,24177.0
2018-11-01,2284.22,23428.0,23428.0
2018-12-01,2424.134,24862.0,24862.0
2019-01-01,2281.374,23597.0,23597.0
2019-02-01,2052.855,21234.0,21234.0
2019-03-01,2332.671,24128.0,24128.0
2019-04-01,2158.59,22328.0,22328.0
2019-05-01,2289.493,23682.0,23682.0
2019-06-01,2114.056,21867.0,21867.0
2019-07-01,2124.083,21971.0,21971.0
2019-08-01,2069.113,21402.0,21402.0
2019-09-01,1944.727,20116.0,20116.0
2019-10-01,2018.677,20881.0,20881.0
2019-11-01,1987.742,20560.0,20560.0
2019-12-01,2205.619,22814.0,22814.0
2020-01-01,2381.38,24456.0,24456.0
2020-02-01,2207.936,22675.0,22675.0
2020-03-01,2353.971,24175.0,24175.0
2020-04-01,2209.902,22695.0,22695.0
2020-05-01,2172.784,22314.0,22314.0
2020-06-01,2000.876,20549.0,20549.0
2020-07-01,1827.038,18763.0,18763.0
2020-08-01,1947.613,20002.0,20002.0
2020-09-01,1791.722,18401.0,18401.0
2020-10-01,2121.967,21792.0,21792.0
2020-11-01,2070.381,21262.0,21262.0
2020-12-01,2277.43,23389.0,23389.0
2021-01-01,2609.102,26751.0,26751.0
2021-02-01,2273.573,23310.0,23310.0
2021-03-01,2379.055,24392.0,24392.0
2021-04-01,2231.131,22875.0,22875.0
2021-05-01,2329.265,23881.0,23881.0
2021-06-01,2095.14,21481.0,21481.0
2021-07-01,2141.095,21952.0,21952.0
2021-08-01,1963.665,20133.0,20133.0
2021-09-01,2043.481,20951.0,20951.0
2021-10-01,1953.337,20027.0,20027.0
2021-11-01,1405.301,14408.0,14408.0
2021-12-01,2199.855,22554.0,22554.0
2022-01-01,2138.363,21981.0,21981.0
2022-02-01,2319.093,23839.0,23839.0
2022-03-01,2420.814,24885.0,24885.0
2022-04-01,2219.968,22820.0,22820.0
2022-05-01,2259.801,23229.0,23229.0
2022-06-01,2066.147,21239.0,21239.0
2022-07-01,1745.862,17946.0,17946.0
2022-08-01,1665.693,17123.0,17123.0
2022-09-01,2105.288,21641.0,21641.0
2022-10-01,2228.371,22907.0,22907.0
2022-11-01,2383.995,24506.0,24506.0
2022-12-01,1659.605,17060.0,17060.0
2023-01-01,2316.763,23909.0,23909.0
2023-02-01,1933.979,19958.0,19958.0
2023-03-01,2226.615,22978.0,22978.0
2023-04-01,2084.703,21514.0,21514.0
2023-05-01,2195.845,22661.0,22661.0
2023-06-01,2187.974,22579.0,22579.0
2023-07-01,2145.187,22138.0,22138.0
2023-08-01,2019.533,20841.0,20841.0
2023-09-01,1746.743,18026.0,18026.0
2023-10-01,1938.8,20008.0,20008.0
2023-11-01,1911.931,19731.0,19731.0
2023-12-01,1895.927,19566.0,19566.0
2024-01-01,1603.793,17136.0,17136.0
2024-02-01,1590.155,16991.0,16991.0
2024-03-01,1678.771,17937.0,17937.0
2024-04-01,1523.313,16277.0,16277.0
2024-05-01,1601.716,17114.0,17114.0
2024-06-01,1540.0,16455.0,16455.0
2024-07-01,1564.197,16713.0,16713.0
2024-08-01,1601.278,17109.0,17109.0
2024-09-01,1403.647,14998.0,14998.0
2024-10-01,1565.605,16728.0,16728.0
2024-11-01,1455.193,15549.0,15549.0
2024-12-01,1259.332,13456.0,13456.0
