measured_on,Wood Waste Solids Generation,Wood Waste Solids Quantity Consumed For Electricity,Wood Waste Solids Total Fuel Consumed
2007-05-01,11291.0,65718.0,255294.0
2007-06-01,10639.0,61974.0,241344.0
2007-07-01,11236.0,65376.0,257454.0
2007-08-01,11568.0,67428.0,253998.0
2007-09-01,10844.0,63576.0,250884.0
2007-10-01,10840.0,59832.0,243486.0
2007-11-01,7833.0,46764.0,195210.0
2007-12-01,10206.0,63720.0,257742.0
2008-01-01,8714.0,52414.0,216288.0
2008-02-01,7655.0,46531.0,206262.0
2008-03-01,9298.0,57507.0,245196.0
2008-04-01,8699.0,49857.0,211014.0
2008-05-01,10278.0,65718.0,255294.0
2008-06-01,11248.0,65869.0,249102.0
2008-07-01,10766.0,63432.0,248652.0
2008-08-01,10733.0,63051.0,243576.0
2008-09-01,11477.0,66669.0,255186.0
2008-10-01,6626.0,42154.0,171270.0
2008-11-01,9701.0,57957.0,242334.0
2008-12-01,8937.0,54391.0,221220.0
2009-01-01,7936.0,48178.0,199512.0
2009-02-01,6813.0,41798.0,176166.0
2009-03-01,7480.0,45323.0,197082.0
2009-04-01,8226.0,43320.0,181890.0
2009-05-01,9754.0,56817.0,214758.0
2009-06-01,9799.0,57183.0,225954.0
2009-07-01,11680.0,67286.0,256788.0
2009-08-01,11066.0,64070.0,250308.0
2009-09-01,10518.0,61105.0,236826.0
2009-10-01,8654.0,51300.0,210060.0
2009-11-01,6518.0,34362.0,152640.0
2009-12-01,10392.0,60598.0,250416.0
2010-01-01,8195.0,48790.0,205362.0
2010-02-01,9323.0,54307.0,219186.0
2010-03-01,10370.0,60478.0,249552.0
2010-04-01,6750.0,39979.0,167616.0
2010-05-01,8946.0,52738.0,216972.0
2010-06-01,10630.0,61701.0,236700.0
2010-07-01,10750.0,62397.0,235530.0
2010-08-01,10621.0,61707.0,238572.0
2010-09-01,9864.0,57502.0,223758.0
2010-10-01,7790.0,45647.0,182250.0
2010-11-01,9409.0,55029.0,225882.0
2010-12-01,9373.0,55337.0,229770.0
2011-01-01,9381.0,55426.0,231444.0
2011-02-01,8360.0,49496.0,199998.0
2011-03-01,8687.0,51881.0,222372.0
2011-04-01,8392.0,49961.0,211194.0
2011-05-01,6250.0,37719.0,165078.0
2011-06-01,9328.0,54809.0,216918.0
2011-07-01,10089.0,59108.0,228798.0
2011-08-01,10310.0,60431.0,234522.0
2011-09-01,8981.0,53345.0,220716.0
2011-10-01,7689.0,45715.0,188352.0
2011-11-01,9050.0,53737.0,221166.0
2011-12-01,10850.0,63657.0,256896.0
2012-01-01,10370.0,61163.0,249462.0
2012-02-01,8820.0,52377.0,217080.0
2012-03-01,9457.0,56341.0,235260.0
2012-04-01,8975.0,53282.0,220932.0
2012-05-01,9451.0,55740.0,219924.0
2012-06-01,10356.0,60676.0,237312.0
2012-07-01,10940.0,63913.0,247212.0
2012-08-01,10343.0,60640.0,238446.0
2012-09-01,9844.0,57785.0,222534.0
2012-10-01,7696.0,45365.0,184968.0
2012-11-01,9517.0,55661.0,227358.0
2012-12-01,9199.0,54344.0,227898.0
2013-01-01,8430.0,50573.0,212688.0
2013-02-01,6987.0,42259.0,191682.0
2013-03-01,9016.0,53580.0,225612.0
2013-04-01,6725.0,39660.0,176094.0
2013-05-01,10275.0,60117.0,238608.0
2013-06-01,10518.0,61628.0,240678.0
2013-07-01,10894.0,63694.0,246204.0
2013-08-01,11055.0,64771.0,251964.0
2013-09-01,11007.0,64107.0,247932.0
2013-10-01,11049.0,64938.0,260622.0
2013-11-01,3415.0,21472.0,113040.0
2013-12-01,11230.0,65660.0,257310.0
2014-01-01,11091.0,65074.0,262854.0
2014-02-01,9512.0,56174.0,230904.0
2014-03-01,9339.0,55756.0,236916.0
2014-04-01,6436.0,38143.0,158742.0
2014-05-01,10686.0,62726.0,239112.0
2014-06-01,10922.0,63506.0,243054.0
2014-07-01,10651.0,62298.0,240300.0
2014-08-01,10596.0,62271.0,240084.0
2014-09-01,9581.0,56624.0,217062.0
2014-10-01,8863.0,53042.0,215514.0
2014-11-01,5986.0,35884.0,152028.0
2014-12-01,8916.0,53491.0,222588.0
2015-01-01,9437.0,56237.0,233730.0
2015-02-01,8189.0,48837.0,205848.0
2015-03-01,9677.0,56796.0,223344.0
2015-04-01,5806.0,35476.0,163656.0
2015-05-01,9924.0,58705.0,233946.0
2015-06-01,10611.0,61979.0,241236.0
2015-07-01,10717.0,62209.0,233820.0
2015-08-01,10780.0,62810.0,244242.0
2015-09-01,8411.0,49935.0,206280.0
2015-10-01,4193.0,26947.0,132822.0
2015-11-01,6877.0,41866.0,235116.0
2015-12-01,7660.0,46374.0,195138.0
2016-01-01,7858.0,39346.0,205650.0
2016-02-01,7068.0,35351.0,185094.0
2016-03-01,7502.0,37554.0,201834.0
2016-04-01,5540.0,27326.0,135216.0
2016-05-01,7449.0,37281.0,186642.0
2016-06-01,9677.0,46965.0,213408.0
2016-07-01,9840.0,47803.0,217296.0
2016-08-01,9977.0,48368.0,222750.0
2016-09-01,9170.0,44680.0,207522.0
2016-10-01,4481.0,23158.0,124182.0
2016-11-01,5952.0,30501.0,174510.0
2016-12-01,6512.0,33399.0,185688.0
2017-01-01,6369.0,32643.0,181998.0
2017-02-01,6281.0,31779.0,181548.0
2017-03-01,7400.0,37199.0,201294.0
2017-04-01,6393.0,32064.0,174690.0
2017-05-01,9268.0,45591.0,234882.0
2017-06-01,10297.0,49867.0,237438.0
2017-07-01,10498.0,50817.0,238212.0
2017-08-01,10784.0,52277.0,248274.0
2017-09-01,9712.0,47444.0,229878.0
2017-10-01,5710.0,28708.0,152496.0
2017-11-01,7464.0,37597.0,200610.0
2017-12-01,8245.0,41022.0,214254.0
2018-01-01,8794.0,43656.0,221832.0
2018-02-01,8055.0,40141.0,209610.0
2018-03-01,8857.0,44153.0,227268.0
2018-04-01,5907.0,29844.0,159102.0
2018-05-01,7864.0,39169.0,202392.0
2018-06-01,9606.0,46645.0,220590.0
2018-07-01,9490.0,46179.0,217890.0
2018-08-01,9524.0,46377.0,220806.0
2018-09-01,8634.0,42296.0,210942.0
2018-10-01,1638.0,8370.0,40572.0
2018-11-01,0.0,0.0,0.0
2018-12-01,0.0,0.0,0.0
2019-01-01,0.0,0.0,0.0
2019-02-01,723.0,4522.0,27126.0
2019-03-01,3095.0,16676.0,103752.0
2019-04-01,2173.0,11761.0,85932.0
2019-05-01,4442.0,22545.0,137304.0
2019-06-01,9654.0,46148.0,214074.0
2019-07-01,9413.0,44900.0,218250.0
2019-08-01,7312.0,35800.0,188586.0
2019-09-01,8036.0,38910.0,198396.0
2019-10-01,7665.0,37316.0,194418.0
2019-11-01,7644.0,36720.0,182754.0
2019-12-01,7036.0,34669.0,185634.0
2020-01-01,7278.0,36094.0,199260.0
2020-02-01,7995.0,39156.0,211194.0
2020-03-01,9551.0,46356.0,239886.0
2020-04-01,7841.0,37925.0,196290.0
2020-05-01,9426.0,45462.0,226386.0
2020-06-01,8664.0,41950.0,211716.0
2020-07-01,9869.0,47621.0,234900.0
2020-08-01,10865.0,52208.0,247932.0
2020-09-01,8996.0,43557.0,217746.0
2020-10-01,9677.0,47004.0,238140.0
2020-11-01,3924.0,17859.0,117180.0
2020-12-01,2475.0,12080.0,119610.0
2021-01-01,10141.0,49059.0,253944.0
2021-02-01,8881.0,42948.0,220302.0
2021-03-01,10435.0,50657.0,262026.0
2021-04-01,7471.0,35342.0,179208.0
2021-05-01,9425.0,45682.0,231246.0
2021-06-01,9888.0,47945.0,237474.0
2021-07-01,10546.0,50912.0,244836.0
2021-08-01,10951.0,52761.0,249012.0
2021-09-01,10371.0,50126.0,250650.0
2021-10-01,7472.0,35437.0,198954.0
2021-11-01,8580.0,42227.0,230634.0
2021-12-01,8807.0,43600.0,247140.0
2022-01-01,8274.0,41458.0,242442.0
2022-02-01,7697.0,38348.0,222030.0
2022-03-01,8111.0,38517.0,226872.0
2022-04-01,8931.0,38996.0,216216.0
2022-05-01,3918.0,19021.0,116244.0
2022-06-01,8534.0,41376.0,205164.0
2022-07-01,10030.0,48727.0,237294.0
2022-08-01,7396.0,35822.0,190152.0
2022-09-01,10027.0,48489.0,235602.0
2022-10-01,6471.0,30211.0,171360.0
2022-11-01,3502.0,17060.0,123138.0
2022-12-01,9440.0,45561.0,243972.0
2023-01-01,8345.0,41229.0,234468.0
2023-02-01,6530.0,32431.0,186930.0
2023-03-01,8159.0,40180.0,230418.0
2023-04-01,6353.0,31434.0,188010.0
2023-05-01,5069.0,24687.0,131760.0
2023-06-01,9238.0,44300.0,214920.0
2023-07-01,9118.0,43859.0,215352.0
2023-08-01,9706.0,46585.0,230058.0
2023-09-01,8950.0,43013.0,219384.0
2023-10-01,5217.0,24316.0,126378.0
2023-11-01,8690.0,42123.0,227736.0
2023-12-01,9118.0,44278.0,216666.0
2024-01-01,9294.0,45116.0,219672.0
2024-02-01,8246.0,40279.0,199836.0
2024-03-01,8549.0,41665.0,279216.0
2024-04-01,6178.0,30237.0,161910.0
2024-05-01,7685.0,37342.0,190692.0
2024-06-01,8876.0,42909.0,214290.0
2024-07-01,9578.0,46153.0,227646.0
2024-08-01,9342.0,45103.0,235530.0
2024-09-01,9647.0,46256.0,234180.0
2024-10-01,4760.0,23124.0,136494.0
2024-11-01,5934.0,28700.0,177624.0
2024-12-01,8173.0,40076.0,233712.0
