measured_on,Wood Waste Solids Generation,Wood Waste Solids Quantity Consumed For Electricity,Wood Waste Solids Total Fuel Consumed
2001-01-01,11409.0,196827.0,215662.0
2001-02-01,12790.0,216071.0,234906.0
2001-03-01,5151.0,113000.0,131835.0
2001-04-01,6264.0,94147.0,112982.0
2001-05-01,12110.0,208625.0,227460.0
2001-06-01,8937.0,162470.0,181305.0
2001-07-01,11996.0,202046.0,220881.0
2001-08-01,13807.0,226985.0,245820.0
2001-09-01,8319.0,154769.0,173604.0
2001-10-01,9652.0,182972.0,201807.0
2001-11-01,7256.0,127042.0,145877.0
2001-12-01,10742.0,203831.0,222666.0
2002-01-01,10343.391,61315.0,117810.0
2002-02-01,8975.924,51803.0,98559.0
2002-03-01,8756.015000000001,50923.0,97137.0
2002-04-01,5831.902,34052.0,71208.0
2002-05-01,7155.195000000001,44710.0,91242.0
2002-06-01,9972.716,59992.0,107613.0
2002-07-01,11368.031,70831.0,122841.0
2002-08-01,11924.045,87957.0,127656.0
2002-09-01,11653.241,84700.0,122337.0
2002-10-01,11745.429,71808.0,128457.0
2002-11-01,8203.843,48689.0,93735.0
2002-12-01,10618.997,69669.0,121815.0
2003-01-01,7956.086,40623.0,100242.0
2003-02-01,8093.408,47998.0,100215.0
2003-03-01,10267.528,68418.0,119880.0
2003-04-01,10282.892,74137.0,116199.0
2003-05-01,8030.9890000000005,58811.0,93510.0
2003-06-01,10627.64,74347.0,121041.0
2003-07-01,10975.269,77336.0,126828.0
2003-08-01,11505.354,89803.0,127854.0
2003-09-01,11124.115,80715.0,124002.0
2003-10-01,10497.039,72555.0,127089.0
2003-11-01,7630.544000000001,37881.0,89361.0
2003-12-01,8867.41,41454.0,106785.0
2004-01-01,9030.151,49174.25,114861.06
2004-02-01,8004.755,43590.39,101818.26
2004-03-01,8475.398000000001,46153.31,107804.7
2004-04-01,7870.174,42857.52,100106.46
2004-05-01,7477.763,40720.63,95115.06
2004-06-01,8914.68,48545.45,113392.26
2004-07-01,9424.756000000001,51323.1,119880.36
2004-08-01,9310.907000000001,50703.13,118432.17
2004-09-01,8862.414,48260.83,112727.52
2004-10-01,8930.088,48629.35,113588.28
2004-11-01,7705.682000000001,41961.77,98014.14
2004-12-01,8845.205,48167.12,112508.55
2005-01-01,8221.354000000001,44769.9,220883.58
2005-02-01,7398.961,40291.5,198788.4
2005-03-01,7898.494000000001,43011.75,212209.38
2005-04-01,7778.9130000000005,42360.56,208996.56
2005-05-01,7790.826,42425.43,209316.6
2005-06-01,8067.029,43929.51,216737.28
2005-07-01,8407.541000000001,45783.79,225885.96
2005-08-01,8303.035,45214.7,223078.14
2005-09-01,8012.176,43630.8,215263.62
2005-10-01,8177.593000000001,44531.59,219707.82
2005-11-01,7923.64,43148.68,212884.92
2005-12-01,8068.684,43938.52,216781.74
2006-01-01,8899.328,48461.85,228042.9
2006-02-01,7709.356000000001,41981.78,197550.18
2006-03-01,8191.803000000001,44608.97,209912.76
2006-04-01,8188.935,44593.36,209839.32
2006-05-01,8133.921,44293.77,208429.56
2006-06-01,8346.948,45453.83,213888.42
2006-07-01,9085.874,49477.69,232823.16
2006-08-01,8908.922,48514.09,228288.78
2006-09-01,8577.56,46709.64,219797.82
2006-10-01,8178.948,44538.97,209583.36
2006-11-01,8134.55,44297.2,208445.76
2006-12-01,8720.232,47486.57,223453.62
2007-01-01,9418.0,55890.0,218664.0
2007-02-01,8518.0,50832.0,201780.0
2007-03-01,5445.0,32130.0,138600.0
2007-04-01,9574.0,55260.0,232632.0
