measured_on,Distillate Fuel Oil - Combustion (Gas) Turbine (including jet engine design) - Distillate Fuel Oil - Generation,Distillate Fuel Oil - Combustion (Gas) Turbine (including jet engine design) - Distillate Fuel Oil - Quantity Consumed For Electricity,Distillate Fuel Oil - Combustion (Gas) Turbine (including jet engine design) - Distillate Fuel Oil - Total Fuel Consumed,"Distillate Fuel Oil - Internal Combustion Engine (diesel, piston, reciprocating) - Distillate Fuel Oil - Generation","Distillate Fuel Oil - Internal Combustion Engine (diesel, piston, reciprocating) - Distillate Fuel Oil - Quantity Consumed For Electricity","Distillate Fuel Oil - Internal Combustion Engine (diesel, piston, reciprocating) - Distillate Fuel Oil - Total Fuel Consumed"
2011-03-01,3.582,29.0,29.0,,,
2011-04-01,3.072,23.0,23.0,,,
2011-05-01,5.862,46.0,46.0,,,
2011-06-01,5.24,41.0,41.0,,,
2011-07-01,4.715,35.0,35.0,,,
2011-08-01,2.834,23.0,23.0,,,
2011-09-01,4.018,29.0,29.0,,,
2011-10-01,4.954,41.0,41.0,,,
2011-11-01,4.313,35.0,35.0,,,
2011-12-01,6.125,46.0,46.0,,,
2012-01-01,6.819,52.0,52.0,,,
2012-02-01,8.948,70.0,70.0,,,
2012-03-01,6.495,52.0,52.0,,,
2012-04-01,8.072,64.0,64.0,,,
2012-05-01,7.481,58.0,58.0,,,
2012-06-01,7.048,52.0,52.0,,,
2012-07-01,8.151,64.0,64.0,,,
2012-08-01,6.764,52.0,52.0,,,
2012-09-01,7.127,52.0,52.0,,,
2012-10-01,8.684,64.0,64.0,,,
2012-11-01,11.67,87.0,87.0,,,
2012-12-01,6.741,52.0,52.0,,,
2013-01-01,7.88,87.0,87.0,0.0,0.0,0.0
2013-02-01,3.483,35.0,35.0,0.0,0.0,0.0
2013-03-01,5.192,52.0,52.0,0.0,0.0,0.0
2013-04-01,5.276,52.0,52.0,0.0,0.0,0.0
2013-05-01,11.461,121.0,121.0,0.0,0.0,0.0
2013-06-01,6.814,69.0,69.0,0.0,0.0,0.0
2013-07-01,7.41,75.0,75.0,0.0,0.0,0.0
2013-08-01,6.105,64.0,64.0,0.0,0.0,0.0
2013-09-01,4.87,52.0,52.0,0.0,0.0,0.0
2013-10-01,5.53,58.0,58.0,0.0,0.0,0.0
2013-11-01,5.805,58.0,58.0,0.0,0.0,0.0
2013-12-01,4.174,46.0,46.0,0.0,0.0,0.0
2014-01-01,,,,10.552,109.0,109.0
2014-02-01,,,,12.26,127.0,127.0
2014-03-01,,,,13.44,138.0,138.0
2014-04-01,,,,8.533,86.0,86.0
2014-05-01,,,,11.291,115.0,115.0
2014-06-01,,,,8.257,86.0,86.0
2014-07-01,,,,8.086,86.0,86.0
2014-08-01,,,,10.061,104.0,104.0
2014-09-01,,,,9.548,98.0,98.0
2014-10-01,,,,6.49,69.0,69.0
2014-11-01,,,,9.46,98.0,98.0
2014-12-01,,,,9.022,92.0,92.0
2015-01-01,,,,4.213,35.0,35.0
2015-02-01,,,,4.509,46.0,46.0
2015-03-01,,,,3.994,40.0,40.0
2015-04-01,,,,4.364,46.0,46.0
2015-05-01,,,,4.549,46.0,46.0
2015-06-01,,,,5.497,52.0,52.0
2015-07-01,,,,3.858,40.0,40.0
2015-08-01,,,,4.683,46.0,46.0
2015-09-01,,,,6.419,64.0,64.0
2015-10-01,,,,3.706,35.0,35.0
2015-11-01,,,,5.537,58.0,58.0
2015-12-01,,,,6.671,69.0,69.0
2016-01-01,,,,41.212,403.0,403.0
2016-02-01,,,,42.439,414.0,414.0
2016-03-01,,,,30.445,293.0,293.0
2016-04-01,,,,31.622,305.0,305.0
2016-05-01,,,,36.121,351.0,351.0
2016-06-01,,,,21.796,213.0,213.0
2016-07-01,,,,19.964,196.0,196.0
2016-08-01,,,,23.997,230.0,230.0
2016-09-01,,,,15.178,150.0,150.0
2016-10-01,,,,18.074,173.0,173.0
2016-11-01,,,,21.374,207.0,207.0
2016-12-01,,,,29.778,288.0,288.0
2017-01-01,,,,24.96,242.0,242.0
2017-02-01,,,,16.058,161.0,161.0
2017-03-01,,,,17.693,178.0,178.0
2017-04-01,,,,19.172,190.0,190.0
2017-05-01,,,,28.085,282.0,282.0
2017-06-01,,,,14.385,144.0,144.0
2017-07-01,,,,13.151,132.0,132.0
2017-08-01,,,,14.205,144.0,144.0
2017-09-01,,,,14.149,144.0,144.0
2017-10-01,,,,16.338,161.0,161.0
2017-11-01,,,,11.383,115.0,115.0
2017-12-01,,,,19.421,196.0,196.0
2018-01-01,,,,23.64,161.0,161.0
2018-02-01,,,,16.532,109.0,109.0
2018-03-01,,,,21.296,144.0,144.0
2018-04-01,,,,27.857,190.0,190.0
2018-05-01,,,,23.314,155.0,155.0
2018-06-01,,,,17.685,121.0,121.0
2018-07-01,,,,19.233,127.0,127.0
2018-08-01,,,,22.537,150.0,150.0
2018-09-01,,,,19.639,132.0,132.0
2018-10-01,,,,34.231,230.0,230.0
2018-11-01,,,,34.768,236.0,236.0
2018-12-01,,,,29.268,196.0,196.0
2019-01-01,,,,4.666,46.0,46.0
2019-02-01,,,,8.166,81.0,81.0
2019-03-01,,,,8.167,81.0,81.0
2019-04-01,,,,7.354,75.0,75.0
2019-05-01,,,,7.752,75.0,75.0
2019-06-01,,,,9.571,98.0,98.0
2019-07-01,,,,7.676,75.0,75.0
2019-08-01,,,,6.298,63.0,63.0
2019-09-01,,,,6.563,63.0,63.0
2019-10-01,,,,9.108,92.0,92.0
2019-11-01,,,,7.236,75.0,75.0
2019-12-01,,,,7.443,75.0,75.0
2020-01-01,,,,10.192,109.0,109.0
2020-02-01,,,,16.323,167.0,167.0
2020-03-01,,,,9.94,104.0,104.0
2020-04-01,,,,7.23,75.0,75.0
2020-05-01,,,,10.524,109.0,109.0
2020-06-01,,,,18.335,184.0,184.0
2020-07-01,,,,18.913,190.0,190.0
2020-08-01,,,,12.075,121.0,121.0
2020-09-01,,,,13.753,138.0,138.0
2020-10-01,,,,14.904,150.0,150.0
2020-11-01,,,,13.238,132.0,132.0
2020-12-01,,,,16.573,167.0,167.0
2021-01-01,,,,16.231,167.0,167.0
2021-02-01,,,,38.673,391.0,391.0
2021-03-01,,,,16.007,161.0,161.0
2021-04-01,,,,14.388,144.0,144.0
2021-05-01,,,,12.122,121.0,121.0
2021-06-01,,,,9.404,92.0,92.0
2021-07-01,,,,15.199,155.0,155.0
2021-08-01,,,,13.057,132.0,132.0
2021-09-01,,,,20.137,201.0,201.0
2021-10-01,,,,10.959,109.0,109.0
2021-11-01,,,,26.386,265.0,265.0
2021-12-01,,,,22.437,224.0,224.0
2022-01-01,,,,24.459,224.0,224.0
2022-02-01,,,,8.44,81.0,81.0
2022-03-01,,,,19.812,190.0,190.0
2022-04-01,,,,10.792,104.0,104.0
2022-05-01,,,,13.21,127.0,127.0
2022-06-01,,,,13.877,132.0,132.0
2022-07-01,,,,5.651,52.0,52.0
2022-08-01,,,,11.528,109.0,109.0
2022-09-01,,,,8.862,86.0,86.0
2022-10-01,,,,10.228,98.0,98.0
2022-11-01,,,,13.756,132.0,132.0
2022-12-01,,,,32.385,311.0,311.0
2023-01-01,,,,20.29,201.0,201.0
2023-02-01,,,,22.775,236.0,236.0
2023-03-01,,,,19.397,201.0,201.0
2023-04-01,,,,10.972,115.0,115.0
2023-05-01,,,,7.762,81.0,81.0
2023-06-01,,,,7.831,81.0,81.0
2023-07-01,,,,10.521,109.0,109.0
2023-08-01,,,,8.006,81.0,81.0
2023-09-01,,,,16.008,167.0,167.0
2023-10-01,,,,13.037,132.0,132.0
2023-11-01,,,,20.858,213.0,213.0
2023-12-01,,,,13.543,138.0,138.0
2024-01-01,,,,6.288,63.0,63.0
2024-02-01,,,,13.269,132.0,132.0
2024-03-01,,,,11.802,121.0,121.0
2024-04-01,,,,13.197,132.0,132.0
2024-05-01,,,,20.263,201.0,201.0
2024-06-01,,,,7.918,81.0,81.0
2024-07-01,,,,16.674,167.0,167.0
2024-08-01,,,,10.071,104.0,104.0
2024-09-01,,,,16.888,173.0,173.0
2024-10-01,,,,9.381,92.0,92.0
2024-11-01,,,,16.065,161.0,161.0
2024-12-01,,,,19.184,196.0,196.0
