measured_on,Distillate Fuel Oil - Combustion (Gas) Turbine (including jet engine design) - Distillate Fuel Oil - Generation,Distillate Fuel Oil - Combustion (Gas) Turbine (including jet engine design) - Distillate Fuel Oil - Quantity Consumed For Electricity,Distillate Fuel Oil - Combustion (Gas) Turbine (including jet engine design) - Distillate Fuel Oil - Total Fuel Consumed,"Distillate Fuel Oil - Internal Combustion Engine (diesel, piston, reciprocating) - Distillate Fuel Oil - Generation","Distillate Fuel Oil - Internal Combustion Engine (diesel, piston, reciprocating) - Distillate Fuel Oil - Quantity Consumed For Electricity","Distillate Fuel Oil - Internal Combustion Engine (diesel, piston, reciprocating) - Distillate Fuel Oil - Total Fuel Consumed"
2003-01-01,4.4670000000000005,54.0,54.0,,,
2003-02-01,3.942,48.0,48.0,,,
2003-03-01,4.056,49.0,49.0,,,
2003-04-01,3.6430000000000002,44.0,44.0,,,
2003-05-01,3.717,45.0,45.0,,,
2003-06-01,3.942,48.0,48.0,,,
2003-07-01,4.559,55.0,55.0,,,
2003-08-01,4.8340000000000005,58.0,58.0,,,
2003-09-01,4.051,49.0,49.0,,,
2003-10-01,3.8,46.0,46.0,,,
2003-11-01,3.7870000000000004,46.0,46.0,,,
2003-12-01,4.203,51.0,51.0,,,
2004-01-01,18.851000000000003,141.0,141.0,,,
2004-02-01,4.9590000000000005,37.0,37.0,,,
2004-03-01,0.804,6.0,6.0,,,
2004-04-01,4.641,35.0,35.0,,,
2004-05-01,6.218,46.0,46.0,,,
2004-06-01,0.045,0.0,0.0,,,
2004-07-01,4.868,36.0,36.0,,,
2004-08-01,2.245,17.0,17.0,,,
2004-09-01,0.0,0.0,0.0,,,
2004-10-01,0.40900000000000003,3.0,3.0,,,
2004-11-01,0.485,4.0,4.0,,,
2004-12-01,5.475,41.0,41.0,,,
2005-01-01,86.99,856.3,856.3,,,
2005-02-01,29.887,294.2,294.2,,,
2005-03-01,33.126000000000005,326.08,326.08,,,
2005-04-01,40.125,394.97,394.97,,,
2005-05-01,37.266,366.83,366.83,,,
2005-06-01,48.367000000000004,476.11,476.11,,,
2005-07-01,49.232,484.63,484.63,,,
2005-08-01,57.836000000000006,569.32,569.32,,,
2005-09-01,37.86,372.68,372.68,,,
2005-10-01,42.044000000000004,413.87,413.87,,,
2005-11-01,33.8,332.71,332.71,,,
2005-12-01,71.468,703.51,703.51,,,
2006-01-01,18.686,140.0,140.0,,,
2006-02-01,9.778,73.0,73.0,,,
2006-03-01,8.214,61.0,61.0,,,
2006-04-01,15.733,118.0,118.0,,,
2006-05-01,14.707,110.0,110.0,,,
2006-06-01,13.368,100.0,100.0,,,
2006-07-01,19.363,145.0,145.0,,,
2006-08-01,18.782,140.0,140.0,,,
2006-09-01,8.629,65.0,65.0,,,
2006-10-01,9.115,68.0,68.0,,,
2006-11-01,10.733,80.0,80.0,,,
2006-12-01,11.892000000000001,89.0,89.0,,,
2007-01-01,5.412,58.0,58.0,,,
2007-02-01,10.791,116.0,116.0,,,
2007-03-01,6.962000000000001,75.0,75.0,,,
2007-04-01,7.288,75.0,75.0,,,
2007-05-01,6.383,70.0,70.0,,,
2007-06-01,6.271,64.0,64.0,,,
2007-07-01,6.697,70.0,70.0,,,
2007-08-01,7.939,81.0,81.0,,,
2007-09-01,9.272,99.0,99.0,,,
2007-10-01,10.397,110.0,110.0,,,
2007-11-01,10.327,110.0,110.0,,,
2007-12-01,8.26,87.0,87.0,,,
2008-01-01,5.466,46.0,46.0,,,
2008-02-01,4.547000000000001,35.0,35.0,,,
2008-03-01,3.9570000000000003,29.0,29.0,,,
2008-04-01,4.0360000000000005,29.0,29.0,,,
2008-05-01,4.545,35.0,35.0,,,
2008-06-01,3.229,23.0,23.0,,,
2008-07-01,2.694,23.0,23.0,,,
2008-08-01,3.833,29.0,29.0,,,
2008-09-01,3.9120000000000004,29.0,29.0,,,
2008-10-01,3.455,29.0,29.0,,,
2008-11-01,4.292,35.0,35.0,,,
2008-12-01,4.034,29.0,29.0,,,
2009-01-01,6.417000000000001,46.0,46.0,,,
2009-02-01,2.544,17.0,17.0,,,
2009-03-01,6.861000000000001,52.0,52.0,,,
2009-04-01,5.4590000000000005,41.0,41.0,,,
2009-05-01,4.4910000000000005,35.0,35.0,,,
2009-06-01,5.896,46.0,46.0,,,
2009-07-01,5.1690000000000005,41.0,41.0,,,
2009-08-01,4.932,41.0,41.0,,,
2009-09-01,3.173,23.0,23.0,,,
2009-10-01,4.993,41.0,41.0,,,
2009-11-01,4.244,35.0,35.0,,,
2009-12-01,3.821,29.0,29.0,,,
2010-01-01,4.421,46.0,46.0,,,
2010-02-01,3.9770000000000003,29.0,29.0,,,
2010-03-01,5.063000000000001,41.0,41.0,,,
2010-04-01,4.675,35.0,35.0,,,
2010-05-01,4.74,35.0,35.0,,,
2010-06-01,5.151000000000001,41.0,41.0,,,
2010-07-01,4.583,35.0,35.0,,,
2010-08-01,5.857,46.0,46.0,,,
2010-09-01,4.306,35.0,35.0,,,
2010-10-01,4.2250000000000005,35.0,35.0,,,
2010-11-01,4.001,29.0,29.0,,,
2010-12-01,4.001,29.0,29.0,,,
2011-01-01,6.931,58.0,58.0,,,
2011-02-01,3.354,29.0,29.0,,,
