measured_on,Natural Gas Generation,Natural Gas Quantity Consumed For Electricity,Natural Gas Total Fuel Consumed,Residual Fuel Oil Generation,Residual Fuel Oil Quantity Consumed For Electricity,Residual Fuel Oil Total Fuel Consumed
2007-02-01,115838.491,1312033.0,1312033.0,27854.509,315491.0,315491.0
2007-03-01,183425.0,2172525.0,2172525.0,0.0,0.0,0.0
2007-04-01,106308.0,1300142.0,1300142.0,0.0,0.0,0.0
2007-05-01,199984.001,2365955.0,2365955.0,0.0,0.0,0.0
2007-06-01,206008.0,2426571.0,2426571.0,0.0,0.0,0.0
2007-07-01,196329.0,2354864.0,2354864.0,0.0,0.0,0.0
2007-08-01,257132.0,2851607.0,2851607.0,0.0,0.0,0.0
2007-09-01,195919.001,2313560.0,2313560.0,0.0,0.0,0.0
2007-10-01,162862.999,1873453.0,1873453.0,0.0,0.0,0.0
2007-11-01,32783.999,412136.0,412136.0,0.0,0.0,0.0
2007-12-01,40045.0,582407.0,582407.0,0.0,0.0,0.0
2008-01-01,195689.0,2288914.0,2288914.0,0.0,0.0,0.0
2008-02-01,176792.0,2042481.0,2042481.0,0.0,0.0,0.0
2008-03-01,165443.0,1860067.0,1860067.0,0.0,0.0,0.0
2008-04-01,175193.0,2075690.0,2075690.0,0.0,0.0,0.0
2008-05-01,260600.0,2724322.0,2724322.0,0.0,0.0,0.0
2008-06-01,173760.0,2086857.0,2086857.0,0.0,0.0,0.0
2008-07-01,168601.0,2095456.0,2095456.0,0.0,0.0,0.0
2008-08-01,188770.0,2223133.0,2223133.0,0.0,0.0,0.0
2008-09-01,178466.187,2133064.0,2133064.0,15.813,189.0,189.0
2008-10-01,103525.0,1266043.0,1266043.0,0.0,0.0,0.0
2008-11-01,128733.0,1523060.0,1523060.0,0.0,0.0,0.0
2008-12-01,151250.0,1792770.0,1792770.0,0.0,0.0,0.0
2009-01-01,176063.0,2060946.0,2060946.0,0.0,0.0,0.0
2009-02-01,142932.0,1624271.0,1624271.0,0.0,0.0,0.0
2009-03-01,147713.0,1730565.0,1730565.0,0.0,0.0,0.0
2009-04-01,166368.0,1990133.0,1990133.0,0.0,0.0,0.0
2009-05-01,203215.0,2352339.0,2352339.0,0.0,0.0,0.0
2009-06-01,207736.0,2408412.0,2408412.0,0.0,0.0,0.0
2009-07-01,205615.0,2386829.0,2386829.0,0.0,0.0,0.0
2009-08-01,191162.0,2234918.0,2234918.0,0.0,0.0,0.0
2009-09-01,212501.0,2469644.0,2469644.0,0.0,0.0,0.0
2009-10-01,227166.0,2623631.0,2623631.0,0.0,0.0,0.0
2009-11-01,175059.0,2066572.0,2066572.0,0.0,0.0,0.0
2009-12-01,147659.0,1749370.0,1749370.0,0.0,0.0,0.0
2010-01-01,190952.0,2152578.0,2152578.0,0.0,0.0,0.0
2010-02-01,135603.0,1549130.0,1549130.0,0.0,0.0,0.0
2010-03-01,123253.0,1406083.0,1406083.0,0.0,0.0,0.0
2010-04-01,57484.0,666485.0,666485.0,0.0,0.0,0.0
2010-05-01,70450.0,789765.0,789765.0,0.0,0.0,0.0
2010-06-01,71482.0,811300.0,811300.0,0.0,0.0,0.0
2010-07-01,163894.0,1946496.0,1946496.0,0.0,0.0,0.0
2010-08-01,244592.0,2631595.0,2631595.0,0.0,0.0,0.0
2010-09-01,221725.0,2461839.0,2461839.0,0.0,0.0,0.0
2010-10-01,214002.0,2400501.0,2400501.0,0.0,0.0,0.0
2010-11-01,184017.0,2078276.0,2078276.0,0.0,0.0,0.0
2010-12-01,189875.0,2109472.0,2109472.0,0.0,0.0,0.0
2011-01-01,214747.0,2317844.0,2317844.0,0.0,0.0,0.0
2011-02-01,211726.0,2232159.0,2232159.0,0.0,0.0,0.0
2011-03-01,125955.0,1347811.0,1347811.0,0.0,0.0,0.0
2011-04-01,144982.0,1640938.0,1640938.0,0.0,0.0,0.0
2011-05-01,226605.0,2529279.0,2529279.0,0.0,0.0,0.0
2011-06-01,242161.0,2726882.0,2726882.0,0.0,0.0,0.0
2011-07-01,261528.0,2915412.0,2915412.0,0.0,0.0,0.0
2011-08-01,283583.0,3148532.0,3148532.0,0.0,0.0,0.0
2011-09-01,220365.0,2497653.0,2497653.0,0.0,0.0,0.0
2011-10-01,172610.0,1973322.0,1973322.0,0.0,0.0,0.0
2011-11-01,150919.0,1688658.0,1688658.0,0.0,0.0,0.0
2011-12-01,160529.0,1772862.0,1772862.0,0.0,0.0,0.0
2012-01-01,75673.0,922536.0,922536.0,0.0,0.0,0.0
2012-02-01,146579.0,1672870.0,1672870.0,0.0,0.0,0.0
2012-03-01,173666.0,1952399.0,1952399.0,0.0,0.0,0.0
2012-04-01,219705.0,2421966.0,2421966.0,0.0,0.0,0.0
2012-05-01,127302.0,1429936.0,1429936.0,0.0,0.0,0.0
2012-06-01,239759.0,2760664.0,2760664.0,0.0,0.0,0.0
2012-07-01,246866.0,2817529.0,2817529.0,0.0,0.0,0.0
2012-08-01,188247.0,2173193.0,2173193.0,0.0,0.0,0.0
2012-09-01,224871.0,2617728.0,2617728.0,0.0,0.0,0.0
2012-10-01,223426.0,2605807.0,2605807.0,0.0,0.0,0.0
2012-11-01,219755.0,2511692.0,2511692.0,0.0,0.0,0.0
2012-12-01,260296.0,2952135.0,2952135.0,0.0,0.0,0.0
2013-01-01,150859.0,1704965.0,1704965.0,0.0,0.0,0.0
2013-02-01,29324.0,374153.0,374153.0,0.0,0.0,0.0
2013-03-01,33694.0,415083.0,415083.0,0.0,0.0,0.0
2013-04-01,54197.0,598895.0,598895.0,0.0,0.0,0.0
2013-05-01,40416.0,483724.0,483724.0,0.0,0.0,0.0
2013-06-01,55496.0,646475.0,646475.0,0.0,0.0,0.0
2013-07-01,175900.0,2092492.0,2092492.0,0.0,0.0,0.0
2013-08-01,228944.0,2467581.0,2467581.0,0.0,0.0,0.0
2013-09-01,201843.0,2280885.0,2280885.0,0.0,0.0,0.0
2013-10-01,170257.0,1948171.0,1948171.0,0.0,0.0,0.0
2013-11-01,181162.0,2064893.0,2064893.0,0.0,0.0,0.0
2013-12-01,175752.0,1988135.0,1988135.0,0.0,0.0,0.0
2014-01-01,198084.0,2137851.0,2137851.0,0.0,0.0,0.0
2014-02-01,208542.0,2233861.0,2233861.0,0.0,0.0,0.0
2014-03-01,83406.0,955198.0,955198.0,0.0,0.0,0.0
2014-04-01,185659.0,1995554.0,1995554.0,0.0,0.0,0.0
2014-05-01,186939.0,2025124.0,2025124.0,0.0,0.0,0.0
2014-06-01,206384.0,2289239.0,2289239.0,0.0,0.0,0.0
2014-07-01,243096.0,2660532.0,2660532.0,0.0,0.0,0.0
2014-08-01,268647.0,2883259.0,2883259.0,0.0,0.0,0.0
2014-09-01,138571.0,1499805.0,1499805.0,0.0,0.0,0.0
2014-10-01,41256.0,517578.0,517578.0,0.0,0.0,0.0
2014-11-01,56771.0,652814.0,652814.0,0.0,0.0,0.0
2014-12-01,185593.0,2060068.0,2060068.0,0.0,0.0,0.0
2015-01-01,91489.0,996061.0,996061.0,0.0,0.0,0.0
2015-02-01,120419.0,1321189.0,1321189.0,0.0,0.0,0.0
2015-03-01,-1057.0,0.0,0.0,0.0,0.0,0.0
2015-04-01,10579.0,168073.0,168073.0,0.0,0.0,0.0
2015-05-01,169628.0,1874738.0,1874738.0,0.0,0.0,0.0
2015-06-01,131008.0,1462277.0,1462277.0,0.0,0.0,0.0
2015-07-01,248865.0,2716230.0,2716230.0,0.0,0.0,0.0
2015-08-01,288876.0,3106651.0,3106651.0,0.0,0.0,0.0
2015-09-01,258021.0,2741988.0,2741988.0,0.0,0.0,0.0
2015-10-01,104742.0,1131228.0,1131228.0,0.0,0.0,0.0
2015-11-01,175334.0,1859490.0,1859490.0,0.0,0.0,0.0
2015-12-01,143992.0,1440202.0,1440202.0,0.0,0.0,0.0
2016-01-01,20001.0,266042.0,266042.0,0.0,0.0,0.0
2016-02-01,-1045.0,0.0,0.0,0.0,0.0,0.0
2016-03-01,-667.0,0.0,0.0,0.0,0.0,0.0
2016-04-01,-730.0,0.0,0.0,0.0,0.0,0.0
2016-05-01,-850.0,0.0,0.0,0.0,0.0,0.0
2016-06-01,0.0,0.0,0.0,0.0,0.0,0.0
2016-07-01,0.0,0.0,0.0,0.0,0.0,0.0
