measured_on,"Distillate Fuel Oil-Internal Combustion Engine (diesel, piston, reciprocating) Generation","Distillate Fuel Oil-Internal Combustion Engine (diesel, piston, reciprocating) Quantity Consumed For Electricity","Distillate Fuel Oil-Internal Combustion Engine (diesel, piston, reciprocating) Total Fuel Consumed"
2003-01-01,-39.0,0.0,0.0
2003-02-01,230.0,2867.0,2867.0
2003-03-01,124.0,1579.0,1579.0
2003-04-01,-2.0,0.0,0.0
2003-05-01,32.0,610.0,610.0
2003-06-01,102.0,2850.0,2850.0
2003-07-01,154.0,2337.0,2337.0
2003-08-01,147.0,1910.0,1910.0
2003-09-01,140.0,1853.0,1853.0
2003-10-01,35.0,747.0,747.0
2003-11-01,55.0,992.0,992.0
2003-12-01,127.0,1721.0,1721.0
2004-01-01,17.917,556.0,556.0
2004-02-01,17.917,556.0,556.0
2004-03-01,17.917,556.0,556.0
2004-04-01,17.917,556.0,556.0
2004-05-01,17.917,556.0,556.0
2004-06-01,17.917,556.0,556.0
2004-07-01,17.917,556.0,556.0
2004-08-01,17.917,556.0,556.0
2004-09-01,17.917,556.0,556.0
2004-10-01,17.917,556.0,556.0
2004-11-01,17.917,556.0,556.0
2004-12-01,17.917,556.0,556.0
2005-01-01,169.37800000000001,2170.89,2170.89
2005-02-01,85.964,1101.78,1101.78
2005-03-01,104.04100000000001,1333.47,1333.47
2005-04-01,108.41300000000001,1389.5,1389.5
2005-05-01,127.74600000000001,1637.29,1637.29
2005-06-01,115.66,1482.38,1482.38
2005-07-01,185.202,2373.69,2373.69
2005-08-01,204.953,2626.83,2626.83
2005-09-01,203.531,2608.61,2608.61
2005-10-01,121.44600000000001,1556.55,1556.55
2005-11-01,96.801,1240.69,1240.69
2005-12-01,210.866,2702.62,2702.62
2006-01-01,124.607,1565.0,1565.0
2006-02-01,123.308,1548.0,1548.0
2006-03-01,108.115,1358.0,1358.0
2006-04-01,142.622,1791.0,1791.0
2006-05-01,128.895,1619.0,1619.0
2006-06-01,154.15300000000002,1936.0,1936.0
2006-07-01,149.54,1878.0,1878.0
2006-08-01,160.936,2021.0,2021.0
2006-09-01,114.33,1436.0,1436.0
2006-10-01,147.156,1848.0,1848.0
2006-11-01,128.44400000000002,1613.0,1613.0
2006-12-01,142.895,1794.0,1794.0
2007-01-01,56.935,661.0,661.0
2007-02-01,46.314,538.0,538.0
2007-03-01,23.681,274.0,274.0
2007-04-01,217.299,2531.0,2531.0
2007-05-01,461.329,5370.0,5370.0
2007-06-01,82.083,958.0,958.0
2007-07-01,48.957,571.0,571.0
2007-08-01,78.053,907.0,907.0
2007-09-01,61.911,722.0,722.0
2007-10-01,53.537,622.0,622.0
2007-11-01,42.157000000000004,493.0,493.0
2007-12-01,62.744,728.0,728.0
2008-01-01,163.835,1978.0,1978.0
2008-02-01,101.52,1218.0,1218.0
2008-03-01,72.547,870.0,870.0
2008-04-01,120.88300000000001,1456.0,1456.0
2008-05-01,279.403,3358.0,3358.0
2008-06-01,31.583000000000002,377.0,377.0
2008-07-01,25.864,313.0,313.0
2008-08-01,53.071000000000005,638.0,638.0
2008-09-01,132.387,1589.0,1589.0
2008-10-01,41.454,499.0,499.0
2008-11-01,114.474,1375.0,1375.0
2008-12-01,108.979,1311.0,1311.0
2009-01-01,127.281,1810.0,1810.0
2009-02-01,19.75,284.0,284.0
