measured_on,Electricity used for energy storage Generation,Electricity used for energy storage Quantity Consumed For Electricity,Electricity used for energy storage Total Fuel Consumed
2016-01-01,0.0,0.0,0.0
2016-02-01,0.0,0.0,0.0
2016-03-01,0.0,0.0,0.0
2016-04-01,0.0,0.0,0.0
2016-05-01,0.0,0.0,0.0
2016-06-01,0.0,0.0,0.0
2016-07-01,0.0,0.0,0.0
2016-08-01,0.0,0.0,0.0
2016-09-01,0.0,0.0,0.0
2016-10-01,0.0,0.0,0.0
2016-11-01,0.0,0.0,0.0
2016-12-01,-3.0,0.0,0.0
2017-04-01,-14.443,0.0,0.0
2017-05-01,-16.299,0.0,0.0
2017-06-01,-16.628,0.0,0.0
2017-07-01,-15.782,0.0,0.0
2017-08-01,-17.07,0.0,0.0
2017-09-01,-16.087,0.0,0.0
2017-10-01,-13.501,0.0,0.0
2017-11-01,-14.66,0.0,0.0
2017-12-01,-15.53,0.0,0.0
2018-01-01,-13.365,0.0,0.0
2018-02-01,-13.563,0.0,0.0
2018-03-01,-14.153,0.0,0.0
2018-04-01,-12.917,0.0,0.0
2018-05-01,-14.956,0.0,0.0
2018-06-01,-14.365,0.0,0.0
2018-07-01,-14.258,0.0,0.0
2018-08-01,-14.205,0.0,0.0
2018-09-01,-13.624,0.0,0.0
2018-10-01,-14.074,0.0,0.0
2018-11-01,-14.182,0.0,0.0
2018-12-01,-15.338,0.0,0.0
2019-01-01,-3.259,0.0,0.0
2019-02-01,-2.68,0.0,0.0
2019-03-01,-3.12,0.0,0.0
2019-04-01,-2.962,0.0,0.0
2019-05-01,-2.655,0.0,0.0
2019-06-01,-2.671,0.0,0.0
2019-07-01,-2.906,0.0,0.0
2019-08-01,-3.223,0.0,0.0
2019-09-01,-3.117,0.0,0.0
2019-10-01,-3.1,0.0,0.0
2019-11-01,-3.072,0.0,0.0
2019-12-01,-3.235,0.0,0.0
2020-01-01,-3.61,0.0,0.0
2020-02-01,-3.071,0.0,0.0
2020-03-01,-3.408,0.0,0.0
2020-04-01,-3.337,0.0,0.0
2020-05-01,-3.439,0.0,0.0
2020-06-01,-2.526,0.0,0.0
2020-07-01,-3.302,0.0,0.0
2020-08-01,-3.461,0.0,0.0
2020-09-01,-3.419,0.0,0.0
2020-10-01,-3.523,0.0,0.0
2020-11-01,-3.441,0.0,0.0
2020-12-01,-3.463,0.0,0.0
2021-01-01,-3.414,0.0,0.0
2021-02-01,-3.137,0.0,0.0
2021-03-01,-3.425,0.0,0.0
2021-04-01,-2.982,0.0,0.0
2021-05-01,-3.373,0.0,0.0
2021-06-01,-3.275,0.0,0.0
2021-07-01,-3.456,0.0,0.0
2021-08-01,-3.308,0.0,0.0
2021-09-01,-3.27,0.0,0.0
2021-10-01,-3.487,0.0,0.0
2021-11-01,-3.225,0.0,0.0
2021-12-01,-3.648,0.0,0.0
2022-01-01,2.965,0.0,0.0
2022-02-01,2.461,0.0,0.0
2022-03-01,2.545,0.0,0.0
2022-04-01,3.046,0.0,0.0
2022-05-01,3.047,0.0,0.0
2022-06-01,3.096,0.0,0.0
2022-07-01,2.965,0.0,0.0
2022-08-01,2.905,0.0,0.0
2022-09-01,2.961,0.0,0.0
2022-10-01,3.054,0.0,0.0
2022-11-01,2.945,0.0,0.0
2022-12-01,3.01,0.0,0.0
2023-01-01,-17.0,0.0,0.0
2023-02-01,-15.0,0.0,0.0
2023-03-01,-12.0,0.0,0.0
2023-04-01,-14.0,0.0,0.0
2023-05-01,-9.0,0.0,0.0
2023-06-01,-11.0,0.0,0.0
2023-07-01,-12.0,0.0,0.0
2023-08-01,-14.0,0.0,0.0
2023-09-01,-16.0,0.0,0.0
2023-10-01,-13.0,0.0,0.0
2023-11-01,-12.0,0.0,0.0
2023-12-01,-15.0,0.0,0.0
2024-01-01,-14.0,0.0,0.0
2024-02-01,-14.0,0.0,0.0
2024-03-01,-11.0,0.0,0.0
2024-04-01,-7.0,0.0,0.0
2024-05-01,-12.0,0.0,0.0
2024-06-01,-14.0,0.0,0.0
2024-07-01,-7.0,0.0,0.0
2024-08-01,0.0,0.0,0.0
2024-09-01,0.0,0.0,0.0
2024-10-01,0.0,0.0,0.0
2024-11-01,0.0,0.0,0.0
2024-12-01,0.0,0.0,0.0
