measured_on,"Electricity used for energy storage-Energy Storage, Battery Generation","Electricity used for energy storage-Energy Storage, Battery Quantity Consumed For Electricity","Electricity used for energy storage-Energy Storage, Battery Total Fuel Consumed",Solar-Photovoltaic Generation,Solar-Photovoltaic Quantity Consumed For Electricity,Solar-Photovoltaic Total Fuel Consumed
2021-11-01,0.0,0.0,0.0,0.0,0.0,0.0
2021-12-01,0.0,0.0,0.0,0.0,0.0,0.0
2022-01-01,0.0,0.0,0.0,8.466,29.0,29.0
2022-02-01,0.0,0.0,0.0,5.572,19.0,19.0
2022-03-01,0.0,0.0,0.0,8.315,28.0,28.0
2022-04-01,0.0,0.0,0.0,10.159,35.0,35.0
2022-05-01,0.0,0.0,0.0,11.435,39.0,39.0
2022-06-01,0.0,0.0,0.0,11.501,39.0,39.0
2022-07-01,0.0,0.0,0.0,12.696,43.0,43.0
2022-08-01,0.0,0.0,0.0,11.199,38.0,38.0
2022-09-01,0.0,0.0,0.0,9.285,32.0,32.0
2022-10-01,0.0,0.0,0.0,7.36,25.0,25.0
2022-11-01,0.0,0.0,0.0,6.07,21.0,21.0
2022-12-01,0.0,0.0,0.0,3.942,13.0,13.0
2023-01-01,-2.0,0.0,0.0,103.0,351.0,351.0
2023-02-01,0.0,0.0,0.0,233.0,795.0,795.0
2023-03-01,-3.0,0.0,0.0,268.0,914.0,914.0
2023-04-01,-3.0,0.0,0.0,308.0,1051.0,1051.0
2023-05-01,-2.0,0.0,0.0,454.0,1549.0,1549.0
2023-06-01,0.0,0.0,0.0,387.0,1320.0,1320.0
2023-07-01,-2.0,0.0,0.0,396.0,1351.0,1351.0
2023-08-01,-3.0,0.0,0.0,370.0,1262.0,1262.0
2023-09-01,0.0,0.0,0.0,386.0,1317.0,1317.0
2023-10-01,-2.0,0.0,0.0,357.0,1218.0,1218.0
2023-11-01,0.0,0.0,0.0,330.0,1126.0,1126.0
2023-12-01,0.0,0.0,0.0,167.0,570.0,570.0
2024-01-01,-7.0,0.0,0.0,203.0,693.0,693.0
2024-02-01,-8.0,0.0,0.0,251.0,856.0,856.0
2024-03-01,-4.0,0.0,0.0,322.0,1099.0,1099.0
2024-04-01,-4.0,0.0,0.0,383.0,1307.0,1307.0
2024-05-01,-6.0,0.0,0.0,429.0,1464.0,1464.0
2024-06-01,-3.0,0.0,0.0,434.0,1481.0,1481.0
2024-07-01,-3.0,0.0,0.0,443.0,1512.0,1512.0
2024-08-01,-2.0,0.0,0.0,452.0,1542.0,1542.0
2024-09-01,-4.0,0.0,0.0,343.0,1170.0,1170.0
2024-10-01,-1.0,0.0,0.0,434.0,1481.0,1481.0
2024-11-01,-1.0,0.0,0.0,293.0,1000.0,1000.0
2024-12-01,-3.0,0.0,0.0,232.0,792.0,792.0
