measured_on,"Municipal Solid Waste - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Municipal Landfill Gas - Generation","Municipal Solid Waste - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Municipal Landfill Gas - Quantity Consumed For Electricity","Municipal Solid Waste - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Municipal Landfill Gas - Total Fuel Consumed","Municipal Solid Waste - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Other - Generation","Municipal Solid Waste - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Other - Quantity Consumed For Electricity","Municipal Solid Waste - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Other - Total Fuel Consumed","Natural Gas - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Natural Gas - Generation","Natural Gas - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Natural Gas - Quantity Consumed For Electricity","Natural Gas - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Natural Gas - Total Fuel Consumed"
2003-01-01,13619.1,211541.0,211541.0,11142.9,173079.0,173079.0,,,
2003-02-01,11888.8,169273.5,169273.5,9727.2,138496.5,138496.5,,,
2003-03-01,16043.5,239261.0,239261.0,13126.5,195759.0,195759.0,,,
2003-04-01,15380.75,237990.5,237990.5,12584.25,194719.5,194719.5,,,
2003-05-01,14916.7106,230626.0,230626.0,12204.5814,188694.0,188694.0,,,
2003-06-01,12947.8646,215341.5,215341.5,10593.7074,176188.5,176188.5,0.0,0.0,0.0
2003-07-01,13505.25,209951.5,209951.5,11049.75,171778.5,171778.5,0.0,0.0,0.0
2003-08-01,15986.85,241279.5,241279.5,13080.15,197410.5,197410.5,0.0,0.0,0.0
2003-09-01,15738.8,230406.0,230406.0,12877.2,188514.0,188514.0,0.0,0.0,0.0
2003-10-01,15540.25,223003.0,223003.0,12714.75,182457.0,182457.0,0.0,0.0,0.0
2003-11-01,14802.7,213427.5,213427.5,12111.3,174622.5,174622.5,0.0,0.0,0.0
2003-12-01,16246.45,241048.5,241048.5,13292.55,197221.5,197221.5,0.0,0.0,0.0
2004-01-01,13392.82725,200253.9,200253.9,10957.76775,163844.1,163844.1,0.0,0.0,0.0
2004-02-01,13846.2203,207033.2,207033.2,11328.725699999999,169390.8,169390.8,0.0,0.0,0.0
2004-03-01,15373.39265,229868.1,229868.1,12578.23035,188073.9,188073.9,0.0,0.0,0.0
2004-04-01,15536.7091,232310.1,232310.1,12711.8529,190071.9,190071.9,0.0,0.0,0.0
2004-05-01,15884.97405,237517.5,237517.5,12996.79695,194332.5,194332.5,0.0,0.0,0.0
2004-06-01,15117.061300000001,226035.15,226035.15,12368.5047,184937.85,184937.85,0.0,0.0,0.0
2004-07-01,14281.65915,213544.1,213544.1,11684.99385,174717.9,174717.9,0.0,0.0,0.0
2004-08-01,15395.889299999999,230204.15,230204.15,12596.6367,188348.85,188348.85,0.0,0.0,0.0
2004-09-01,14819.41395,221584.55,221584.55,12124.97505,181296.45,181296.45,0.0,0.0,0.0
2004-10-01,15314.33915,228984.8,228984.8,12529.91385,187351.2,187351.2,0.0,0.0,0.0
2004-11-01,15594.6813,233176.9,233176.9,12759.2847,190781.1,190781.1,0.0,0.0,0.0
2004-12-01,16053.48195,240037.05,240037.05,13134.66705,196393.95,196393.95,0.0,0.0,0.0
2005-01-01,14422.87,215023.09,215023.09,11332.255000000001,168946.71,168946.71,0.0,0.0,0.0
2005-02-01,12866.33376,191817.49,191817.49,10109.26224,150713.75,150713.75,0.0,0.0,0.0
2005-03-01,14695.13304,219082.11,219082.11,11546.17596,172135.94,172135.94,0.0,0.0,0.0
2005-04-01,14664.75472,218629.21,218629.21,11522.30728,171780.1,171780.1,0.0,0.0,0.0
2005-05-01,16121.7672,240351.06,240351.06,12667.1028,188847.26,188847.26,0.0,0.0,0.0
2005-06-01,15972.01144,238118.43,238118.43,12549.43756,187093.06,187093.06,0.0,0.0,0.0
2005-07-01,16538.1636,246558.89,246558.89,12994.2714,193724.85,193724.85,0.0,0.0,0.0
2005-08-01,16463.41648,245444.53,245444.53,12935.54152,192849.27,192849.27,0.0,0.0,0.0
2005-09-01,15508.42832,231207.11,231207.11,12185.19368,181662.73,181662.73,0.0,0.0,0.0
2005-10-01,15654.60792,233386.42,233386.42,12300.04908,183375.05,183375.05,0.0,0.0,0.0
2005-11-01,15766.83584,235059.57,235059.57,12388.22816,184689.66,184689.66,0.0,0.0,0.0
2005-12-01,15801.99768,235583.78,235583.78,12415.85532,185101.55,185101.55,0.0,0.0,0.0
