measured_on,"Distillate Fuel Oil - Internal Combustion Engine (diesel, piston, reciprocating) - Distillate Fuel Oil - Generation","Distillate Fuel Oil - Internal Combustion Engine (diesel, piston, reciprocating) - Distillate Fuel Oil - Quantity Consumed For Electricity","Distillate Fuel Oil - Internal Combustion Engine (diesel, piston, reciprocating) - Distillate Fuel Oil - Total Fuel Consumed","Natural Gas - Internal Combustion Engine (diesel, piston, reciprocating) - Natural Gas - Generation","Natural Gas - Internal Combustion Engine (diesel, piston, reciprocating) - Natural Gas - Quantity Consumed For Electricity","Natural Gas - Internal Combustion Engine (diesel, piston, reciprocating) - Natural Gas - Total Fuel Consumed"
2003-01-01,2.809,26.0,26.0,98.766,961.0,961.0
2003-02-01,2.465,23.0,23.0,86.682,844.0,844.0
2003-03-01,2.62,24.0,24.0,92.128,897.0,897.0
2003-04-01,2.129,20.0,20.0,74.87100000000001,729.0,729.0
2003-05-01,2.192,20.0,20.0,77.078,750.0,750.0
2003-06-01,2.3760000000000003,22.0,22.0,83.551,813.0,813.0
2003-07-01,2.72,25.0,25.0,95.647,931.0,931.0
2003-08-01,2.585,24.0,24.0,90.891,884.0,884.0
2003-09-01,2.432,22.0,22.0,85.536,832.0,832.0
2003-10-01,2.445,23.0,23.0,85.97800000000001,837.0,837.0
2003-11-01,2.5740000000000003,24.0,24.0,90.516,881.0,881.0
2003-12-01,2.655,25.0,25.0,93.358,909.0,909.0
