measured_on,Solar Generation,Solar Quantity Consumed For Electricity,Solar Total Fuel Consumed
2019-09-01,974.223,8675.0,8675.0
2019-10-01,658.989,5868.0,5868.0
2019-11-01,532.182,4739.0,4739.0
2019-12-01,335.606,2989.0,2989.0
2020-01-01,685.921,6013.0,6013.0
2020-02-01,943.125,8268.0,8268.0
2020-03-01,1513.374,13268.0,13268.0
2020-04-01,1501.764,13166.0,13166.0
2020-05-01,2121.341,18598.0,18598.0
2020-06-01,2037.244,17861.0,17861.0
2020-07-01,2038.719,17873.0,17873.0
2020-08-01,1770.088,15518.0,15518.0
2020-09-01,1605.826,14078.0,14078.0
2020-10-01,1130.546,9911.0,9911.0
2020-11-01,849.876,7451.0,7451.0
2020-12-01,531.176,4657.0,4657.0
2021-01-01,716.969,6341.0,6341.0
2021-02-01,477.481,4223.0,4223.0
2021-03-01,1624.034,14363.0,14363.0
2021-04-01,1578.531,13961.0,13961.0
2021-05-01,1883.281,16656.0,16656.0
2021-06-01,2024.28,17903.0,17903.0
2021-07-01,1653.671,14625.0,14625.0
2021-08-01,1615.652,14289.0,14289.0
2021-09-01,1455.494,12872.0,12872.0
2021-10-01,1132.782,10018.0,10018.0
2021-11-01,914.548,8088.0,8088.0
2021-12-01,479.277,4239.0,4239.0
2022-01-01,405.132,1382.0,1382.0
2022-02-01,624.567,2131.0,2131.0
2022-03-01,1549.208,5286.0,5286.0
2022-04-01,1787.918,6100.0,6100.0
2022-05-01,1980.686,6758.0,6758.0
2022-06-01,2061.327,7033.0,7033.0
2022-07-01,2199.155,7504.0,7504.0
2022-08-01,1973.617,6734.0,6734.0
2022-09-01,1581.657,5397.0,5397.0
2022-10-01,1244.314,4246.0,4246.0
2022-11-01,970.905,3313.0,3313.0
2022-12-01,661.514,2257.0,2257.0
2023-01-01,510.0,1740.0,1740.0
2023-02-01,941.0,3211.0,3211.0
2023-03-01,1555.0,5306.0,5306.0
2023-04-01,1540.0,5254.0,5254.0
2023-05-01,2163.0,7380.0,7380.0
2023-06-01,1511.0,5156.0,5156.0
2023-07-01,1709.0,5831.0,5831.0
2023-08-01,1562.0,5330.0,5330.0
2023-09-01,1391.0,4746.0,4746.0
2023-10-01,1316.0,4490.0,4490.0
2023-11-01,1100.0,3753.0,3753.0
2023-12-01,621.0,2119.0,2119.0
2024-01-01,457.0,1559.0,1559.0
2024-02-01,1094.0,3733.0,3733.0
2024-03-01,1241.0,4234.0,4234.0
2024-04-01,1488.0,5077.0,5077.0
2024-05-01,1614.0,5507.0,5507.0
2024-06-01,1802.0,6148.0,6148.0
2024-07-01,1701.0,5804.0,5804.0
2024-08-01,1759.0,6002.0,6002.0
2024-09-01,1459.0,4978.0,4978.0
2024-10-01,1515.0,5169.0,5169.0
2024-11-01,1163.0,3968.0,3968.0
2024-12-01,751.0,2562.0,2562.0
