measured_on,Solar-Photovoltaic Generation,Solar-Photovoltaic Quantity Consumed For Electricity,Solar-Photovoltaic Total Fuel Consumed
2022-12-01,103.0,351.0,351.0
2023-01-01,53.0,181.0,181.0
2023-02-01,117.0,399.0,399.0
2023-03-01,204.0,696.0,696.0
2023-04-01,270.0,921.0,921.0
2023-05-01,360.0,1228.0,1228.0
2023-06-01,448.0,1529.0,1529.0
2023-07-01,500.0,1706.0,1706.0
2023-08-01,332.0,1133.0,1133.0
2023-09-01,296.0,1010.0,1010.0
2023-10-01,193.0,659.0,659.0
2023-11-01,113.0,386.0,386.0
2023-12-01,59.0,201.0,201.0
2024-01-01,50.0,171.0,171.0
2024-02-01,116.0,396.0,396.0
2024-03-01,248.0,846.0,846.0
2024-04-01,311.0,1061.0,1061.0
2024-05-01,389.0,1327.0,1327.0
2024-06-01,460.0,1570.0,1570.0
2024-07-01,506.0,1726.0,1726.0
2024-08-01,408.0,1392.0,1392.0
2024-09-01,308.0,1051.0,1051.0
2024-10-01,185.0,631.0,631.0
2024-11-01,81.0,276.0,276.0
2024-12-01,69.0,235.0,235.0
