measured_on,Natural Gas - Fuel Cell - Natural Gas - Generation,Natural Gas - Fuel Cell - Natural Gas - Quantity Consumed For Electricity,Natural Gas - Fuel Cell - Natural Gas - Total Fuel Consumed
2013-06-01,521.925,4337.0,4337.0
2013-07-01,662.263,5503.0,5503.0
2013-08-01,675.417,5613.0,5613.0
2013-09-01,673.729,5598.0,5598.0
2013-10-01,584.581,4858.0,4858.0
2013-11-01,576.613,4792.0,4792.0
2013-12-01,671.472,5580.0,5580.0
2014-01-01,909.125,7517.0,7517.0
2014-02-01,848.965,7019.0,7019.0
2014-03-01,736.715,6091.0,6091.0
2014-04-01,700.516,5792.0,5792.0
2014-05-01,706.357,5840.0,5840.0
2014-06-01,696.345,5758.0,5758.0
2014-07-01,985.245,8146.0,8146.0
2014-08-01,1017.018,8409.0,8409.0
2014-09-01,1063.822,8796.0,8796.0
2014-10-01,1049.449,8676.0,8676.0
2014-11-01,758.437,6271.0,6271.0
2014-12-01,825.006,6821.0,6821.0
2015-01-01,737.702,6496.0,6496.0
2015-02-01,546.247,4810.0,4810.0
2015-03-01,639.944,5635.0,5635.0
2015-04-01,614.102,5407.0,5407.0
2015-05-01,599.525,5280.0,5280.0
2015-06-01,843.036,7423.0,7423.0
2015-07-01,950.838,8373.0,8373.0
2015-08-01,1002.958,8832.0,8832.0
2015-09-01,996.029,8771.0,8771.0
2015-10-01,959.473,8449.0,8449.0
2015-11-01,707.442,6230.0,6230.0
2015-12-01,756.704,6663.0,6663.0
2016-01-01,880.21,7806.0,7806.0
2016-02-01,698.558,6196.0,6196.0
2016-03-01,543.291,4818.0,4818.0
2016-04-01,519.563,4607.0,4607.0
2016-05-01,560.841,4973.0,4973.0
2016-06-01,853.223,7567.0,7567.0
2016-07-01,1006.39,8925.0,8925.0
2016-08-01,1113.104,9872.0,9872.0
2016-09-01,921.477,8173.0,8173.0
2016-10-01,908.97,8062.0,8062.0
2016-11-01,698.92,6199.0,6199.0
2016-12-01,791.453,7019.0,7019.0
2017-01-01,857.0,6690.0,6690.0
2017-02-01,765.0,6739.0,6739.0
2017-03-01,767.0,6893.0,6893.0
2017-04-01,836.0,7464.0,7464.0
2017-05-01,656.0,6064.0,6064.0
2017-06-01,646.47,6037.0,6037.0
2017-07-01,839.0,7763.0,7763.0
2017-08-01,674.0,6202.0,6202.0
2017-09-01,705.0,6534.0,6534.0
2017-10-01,831.0,7753.0,7753.0
2017-11-01,864.0,8036.0,8036.0
2017-12-01,802.0,7421.0,7421.0
2018-01-01,776.0,7155.0,7155.0
2018-02-01,473.0,4417.0,4417.0
2018-03-01,678.0,6239.0,6239.0
2018-04-01,593.0,5496.0,5496.0
2018-05-01,721.0,6594.0,6594.0
2018-06-01,568.0,5172.0,5172.0
2018-07-01,785.0,7270.0,7270.0
2018-08-01,887.0,8329.0,8329.0
2018-09-01,831.0,7681.0,7681.0
2018-10-01,883.0,8492.0,8492.0
2018-11-01,600.0,5534.0,5534.0
2018-12-01,813.0,7470.0,7470.0
2019-01-01,768.0,7100.0,7100.0
2019-02-01,730.0,6464.0,6464.0
2019-03-01,882.0,7929.0,7929.0
2019-04-01,824.0,7413.0,7413.0
2019-05-01,837.0,7548.0,7548.0
2019-06-01,792.0,7239.0,7239.0
2019-07-01,669.0,6215.0,6215.0
2019-08-01,792.0,7140.0,7140.0
2019-09-01,613.0,5553.0,5553.0
2019-10-01,584.1,5461.0,5461.0
2019-11-01,575.0,5125.0,5125.0
2019-12-01,688.0,6066.0,6066.0
2020-01-01,795.0,7086.0,7086.0
2020-02-01,751.0,6943.0,6943.0
2020-03-01,790.0,7166.0,7166.0
2020-04-01,307.0,1866.0,1866.0
2020-05-01,700.0,6761.0,6761.0
2020-06-01,752.0,7323.0,7323.0
2020-07-01,710.0,6955.0,6955.0
2020-08-01,678.0,6622.0,6622.0
2020-09-01,582.0,4983.0,4983.0
2020-10-01,741.0,7217.0,7217.0
2020-11-01,423.0,3995.0,3995.0
2020-12-01,207.0,1783.0,1783.0
2021-01-01,438.0,4583.0,4583.0
2021-02-01,578.0,5396.0,5396.0
2021-03-01,458.0,4425.0,4425.0
2021-04-01,431.0,4283.0,4283.0
2021-05-01,516.0,5015.0,5015.0
2021-06-01,460.0,4442.0,4442.0
2021-07-01,499.0,4876.0,4876.0
2021-08-01,465.0,5218.0,5218.0
2021-09-01,243.0,2579.0,2579.0
2021-10-01,559.0,5608.0,5608.0
2021-11-01,478.0,5518.0,5518.0
2021-12-01,469.0,4894.0,4894.0
2022-01-01,668.0,6714.0,6714.0
2022-02-01,490.0,3783.0,3783.0
2022-03-01,704.0,7846.0,7846.0
2022-04-01,483.0,5514.0,5514.0
2022-05-01,361.0,3812.0,3812.0
2022-06-01,523.0,5361.0,5361.0
2022-07-01,376.0,3740.0,3740.0
2022-08-01,261.0,2696.0,2696.0
2022-09-01,220.0,2395.0,2395.0
2022-10-01,438.0,4916.0,4916.0
2022-11-01,635.0,5984.0,5984.0
2022-12-01,675.0,6230.0,6230.0
2023-01-01,718.0,6765.0,6765.0
2023-02-01,427.0,3941.0,3941.0
2023-03-01,321.0,3114.0,3114.0
2023-04-01,704.0,6729.0,6729.0
2023-05-01,596.0,5829.0,5829.0
2023-06-01,589.0,5521.0,5521.0
2023-07-01,620.0,5951.0,5951.0
2023-08-01,547.0,3465.0,3465.0
2023-09-01,0.0,0.0,0.0
2023-10-01,0.0,0.0,0.0
2023-11-01,0.0,0.0,0.0
2023-12-01,0.0,0.0,0.0
2024-01-01,0.0,0.0,0.0
2024-02-01,0.0,0.0,0.0
2024-03-01,0.0,0.0,0.0
