measured_on,"Distillate Fuel Oil - Internal Combustion Engine (diesel, piston, reciprocating) - Distillate Fuel Oil - Generation","Distillate Fuel Oil - Internal Combustion Engine (diesel, piston, reciprocating) - Distillate Fuel Oil - Quantity Consumed For Electricity","Distillate Fuel Oil - Internal Combustion Engine (diesel, piston, reciprocating) - Distillate Fuel Oil - Total Fuel Consumed"
2012-01-01,0.0,76.0,76.0
2012-02-01,0.0,59.0,59.0
2012-03-01,0.0,53.0,53.0
2012-04-01,0.0,71.0,71.0
2012-05-01,0.0,129.0,129.0
2012-06-01,0.0,100.0,100.0
2012-07-01,0.0,218.0,218.0
2012-08-01,0.0,82.0,82.0
2012-09-01,0.0,88.0,88.0
2012-10-01,0.0,65.0,65.0
2012-11-01,0.0,118.0,118.0
2012-12-01,0.0,94.0,94.0
2013-01-01,11.097,276.0,276.0
2013-02-01,3.23,82.0,82.0
2013-03-01,2.673,71.0,71.0
2013-04-01,4.451,112.0,112.0
2013-05-01,4.195,106.0,106.0
2013-06-01,3.455,88.0,88.0
2013-07-01,8.521,218.0,218.0
2013-08-01,4.39,112.0,112.0
2013-09-01,3.113,76.0,76.0
2013-10-01,3.645,94.0,94.0
2013-11-01,3.459,88.0,88.0
2013-12-01,7.551,194.0,194.0
2014-01-01,35.587,924.0,924.0
2014-02-01,4.266,114.0,114.0
2014-03-01,5.211,138.0,138.0
2014-04-01,1.252,30.0,30.0
2014-05-01,3.32,84.0,84.0
2014-06-01,1.496,42.0,42.0
2014-07-01,2.285,60.0,60.0
2014-08-01,2.023,54.0,54.0
2014-09-01,1.832,48.0,48.0
2014-10-01,1.12,30.0,30.0
2014-11-01,2.178,54.0,54.0
2014-12-01,3.13,84.0,84.0
2015-01-01,4.838,126.0,126.0
2015-02-01,25.828,660.0,660.0
2015-03-01,3.484,90.0,90.0
2015-04-01,1.309,36.0,36.0
2015-05-01,2.341,60.0,60.0
2015-06-01,2.077,54.0,54.0
2015-07-01,2.454,60.0,60.0
2015-08-01,2.042,54.0,54.0
2015-09-01,1.28,30.0,30.0
2015-10-01,1.882,48.0,48.0
2015-11-01,2.302,60.0,60.0
2015-12-01,2.103,54.0,54.0
2016-01-01,6.657,174.0,174.0
2016-02-01,4.032,102.0,102.0
2016-03-01,4.324,108.0,108.0
2016-04-01,5.83,144.0,144.0
2016-05-01,4.73,120.0,120.0
2016-06-01,4.839,120.0,120.0
2016-07-01,5.137,132.0,132.0
2016-08-01,4.892,120.0,120.0
2016-09-01,3.273,84.0,84.0
2016-10-01,3.824,96.0,96.0
2016-11-01,4.651,114.0,114.0
2016-12-01,4.651,114.0,114.0
2017-01-01,3.996,87.0,87.0
2017-02-01,3.128,70.0,70.0
2017-03-01,4.078,93.0,93.0
2017-04-01,2.74,58.0,58.0
2017-05-01,4.422,99.0,99.0
2017-06-01,4.707,104.0,104.0
2017-07-01,3.928,87.0,87.0
2017-08-01,5.29,116.0,116.0
2017-09-01,3.836,87.0,87.0
2017-10-01,2.784,64.0,64.0
2017-11-01,5.09,110.0,110.0
2017-12-01,5.001,110.0,110.0
2018-01-01,11.387,226.0,226.0
2018-02-01,4.546,93.0,93.0
2018-03-01,3.504,70.0,70.0
2018-04-01,3.943,81.0,81.0
2018-05-01,3.949,81.0,81.0
2018-06-01,6.476,128.0,128.0
2018-07-01,2.546,52.0,52.0
2018-08-01,4.035,81.0,81.0
2018-09-01,2.059,41.0,41.0
2018-10-01,2.878,58.0,58.0
2018-11-01,4.644,93.0,93.0
2018-12-01,5.893,116.0,116.0
2019-01-01,2.978,52.0,52.0
2019-02-01,2.725,52.0,52.0
2019-03-01,1.677,29.0,29.0
2019-04-01,0.9,17.0,17.0
2019-05-01,2.598,52.0,52.0
2019-06-01,5.388,104.0,104.0
2019-07-01,1.827,35.0,35.0
2019-08-01,4.522,87.0,87.0
2019-09-01,2.813,52.0,52.0
2019-10-01,5.838,110.0,110.0
2019-11-01,5.14,99.0,99.0
2019-12-01,0.834,17.0,17.0
2020-01-01,8.618,93.0,93.0
2020-02-01,6.617,75.0,75.0
2020-03-01,9.195,104.0,104.0
2020-04-01,6.728,75.0,75.0
2020-05-01,8.49,93.0,93.0
2020-06-01,6.271,70.0,70.0
2020-07-01,8.798,99.0,99.0
2020-08-01,7.797,87.0,87.0
2020-09-01,7.217,81.0,81.0
2020-10-01,5.675,64.0,64.0
2020-11-01,6.813,75.0,75.0
2020-12-01,7.941,87.0,87.0
2021-01-01,8.458,104.0,104.0
2021-02-01,9.409,116.0,116.0
2021-03-01,6.528,81.0,81.0
2021-04-01,6.387,75.0,75.0
2021-05-01,4.469,52.0,52.0
2021-06-01,6.957,87.0,87.0
2021-07-01,8.516,104.0,104.0
2021-08-01,5.87,70.0,70.0
2021-09-01,4.446,52.0,52.0
2021-10-01,1.614,17.0,17.0
2021-11-01,5.165,64.0,64.0
2021-12-01,14.501,174.0,174.0
2022-01-01,12.145,122.0,122.0
2022-02-01,16.108,151.0,151.0
2022-03-01,11.276,104.0,104.0
2022-04-01,14.329,133.0,133.0
2022-05-01,5.175,46.0,46.0
2022-06-01,11.755,110.0,110.0
2022-07-01,6.226,58.0,58.0
2022-08-01,7.432,70.0,70.0
2022-09-01,5.817,58.0,58.0
2022-10-01,21.173,203.0,203.0
2022-11-01,10.117,99.0,99.0
2022-12-01,11.727,110.0,110.0
2023-01-01,5.424,52.0,52.0
2023-02-01,4.844,46.0,46.0
2023-03-01,2.736,29.0,29.0
2023-04-01,3.981,41.0,41.0
2023-05-01,7.838,81.0,81.0
2023-06-01,9.43,93.0,93.0
2023-07-01,14.414,145.0,145.0
2023-08-01,5.197,52.0,52.0
2023-09-01,3.195,35.0,35.0
2023-10-01,6.382,64.0,64.0
2023-11-01,4.535,46.0,46.0
2023-12-01,4.544,46.0,46.0
2024-01-01,8.582,70.0,70.0
2024-02-01,7.4,58.0,58.0
2024-03-01,5.947,46.0,46.0
2024-04-01,6.572,52.0,52.0
2024-05-01,7.87,64.0,64.0
2024-06-01,8.542,70.0,70.0
2024-07-01,6.523,52.0,52.0
2024-08-01,5.854,46.0,46.0
2024-09-01,8.444,70.0,70.0
2024-10-01,6.969,58.0,58.0
2024-11-01,9.516,75.0,75.0
2024-12-01,6.781,52.0,52.0
