measured_on,Solar-Photovoltaic Generation,Solar-Photovoltaic Quantity Consumed For Electricity,Solar-Photovoltaic Total Fuel Consumed
2019-09-01,466.441,4154.0,4154.0
2019-10-01,296.569,2641.0,2641.0
2019-11-01,301.017,2681.0,2681.0
2019-12-01,201.973,1799.0,1799.0
2020-01-01,156.824,1375.0,1375.0
2020-02-01,186.906,1639.0,1639.0
2020-03-01,229.021,2008.0,2008.0
2020-04-01,356.136,3122.0,3122.0
2020-05-01,404.955,3550.0,3550.0
2020-06-01,415.941,3647.0,3647.0
2020-07-01,413.394,3624.0,3624.0
2020-08-01,357.251,3132.0,3132.0
2020-09-01,296.702,2601.0,2601.0
2020-10-01,265.174,2325.0,2325.0
2020-11-01,229.434,2011.0,2011.0
2020-12-01,181.262,1589.0,1589.0
2021-01-01,170.248,1506.0,1506.0
2021-02-01,168.906,1494.0,1494.0
2021-03-01,271.88,2405.0,2405.0
2021-04-01,380.486,3365.0,3365.0
2021-05-01,395.88,3501.0,3501.0
2021-06-01,391.358,3461.0,3461.0
2021-07-01,390.843,3457.0,3457.0
2021-08-01,370.63,3278.0,3278.0
2021-09-01,325.425,2878.0,2878.0
2021-10-01,279.733,2474.0,2474.0
2021-11-01,241.094,2132.0,2132.0
2021-12-01,148.517,1313.0,1313.0
2022-01-01,215.086,734.0,734.0
2022-02-01,213.581,729.0,729.0
2022-03-01,322.377,1100.0,1100.0
2022-04-01,361.768,1234.0,1234.0
2022-05-01,372.598,1271.0,1271.0
2022-06-01,426.869,1456.0,1456.0
2022-07-01,406.208,1386.0,1386.0
2022-08-01,359.477,1227.0,1227.0
2022-09-01,347.741,1186.0,1186.0
2022-10-01,315.303,1076.0,1076.0
2022-11-01,208.226,710.0,710.0
2022-12-01,126.766,433.0,433.0
2023-01-01,191.0,652.0,652.0
2023-02-01,215.0,734.0,734.0
2023-03-01,232.0,792.0,792.0
2023-04-01,324.0,1105.0,1105.0
2023-05-01,372.0,1269.0,1269.0
2023-06-01,366.0,1249.0,1249.0
2023-07-01,354.0,1208.0,1208.0
2023-08-01,119.0,406.0,406.0
2023-09-01,326.0,1112.0,1112.0
2023-10-01,272.0,928.0,928.0
2023-11-01,228.0,778.0,778.0
2023-12-01,203.0,693.0,693.0
2024-01-01,120.0,409.0,409.0
2024-02-01,245.0,836.0,836.0
2024-03-01,300.0,1024.0,1024.0
2024-04-01,317.0,1082.0,1082.0
2024-05-01,327.0,1116.0,1116.0
2024-06-01,352.0,1201.0,1201.0
2024-07-01,326.0,1112.0,1112.0
2024-08-01,343.0,1170.0,1170.0
2024-09-01,240.0,819.0,819.0
2024-10-01,309.0,1054.0,1054.0
2024-11-01,190.0,648.0,648.0
2024-12-01,161.0,549.0,549.0
