measured_on,"Municiapl Landfill Gas - Internal Combustion Engine (diesel, piston, reciprocating) - Municipal Landfill Gas - Generation","Municiapl Landfill Gas - Internal Combustion Engine (diesel, piston, reciprocating) - Municipal Landfill Gas - Quantity Consumed For Electricity","Municiapl Landfill Gas - Internal Combustion Engine (diesel, piston, reciprocating) - Municipal Landfill Gas - Total Fuel Consumed"
2013-01-01,1983.778,23918.0,23918.0
2013-02-01,1760.374,21224.0,21224.0
2013-03-01,2041.23,24611.0,24611.0
2013-04-01,1957.285,23598.0,23598.0
2013-05-01,2041.826,24618.0,24618.0
2013-06-01,1998.728,24098.0,24098.0
2013-07-01,2091.118,25212.0,25212.0
2013-08-01,2095.403,25264.0,25264.0
2013-09-01,1975.358,23816.0,23816.0
2013-10-01,2079.857,25076.0,25076.0
2013-11-01,2107.685,25412.0,25412.0
2013-12-01,2194.358,26457.0,26457.0
2014-01-01,2035.509,24708.0,24708.0
2014-02-01,1742.083,21146.0,21146.0
2014-03-01,2018.786,24505.0,24505.0
2014-04-01,1955.045,23731.0,23731.0
2014-05-01,2021.581,24539.0,24539.0
2014-06-01,1982.083,24060.0,24060.0
2014-07-01,2030.267,24645.0,24645.0
2014-08-01,2007.165,24364.0,24364.0
2014-09-01,1895.366,23007.0,23007.0
2014-10-01,1947.872,23644.0,23644.0
2014-11-01,1912.25,23212.0,23212.0
2014-12-01,1980.993,24047.0,24047.0
2015-01-01,1821.93,22835.0,22835.0
2015-02-01,1581.108,19817.0,19817.0
2015-03-01,1748.031,21909.0,21909.0
2015-04-01,1742.564,21841.0,21841.0
2015-05-01,1799.009,22548.0,22548.0
2015-06-01,1801.433,22578.0,22578.0
2015-07-01,1993.972,24992.0,24992.0
2015-08-01,1970.31,24695.0,24695.0
2015-09-01,1823.182,22851.0,22851.0
2015-10-01,1892.872,23724.0,23724.0
2015-11-01,1906.314,23893.0,23893.0
2015-12-01,1982.275,24845.0,24845.0
2016-01-01,2000.091,21437.0,21437.0
2016-02-01,1876.607,20114.0,20114.0
2016-03-01,1979.342,21215.0,21215.0
2016-04-01,1972.889,21146.0,21146.0
2016-05-01,2058.962,22068.0,22068.0
2016-06-01,1944.969,20846.0,20846.0
2016-07-01,2017.193,21621.0,21621.0
2016-08-01,2042.047,21887.0,21887.0
2016-09-01,1923.45,20616.0,20616.0
2016-10-01,1883.624,20189.0,20189.0
2016-11-01,1995.804,21391.0,21391.0
2016-12-01,2091.022,22412.0,22412.0
2017-01-01,1908.599,24316.0,24316.0
2017-02-01,1744.551,22226.0,22226.0
2017-03-01,1883.65,23999.0,23999.0
2017-04-01,1760.932,22435.0,22435.0
2017-05-01,1853.491,23614.0,23614.0
2017-06-01,1822.383,23218.0,23218.0
2017-07-01,1868.185,23802.0,23802.0
2017-08-01,1876.893,23912.0,23912.0
2017-09-01,1736.51,22124.0,22124.0
2017-10-01,1777.649,22648.0,22648.0
2017-11-01,1851.187,23585.0,23585.0
2017-12-01,1925.97,24538.0,24538.0
2018-01-01,1836.319,21646.0,21646.0
2018-02-01,1728.407,20374.0,20374.0
2018-03-01,1865.453,21989.0,21989.0
2018-04-01,1742.899,20545.0,20545.0
2018-05-01,1753.457,20669.0,20669.0
2018-06-01,1775.953,20934.0,20934.0
2018-07-01,1827.436,21541.0,21541.0
2018-08-01,1834.806,21628.0,21628.0
2018-09-01,1659.301,19560.0,19560.0
2018-10-01,1814.431,21388.0,21388.0
2018-11-01,1802.166,21243.0,21243.0
2018-12-01,1885.372,22224.0,22224.0
2019-01-01,1774.214,21778.0,21778.0
2019-02-01,1597.622,19611.0,19611.0
2019-03-01,1717.215,21078.0,21078.0
2019-04-01,1619.632,19881.0,19881.0
2019-05-01,1674.684,20556.0,20556.0
2019-06-01,1689.453,20738.0,20738.0
2019-07-01,1740.182,21361.0,21361.0
2019-08-01,1766.112,21679.0,21679.0
2019-09-01,1657.081,20340.0,20340.0
2019-10-01,1701.719,20888.0,20888.0
2019-11-01,1673.763,20545.0,20545.0
2019-12-01,1778.323,21829.0,21829.0
2020-01-01,1753.924,23282.0,23282.0
2020-02-01,1605.521,21312.0,21312.0
2020-03-01,1766.365,23447.0,23447.0
2020-04-01,1661.015,22049.0,22049.0
2020-05-01,1712.35,22730.0,22730.0
2020-06-01,1569.778,20837.0,20837.0
2020-07-01,1684.588,22361.0,22361.0
2020-08-01,1705.843,22643.0,22643.0
2020-09-01,1601.747,21262.0,21262.0
2020-10-01,1622.23,21534.0,21534.0
2020-11-01,1590.219,21109.0,21109.0
2020-12-01,1694.42,22492.0,22492.0
2021-01-01,1530.833,18865.0,18865.0
2021-02-01,1346.272,16591.0,16591.0
2021-03-01,1529.816,18853.0,18853.0
2021-04-01,1432.285,17651.0,17651.0
2021-05-01,1470.055,18116.0,18116.0
2021-06-01,1418.007,17475.0,17475.0
2021-07-01,1452.422,17899.0,17899.0
2021-08-01,1438.361,17726.0,17726.0
2021-09-01,1405.281,17318.0,17318.0
2021-10-01,1411.831,17399.0,17399.0
2021-11-01,1360.394,16765.0,16765.0
2021-12-01,1513.443,18651.0,18651.0
2022-01-01,1168.652,14657.0,14657.0
2022-02-01,1064.947,13357.0,13357.0
2022-03-01,1169.898,14673.0,14673.0
2022-04-01,1102.022,13821.0,13821.0
2022-05-01,1110.97,13934.0,13934.0
2022-06-01,1121.585,14067.0,14067.0
2022-07-01,1154.752,14483.0,14483.0
2022-08-01,1135.641,14243.0,14243.0
2022-09-01,1069.163,13409.0,13409.0
2022-10-01,1110.531,13928.0,13928.0
2022-11-01,1084.106,13597.0,13597.0
2022-12-01,1123.733,14094.0,14094.0
2023-01-01,931.893,11019.0,11019.0
2023-02-01,828.76,9800.0,9800.0
2023-03-01,896.932,10606.0,10606.0
2023-04-01,832.162,9840.0,9840.0
2023-05-01,937.733,11089.0,11089.0
2023-06-01,908.573,10744.0,10744.0
2023-07-01,926.52,10956.0,10956.0
2023-08-01,925.915,10949.0,10949.0
2023-09-01,857.956,10145.0,10145.0
2023-10-01,920.84,10889.0,10889.0
2023-11-01,919.878,10877.0,10877.0
2023-12-01,987.838,11681.0,11681.0
2024-01-01,1624.178,17306.0,17306.0
2024-02-01,1510.947,16098.0,16098.0
2024-03-01,1571.304,16742.0,16742.0
2024-04-01,1463.432,15592.0,15592.0
2024-05-01,1607.437,17126.0,17126.0
2024-06-01,1494.314,15921.0,15921.0
2024-07-01,1575.325,16784.0,16784.0
2024-08-01,1616.901,17227.0,17227.0
2024-09-01,1524.149,16239.0,16239.0
2024-10-01,1557.282,16592.0,16592.0
2024-11-01,1531.124,16313.0,16313.0
2024-12-01,1560.607,16627.0,16627.0
