measured_on,Natural Gas-Combustion (Gas) Turbine (including jet engine design) Generation,Natural Gas-Combustion (Gas) Turbine (including jet engine design) Quantity Consumed For Electricity,Natural Gas-Combustion (Gas) Turbine (including jet engine design) Total Fuel Consumed
2003-01-01,149.0,2093.0,2093.0
2003-02-01,0.0,0.0,0.0
2003-03-01,299.88,3972.0,3972.0
2003-04-01,963.34,12393.0,12393.0
2003-05-01,150.92,1700.0,1700.0
2003-06-01,335.16,4205.0,4205.0
2003-07-01,1900.22,25042.0,25042.0
2003-08-01,1543.5,20470.0,20470.0
2003-09-01,787.92,10664.0,10664.0
2003-10-01,643.86,8601.0,8601.0
2003-11-01,16.66,210.0,210.0
2003-12-01,0.0,0.0,0.0
2004-01-01,468.339,6531.0,6531.0
2004-02-01,423.62800000000004,5908.0,5908.0
2004-03-01,419.97400000000005,5857.0,5857.0
2004-04-01,396.721,5532.0,5532.0
2004-05-01,435.999,6080.0,6080.0
2004-06-01,397.29200000000003,5540.0,5540.0
2004-07-01,446.999,6234.0,6234.0
2004-08-01,445.94100000000003,6219.0,6219.0
2004-09-01,434.34900000000005,6057.0,6057.0
2004-10-01,392.658,5476.0,5476.0
2004-11-01,424.485,5920.0,5920.0
2004-12-01,432.61400000000003,6033.0,6033.0
2005-01-01,86.644,1215.72,1215.72
2005-02-01,78.205,1097.32,1097.32
2005-03-01,84.399,1184.23,1184.23
2005-04-01,84.805,1189.91,1189.91
2005-05-01,93.14200000000001,1306.89,1306.89
2005-06-01,119.635,1678.62,1678.62
2005-07-01,153.195,2149.51,2149.51
2005-08-01,158.75900000000001,2227.58,2227.58
2005-09-01,119.738,1680.07,1680.07
2005-10-01,92.94,1304.06,1304.06
2005-11-01,82.924,1163.53,1163.53
2005-12-01,94.614,1327.55,1327.55
2006-01-01,90.077,1757.0,1757.0
2006-02-01,106.869,2084.0,2084.0
2006-03-01,121.894,2377.0,2377.0
2006-04-01,136.341,2659.0,2659.0
2006-05-01,157.916,3079.0,3079.0
2006-06-01,201.229,3924.0,3924.0
2006-07-01,252.988,4933.0,4933.0
2006-08-01,256.17900000000003,4996.0,4996.0
2006-09-01,174.305,3399.0,3399.0
2006-10-01,157.817,3077.0,3077.0
2006-11-01,117.20400000000001,2286.0,2286.0
2006-12-01,122.182,2383.0,2383.0
2007-01-01,120.384,2336.0,2336.0
2007-02-01,109.50200000000001,2124.0,2124.0
2007-03-01,101.292,1966.0,1966.0
2007-04-01,100.824,1957.0,1957.0
2007-05-01,112.46,2182.0,2182.0
2007-06-01,132.966,2581.0,2581.0
2007-07-01,181.12900000000002,3514.0,3514.0
2007-08-01,200.8,3896.0,3896.0
2007-09-01,158.234,3070.0,3070.0
2007-10-01,149.959,2910.0,2910.0
2007-11-01,142.573,2767.0,2767.0
2007-12-01,158.876,3083.0,3083.0
2008-01-01,100.15400000000001,1908.0,1908.0
2008-02-01,83.919,1598.0,1598.0
2008-03-01,78.757,1500.0,1500.0
2008-04-01,89.593,1706.0,1706.0
