measured_on,Bituminous Coal Generation,Bituminous Coal Quantity Consumed For Electricity,Bituminous Coal Total Fuel Consumed,Distillate Fuel Oil Generation,Distillate Fuel Oil Quantity Consumed For Electricity,Distillate Fuel Oil Total Fuel Consumed,Subbituminous Coal Generation,Subbituminous Coal Quantity Consumed For Electricity,Subbituminous Coal Total Fuel Consumed
2011-09-01,0.0,0.0,0.0,119.173,1482.0,1482.0,8792.827,109327.0,109327.0
2011-10-01,0.0,0.0,0.0,-1070.0,370.0,370.0,0.0,0.0,0.0
2011-11-01,0.0,0.0,0.0,497.99,5557.0,5557.0,15144.01,168978.0,168978.0
2011-12-01,0.0,0.0,0.0,418.286,4410.0,4410.0,112318.71,1184178.0,1184178.0
2012-01-01,0.0,0.0,0.0,0.0,0.0,0.0,128395.0,1343330.0,1343330.0
2012-02-01,0.0,0.0,0.0,111.677,1182.0,1182.0,88679.323,938496.0,938496.0
2012-03-01,-204.308,0.0,0.0,-11.853,0.0,0.0,-1132.839,0.0,0.0
2012-04-01,-185.983,0.0,0.0,-10.79,0.0,0.0,-1031.227,0.0,0.0
2012-05-01,0.0,0.0,0.0,1188.664,24549.0,24549.0,5533.336,114278.0,114278.0
2012-06-01,0.0,0.0,0.0,99.738,1182.0,1182.0,37449.262,443767.0,443767.0
2012-07-01,0.0,0.0,0.0,1176.258,13589.0,13589.0,111418.74,1287161.0,1287161.0
2012-08-01,0.0,0.0,0.0,0.0,0.0,0.0,125574.0,1414623.0,1414623.0
2012-09-01,0.0,0.0,0.0,89.913,1023.0,1023.0,108435.09,1233886.0,1233886.0
2012-10-01,0.0,0.0,0.0,1198.991,13689.0,13689.0,60279.009,688193.0,688193.0
2012-11-01,0.0,0.0,0.0,444.454,4728.0,4728.0,127176.55,1352737.0,1352737.0
2012-12-01,0.0,0.0,0.0,414.302,4322.0,4322.0,122925.7,1282303.0,1282303.0
2013-01-01,0.0,0.0,0.0,0.0,0.0,0.0,139372.0,1477838.0,1477838.0
2013-02-01,0.0,0.0,0.0,0.0,0.0,0.0,113499.0,1217301.0,1217301.0
2013-03-01,0.0,0.0,0.0,0.0,0.0,0.0,133724.0,1382405.0,1382405.0
2013-04-01,0.0,0.0,0.0,884.642,10802.0,10802.0,18544.358,226428.0,226428.0
2013-05-01,0.0,0.0,0.0,477.57,5292.0,5292.0,119585.43,1325139.0,1325139.0
2013-06-01,0.0,0.0,0.0,0.0,0.0,0.0,134839.0,1486617.0,1486617.0
2013-07-01,0.0,0.0,0.0,0.0,0.0,0.0,150104.0,1631654.0,1631654.0
2013-08-01,0.0,0.0,0.0,633.204,7085.0,7085.0,77419.796,866308.0,866308.0
2013-09-01,0.0,0.0,0.0,0.0,0.0,0.0,121789.0,1333447.0,1333447.0
2013-10-01,0.0,0.0,0.0,0.0,0.0,0.0,134374.0,1412195.0,1412195.0
2013-11-01,0.0,0.0,0.0,0.0,0.0,0.0,136485.0,1399090.0,1399090.0
2013-12-01,0.0,0.0,0.0,0.0,0.0,0.0,158225.0,1602253.0,1602253.0
2014-01-01,0.0,0.0,0.0,0.0,0.0,0.0,165115.0,1668504.0,1668504.0
2014-02-01,0.0,0.0,0.0,1.805,18.0,18.0,172822.2,1689401.0,1689401.0
2014-03-01,0.0,0.0,0.0,276.171,2793.0,2793.0,144392.83,1460286.0,1460286.0
2014-04-01,0.0,0.0,0.0,537.515,6156.0,6156.0,23088.485,264441.0,264441.0
2014-05-01,0.0,0.0,0.0,0.0,0.0,0.0,155396.0,1610070.0,1610070.0
2014-06-01,0.0,0.0,0.0,0.0,0.0,0.0,139425.0,1498508.0,1498508.0
2014-07-01,0.0,0.0,0.0,676.199,7650.0,7650.0,98410.801,1113328.0,1113328.0
2014-08-01,0.0,0.0,0.0,315.61,3440.0,3440.0,124708.39,1359181.0,1359181.0
2014-09-01,24444.123,261621.0,261621.0,0.0,0.0,0.0,129724.88,1388419.0,1388419.0
2014-10-01,6835.077,71107.0,71107.0,279.777,2911.0,2911.0,155597.15,1618719.0,1618719.0
2014-11-01,0.0,0.0,0.0,0.0,0.0,0.0,130762.0,1351860.0,1351860.0
2014-12-01,15433.943,165035.0,165035.0,0.0,0.0,0.0,117213.06,1253360.0,1253360.0
2015-01-01,0.0,0.0,0.0,0.0,0.0,0.0,123852.0,1324356.0,1324356.0
2015-02-01,0.0,0.0,0.0,187.933,1982.0,1982.0,119383.07,1258769.0,1258769.0
2015-03-01,0.0,0.0,0.0,-1694.0,3310.0,3310.0,0.0,0.0,0.0
2015-04-01,0.0,0.0,0.0,429.38,4522.0,4522.0,120807.62,1272202.0,1272202.0
2015-05-01,0.0,0.0,0.0,0.0,0.0,0.0,139609.0,1456372.0,1456372.0
2015-06-01,0.0,0.0,0.0,0.0,0.0,0.0,124137.0,1350670.0,1350670.0
2015-07-01,0.0,0.0,0.0,0.0,0.0,0.0,135550.0,1477566.0,1477566.0
2015-08-01,0.0,0.0,0.0,0.0,0.0,0.0,140411.0,1519323.0,1519323.0
2015-09-01,0.0,0.0,0.0,1.1,12.0,12.0,139313.9,1488815.0,1488815.0
2015-10-01,0.0,0.0,0.0,736.846,8044.0,8044.0,103650.15,1131505.0,1131505.0
2015-11-01,0.0,0.0,0.0,0.553,6.0,6.0,115708.45,1230449.0,1230449.0
2015-12-01,0.0,0.0,0.0,0.0,0.0,0.0,114593.0,1231754.0,1231754.0
2016-01-01,0.0,0.0,0.0,0.0,0.0,0.0,117477.0,1267852.0,1267852.0
2016-02-01,0.0,0.0,0.0,1.619,18.0,18.0,106717.38,1162795.0,1162795.0
2016-03-01,0.0,0.0,0.0,1179.671,13659.0,13659.0,37405.329,433111.0,433111.0
2016-04-01,0.0,0.0,0.0,0.0,0.0,0.0,113751.0,1220807.0,1220807.0
2016-05-01,0.0,0.0,0.0,0.0,0.0,0.0,125033.0,1346073.0,1346073.0
2016-06-01,0.0,0.0,0.0,0.0,0.0,0.0,130386.0,1434619.0,1434619.0
2016-07-01,0.0,0.0,0.0,330.906,3634.0,3634.0,130840.09,1436817.0,1436817.0
2016-08-01,0.0,0.0,0.0,0.535,6.0,6.0,147227.47,1617490.0,1617490.0
2016-09-01,0.0,0.0,0.0,67.282,882.0,882.0,6609.718,86647.0,86647.0
2016-10-01,0.0,0.0,0.0,-0.92,0.0,0.0,-933.08,0.0,0.0
2016-11-01,0.0,0.0,0.0,-1.266,0.0,0.0,-1283.734,0.0,0.0
2016-12-01,0.0,0.0,0.0,-2.05,0.0,0.0,-2078.95,0.0,0.0
2017-01-01,0.0,0.0,0.0,1597.87,18016.0,18016.0,69492.13,783538.0,783538.0
2017-02-01,0.0,0.0,0.0,1.103,12.0,12.0,106842.9,1138724.0,1138724.0
2017-03-01,0.0,0.0,0.0,1.132,12.0,12.0,148057.87,1537787.0,1537787.0
2017-04-01,0.0,0.0,0.0,0.0,0.0,0.0,153648.0,1582787.0,1582787.0
2017-05-01,0.0,0.0,0.0,135.524,1417.0,1417.0,94525.476,988389.0,988389.0
2017-06-01,0.0,0.0,0.0,880.604,9567.0,9567.0,110559.4,1201102.0,1201102.0
2017-07-01,0.0,0.0,0.0,0.0,0.0,0.0,163217.0,1727719.0,1727719.0
2017-08-01,0.0,0.0,0.0,0.0,0.0,0.0,147851.0,1562484.0,1562484.0
2017-09-01,0.0,0.0,0.0,990.854,11019.0,11019.0,74487.146,828359.0,828359.0
2017-10-01,0.0,0.0,0.0,21.323,223.0,223.0,141797.68,1485849.0,1485849.0
2017-11-01,0.0,0.0,0.0,1.136,12.0,12.0,135895.86,1407039.0,1407039.0
2017-12-01,0.0,0.0,0.0,13.617,141.0,141.0,146595.38,1519275.0,1519275.0
2018-01-01,0.0,0.0,0.0,170.076,1740.0,1740.0,168571.92,1725093.0,1725093.0
2018-02-01,0.0,0.0,0.0,0.57,6.0,6.0,140639.43,1451716.0,1451716.0
2018-03-01,0.0,0.0,0.0,344.289,3693.0,3693.0,42507.711,455913.0,455913.0
2018-04-01,0.0,0.0,0.0,615.763,6303.0,6303.0,131343.24,1344516.0,1344516.0
2018-05-01,0.0,0.0,0.0,0.0,0.0,0.0,146220.0,1512216.0,1512216.0
2018-06-01,0.0,0.0,0.0,143.334,1529.0,1529.0,128146.67,1366811.0,1366811.0
2018-07-01,0.0,0.0,0.0,281.128,2993.0,2993.0,140469.87,1495460.0,1495460.0
2018-08-01,0.0,0.0,0.0,0.0,0.0,0.0,156883.0,1643601.0,1643601.0
2018-09-01,0.0,0.0,0.0,0.0,0.0,0.0,142409.0,1504432.0,1504432.0
2018-10-01,0.0,0.0,0.0,316.764,3210.0,3210.0,159216.24,1613696.0,1613696.0
2018-11-01,0.0,0.0,0.0,0.0,0.0,0.0,162769.0,1699157.0,1699157.0
2018-12-01,0.0,0.0,0.0,0.0,0.0,0.0,160574.0,1674108.0,1674108.0
2019-01-01,0.0,0.0,0.0,0.0,0.0,0.0,157138.0,1661759.0,1661759.0
2019-02-01,0.0,0.0,0.0,307.876,3334.0,3334.0,110867.12,1200571.0,1200571.0
2019-03-01,0.0,0.0,0.0,694.139,7532.0,7532.0,57635.861,625421.0,625421.0
2019-04-01,0.0,0.0,0.0,1191.808,13218.0,13218.0,82080.192,910344.0,910344.0
2019-05-01,0.0,0.0,0.0,21.284,235.0,235.0,115889.72,1280664.0,1280664.0
2019-06-01,0.0,0.0,0.0,121.299,2082.0,2082.0,2186.701,37524.0,37524.0
2019-07-01,0.0,0.0,0.0,1020.847,11866.0,11866.0,74742.153,868767.0,868767.0
2019-08-01,0.0,0.0,0.0,119.408,1335.0,1335.0,121454.59,1357640.0,1357640.0
2019-09-01,0.0,0.0,0.0,36.787,406.0,406.0,111469.21,1229377.0,1229377.0
2019-10-01,0.0,0.0,0.0,0.0,0.0,0.0,114951.0,1250721.0,1250721.0
2019-11-01,0.0,0.0,0.0,0.0,0.0,0.0,118406.0,1274705.0,1274705.0
2019-12-01,0.0,0.0,0.0,0.0,0.0,0.0,118591.0,1305617.0,1305617.0
2020-01-01,0.0,0.0,0.0,0.0,0.0,0.0,113517.0,1231528.0,1231528.0
2020-02-01,0.0,0.0,0.0,16.609,182.0,182.0,106295.39,1166543.0,1166543.0
2020-03-01,0.0,0.0,0.0,262.824,3093.0,3093.0,20247.176,238266.0,238266.0
2020-04-01,0.0,0.0,0.0,-1066.0,1940.0,1940.0,0.0,0.0,0.0
2020-05-01,0.0,0.0,0.0,185.784,5651.0,5651.0,839.216,25525.0,25525.0
2020-06-01,0.0,0.0,0.0,0.0,0.0,0.0,112527.0,1279277.0,1279277.0
2020-07-01,0.0,0.0,0.0,0.0,0.0,0.0,119518.0,1354313.0,1354313.0
2020-08-01,0.0,0.0,0.0,310.346,3463.0,3463.0,115521.65,1289170.0,1289170.0
2020-09-01,0.0,0.0,0.0,19.149,976.0,976.0,331.851,16916.0,16916.0
2020-10-01,0.0,0.0,0.0,489.207,5421.0,5421.0,103943.79,1151899.0,1151899.0
2020-11-01,0.0,0.0,0.0,0.0,0.0,0.0,113612.0,1249162.0,1249162.0
2020-12-01,0.0,0.0,0.0,0.0,0.0,0.0,129036.0,1417952.0,1417952.0
2021-01-01,0.0,0.0,0.0,0.0,0.0,0.0,118933.0,1323467.0,1323467.0
2021-02-01,0.0,0.0,0.0,0.551,6.0,6.0,132469.45,1413085.0,1413085.0
2021-03-01,0.0,0.0,0.0,0.0,0.0,0.0,114978.0,1265366.0,1265366.0
2021-04-01,0.0,0.0,0.0,114.502,1305.0,1305.0,41716.498,475582.0,475582.0
2021-05-01,0.0,0.0,0.0,-1.024,0.0,0.0,-613.976,0.0,0.0
2021-06-01,0.0,0.0,0.0,-0.628,0.0,0.0,-376.372,0.0,0.0
2021-07-01,0.0,0.0,0.0,-0.586,0.0,0.0,-351.414,0.0,0.0
