measured_on,Solar Generation,Solar Quantity Consumed For Electricity,Solar Total Fuel Consumed
2019-01-01,196.308,1748.0,1748.0
2019-02-01,234.937,2092.0,2092.0
2019-03-01,331.082,2948.0,2948.0
2019-04-01,314.436,2800.0,2800.0
2019-05-01,343.652,3060.0,3060.0
2019-06-01,374.591,3336.0,3336.0
2019-07-01,419.764,3738.0,3738.0
2019-08-01,376.485,3353.0,3353.0
2019-09-01,322.529,2872.0,2872.0
2019-10-01,231.264,2059.0,2059.0
2019-11-01,221.62,1974.0,1974.0
2019-12-01,137.932,1228.0,1228.0
2020-01-01,222.163,1948.0,1948.0
2020-02-01,249.601,2188.0,2188.0
2020-03-01,357.486,3134.0,3134.0
2020-04-01,371.746,3259.0,3259.0
2020-05-01,486.516,4265.0,4265.0
2020-06-01,510.709,4477.0,4477.0
2020-07-01,481.008,4217.0,4217.0
2020-08-01,415.609,3644.0,3644.0
2020-09-01,381.876,3348.0,3348.0
2020-10-01,275.761,2418.0,2418.0
2020-11-01,253.043,2218.0,2218.0
2020-12-01,175.252,1536.0,1536.0
2021-01-01,209.571,1853.0,1853.0
2021-02-01,124.801,1104.0,1104.0
2021-03-01,409.208,3619.0,3619.0
2021-04-01,403.518,3569.0,3569.0
2021-05-01,456.435,4037.0,4037.0
2021-06-01,454.539,4020.0,4020.0
2021-07-01,436.71,3862.0,3862.0
2021-08-01,381.991,3378.0,3378.0
2021-09-01,345.101,3052.0,3052.0
2021-10-01,276.536,2446.0,2446.0
2021-11-01,239.076,2114.0,2114.0
2021-12-01,214.514,1897.0,1897.0
2022-01-01,199.968,682.0,682.0
2022-02-01,244.109,833.0,833.0
2022-03-01,326.966,1116.0,1116.0
2022-04-01,386.948,1320.0,1320.0
2022-05-01,396.979,1354.0,1354.0
2022-06-01,411.391,1404.0,1404.0
2022-07-01,418.527,1428.0,1428.0
2022-08-01,428.899,1463.0,1463.0
2022-09-01,358.726,1224.0,1224.0
2022-10-01,297.176,1014.0,1014.0
2022-11-01,236.27,806.0,806.0
2022-12-01,179.041,611.0,611.0
2023-01-01,122.0,416.0,416.0
2023-02-01,184.0,628.0,628.0
2023-03-01,263.0,897.0,897.0
2023-04-01,323.0,1102.0,1102.0
2023-05-01,453.0,1546.0,1546.0
2023-06-01,337.0,1150.0,1150.0
2023-07-01,381.0,1300.0,1300.0
2023-08-01,322.0,1099.0,1099.0
2023-09-01,257.0,877.0,877.0
2023-10-01,222.0,757.0,757.0
2023-11-01,164.0,560.0,560.0
2023-12-01,101.0,345.0,345.0
2024-01-01,71.0,242.0,242.0
2024-02-01,148.0,505.0,505.0
2024-03-01,263.0,897.0,897.0
2024-04-01,313.0,1068.0,1068.0
2024-05-01,362.0,1235.0,1235.0
2024-06-01,432.0,1474.0,1474.0
2024-07-01,405.0,1382.0,1382.0
2024-08-01,348.0,1187.0,1187.0
2024-09-01,260.0,887.0,887.0
2024-10-01,233.0,795.0,795.0
2024-11-01,141.0,481.0,481.0
2024-12-01,104.0,355.0,355.0
