measured_on,"Electricity used for energy storage - Energy Storage, Battery - Other - Generation","Electricity used for energy storage - Energy Storage, Battery - Other - Quantity Consumed For Electricity","Electricity used for energy storage - Energy Storage, Battery - Other - Total Fuel Consumed"
2024-01-01,-146.0,0.0,0.0
2024-02-01,-174.0,0.0,0.0
2024-03-01,-198.0,0.0,0.0
2024-04-01,-203.0,0.0,0.0
2024-05-01,-164.0,0.0,0.0
2024-06-01,-168.0,0.0,0.0
2024-07-01,-182.0,0.0,0.0
2024-08-01,-213.0,0.0,0.0
2024-09-01,-145.0,0.0,0.0
2024-10-01,-185.0,0.0,0.0
2024-11-01,-145.0,0.0,0.0
2024-12-01,-143.0,0.0,0.0
