measured_on,Solar Generation,Solar Quantity Consumed For Electricity,Solar Total Fuel Consumed
2020-10-01,57.921,508.0,508.0
2020-11-01,44.327,389.0,389.0
2020-12-01,27.752,243.0,243.0
2021-01-01,81.332,719.0,719.0
2021-02-01,121.858,1078.0,1078.0
2021-03-01,208.848,1847.0,1847.0
2021-04-01,188.751,1669.0,1669.0
2021-05-01,239.637,2119.0,2119.0
2021-06-01,297.804,2634.0,2634.0
2021-07-01,270.409,2391.0,2391.0
2021-08-01,248.957,2202.0,2202.0
2021-09-01,212.043,1875.0,1875.0
2021-10-01,142.239,1258.0,1258.0
2021-11-01,87.443,773.0,773.0
2021-12-01,55.679,492.0,492.0
2022-01-01,79.97,273.0,273.0
2022-02-01,120.317,411.0,411.0
2022-03-01,158.115,539.0,539.0
2022-04-01,133.918,457.0,457.0
2022-05-01,197.785,675.0,675.0
2022-06-01,247.991,846.0,846.0
2022-07-01,241.092,823.0,823.0
2022-08-01,213.125,727.0,727.0
2022-09-01,200.003,682.0,682.0
2022-10-01,133.364,455.0,455.0
2022-11-01,71.875,245.0,245.0
2022-12-01,34.445,118.0,118.0
2023-01-01,96.0,328.0,328.0
2023-02-01,142.0,485.0,485.0
2023-03-01,208.0,710.0,710.0
2023-04-01,205.0,699.0,699.0
2023-05-01,246.0,839.0,839.0
2023-06-01,236.0,805.0,805.0
2023-07-01,277.0,945.0,945.0
2023-08-01,225.0,768.0,768.0
2023-09-01,189.0,645.0,645.0
2023-10-01,123.0,420.0,420.0
2023-11-01,86.0,293.0,293.0
2023-12-01,49.0,167.0,167.0
2024-01-01,62.0,212.0,212.0
2024-02-01,130.0,444.0,444.0
2024-03-01,181.0,618.0,618.0
2024-04-01,190.0,648.0,648.0
2024-05-01,230.0,785.0,785.0
2024-06-01,242.0,826.0,826.0
2024-07-01,273.0,931.0,931.0
2024-08-01,228.0,778.0,778.0
2024-09-01,218.0,744.0,744.0
2024-10-01,156.0,532.0,532.0
2024-11-01,16.0,55.0,55.0
2024-12-01,43.0,147.0,147.0
