measured_on,Wood Waste Solids Generation,Wood Waste Solids Quantity Consumed For Electricity,Wood Waste Solids Total Fuel Consumed
2014-10-01,8643.0,109537.0,166464.0
2014-11-01,847.0,12511.0,21978.0
2014-12-01,15863.0,199545.0,300618.0
2015-01-01,16225.0,203833.0,304560.0
2015-02-01,14712.0,184805.0,276570.0
2015-03-01,13785.0,174137.0,260298.0
2015-04-01,15824.0,199204.0,296010.0
2015-05-01,11131.0,141439.0,215676.0
2015-06-01,15787.0,198851.0,296226.0
2015-07-01,16274.0,204834.0,302832.0
2015-08-01,15975.0,201524.0,300780.0
2015-09-01,14373.0,181632.0,273366.0
2015-10-01,11798.0,149264.0,225738.0
2015-11-01,15461.0,193858.0,299862.0
2015-12-01,15799.0,198817.0,310428.0
2016-01-01,15780.0,71039.0,309654.0
2016-02-01,13232.0,59633.0,260136.0
2016-03-01,15849.0,71213.0,310572.0
2016-04-01,13190.0,59515.0,259128.0
2016-05-01,11600.0,52325.0,224676.0
2016-06-01,15434.0,69377.0,297144.0
2016-07-01,15870.0,71372.0,304290.0
2016-08-01,15702.0,70742.0,304488.0
2016-09-01,15285.0,68833.0,296514.0
2016-10-01,10803.0,49125.0,217296.0
2016-11-01,15100.0,68086.0,295578.0
2016-12-01,14436.0,65072.0,284238.0
2017-01-01,15890.0,71364.0,308412.0
2017-02-01,14406.0,64783.0,281394.0
2017-03-01,15926.0,71684.0,310518.0
2017-04-01,15078.0,68143.0,297468.0
2017-05-01,10538.0,47935.0,209916.0
2017-06-01,15315.0,69130.0,299646.0
2017-07-01,15717.0,70909.0,303570.0
2017-08-01,15311.0,69146.0,298548.0
2017-09-01,11470.0,52200.0,228762.0
2017-10-01,426.0,3055.0,28440.0
2017-11-01,14693.0,66416.0,293850.0
2017-12-01,14517.0,65986.0,289242.0
2018-01-01,13627.0,61924.0,269028.0
2018-02-01,13817.0,62423.0,276750.0
2018-03-01,13721.0,62257.0,278244.0
2018-04-01,14858.0,67290.0,297180.0
2018-05-01,13458.0,61721.0,283554.0
2018-06-01,3997.0,19058.0,92664.0
2018-07-01,15040.0,68106.0,300978.0
2018-08-01,15233.0,68963.0,302022.0
2018-09-01,14510.0,65848.0,289044.0
2018-10-01,9439.0,43353.0,182592.0
2018-11-01,11161.0,51456.0,228834.0
2018-12-01,14292.0,64865.0,292212.0
2019-01-01,15351.0,69312.0,301590.0
2019-02-01,13529.0,61103.0,269064.0
2019-03-01,14189.0,64235.0,284004.0
2019-04-01,14447.0,65449.0,288378.0
2019-05-01,15236.0,69032.0,301482.0
2019-06-01,10029.0,45859.0,202230.0
2019-07-01,11043.0,50473.0,223002.0
2019-08-01,15326.0,69520.0,303030.0
2019-09-01,14765.0,66920.0,293040.0
2019-10-01,12889.0,58820.0,262098.0
2019-11-01,14540.0,65876.0,296010.0
2019-12-01,13115.0,60096.0,271764.0
2020-01-01,14253.0,65019.0,297810.0
2020-02-01,10704.0,49576.0,237402.0
2020-03-01,13464.0,61156.0,278226.0
2020-04-01,14443.0,65778.0,290844.0
2020-05-01,12624.0,57972.0,264186.0
2020-06-01,4908.0,25042.0,118584.0
2020-07-01,0.0,0.0,0.0
2020-08-01,0.0,0.0,0.0
2020-09-01,1049.0,6056.0,36594.0
2020-10-01,12921.0,60218.0,279756.0
2020-11-01,6734.0,31935.0,172098.0
2020-12-01,12113.0,55697.0,254556.0
2021-01-01,14188.0,64816.0,291924.0
2021-02-01,13819.0,63122.0,286254.0
2021-03-01,15090.0,68744.0,320112.0
2021-04-01,14270.0,63475.0,306540.0
2021-05-01,7135.0,32954.0,162792.0
2021-06-01,12535.0,57724.0,271080.0
2021-07-01,14108.0,64544.0,274536.0
2021-08-01,12071.0,53897.0,252720.0
2021-09-01,9992.0,45526.0,211806.0
2021-10-01,12602.0,57293.0,276786.0
2021-11-01,13871.0,62813.0,286902.0
2021-12-01,13542.0,61306.0,282132.0
2022-01-01,14846.0,67273.0,305028.0
2022-02-01,13168.0,59669.0,276804.0
2022-03-01,11921.0,54092.0,247158.0
2022-04-01,13051.0,59113.0,258804.0
2022-05-01,0.0,0.0,143550.0
2022-06-01,0.0,0.0,69534.0
2022-07-01,0.0,0.0,31068.0
2022-08-01,0.0,0.0,0.0
2022-09-01,0.0,0.0,0.0
2022-10-01,10224.0,46675.0,243054.0
2022-11-01,14453.0,65705.0,303210.0
2022-12-01,14452.0,65490.0,299880.0
2023-01-01,14364.0,65352.0,303336.0
2023-02-01,13392.0,61095.0,288504.0
2023-03-01,14556.0,66441.0,315936.0
2023-04-01,14137.0,64499.0,307584.0
2023-05-01,8295.0,38710.0,194094.0
2023-06-01,13330.0,61266.0,281934.0
2023-07-01,13872.0,63479.0,290664.0
2023-08-01,14500.0,66124.0,296514.0
2023-09-01,13739.0,62858.0,285570.0
2023-10-01,10825.0,49222.0,226422.0
2023-11-01,14340.0,64982.0,296568.0
2023-12-01,14708.0,66725.0,310716.0
2024-01-01,13079.0,59872.0,282762.0
2024-02-01,3879.0,19895.0,132966.0
2024-03-01,15031.0,68073.0,310302.0
2024-04-01,14422.0,65271.0,295668.0
2024-05-01,8172.0,37508.0,176994.0
2024-06-01,12604.0,57724.0,264996.0
2024-07-01,15040.0,68061.0,297216.0
2024-08-01,14662.0,66497.0,294606.0
2024-09-01,13100.0,59478.0,264888.0
2024-10-01,12297.0,55802.0,246744.0
2024-11-01,14298.0,64556.0,295740.0
2024-12-01,14839.0,66932.0,304056.0
