measured_on,Wood Waste Solids Generation,Wood Waste Solids Quantity Consumed For Electricity,Wood Waste Solids Total Fuel Consumed
2007-01-01,0.0,9036.0,9036.0
2007-02-01,0.0,24102.0,24102.0
2007-03-01,5529.0,223218.0,223218.0
2007-04-01,10135.0,217188.0,217188.0
2007-05-01,14721.0,276606.0,276606.0
2007-06-01,13627.0,244512.0,244512.0
2007-07-01,14689.0,264276.0,264276.0
2007-08-01,16230.0,285552.0,285552.0
2007-09-01,15659.0,283860.0,283860.0
2007-10-01,10567.0,266238.0,266238.0
2007-11-01,10645.0,202734.0,202734.0
2007-12-01,14497.0,191484.0,191484.0
2008-01-01,14233.0,178152.0,286614.0
2008-02-01,13495.0,169167.0,272646.0
2008-03-01,14298.0,179710.0,295362.0
2008-04-01,12645.0,158840.0,252594.0
2008-05-01,9686.0,128177.0,184068.0
2008-06-01,14782.0,185317.0,280368.0
2008-07-01,15361.0,197555.0,299340.0
2008-08-01,15469.0,195746.0,295992.0
2008-09-01,14617.0,184248.0,284922.0
2008-10-01,12215.0,160341.0,245214.0
2008-11-01,14708.0,184362.0,285498.0
2008-12-01,10769.0,138527.0,226674.0
2009-01-01,7738.0,98266.0,159570.0
2009-02-01,12825.0,161808.0,257652.0
2009-03-01,14113.0,177629.0,283410.0
2009-04-01,11834.0,150299.0,240570.0
2009-05-01,7139.0,89474.0,132948.0
2009-06-01,16768.0,209156.0,306720.0
2009-07-01,12858.0,163128.0,241632.0
2009-08-01,13556.0,171612.0,266670.0
2009-09-01,13060.0,165084.0,259902.0
2009-10-01,13550.0,171385.0,274374.0
2009-11-01,10380.0,131692.0,214182.0
2009-12-01,16656.0,207677.0,318312.0
2010-01-01,17023.0,211953.0,311220.0
2010-02-01,14734.0,184987.0,275400.0
2010-03-01,16705.0,209576.0,312606.0
2010-04-01,14950.0,189264.0,286524.0
2010-05-01,13223.0,166449.0,249318.0
2010-06-01,16152.0,202764.0,303372.0
2010-07-01,16772.0,211157.0,307296.0
2010-08-01,16843.0,212033.0,312282.0
2010-09-01,16221.0,204311.0,302472.0
2010-10-01,13121.0,165653.0,247284.0
2010-11-01,15860.0,199227.0,297774.0
2010-12-01,16698.0,209451.0,312336.0
2011-01-01,16687.0,209736.0,309942.0
2011-02-01,15106.0,189741.0,281718.0
2011-03-01,16768.0,210452.0,311418.0
2011-04-01,16217.0,203901.0,301860.0
2011-05-01,12939.0,164003.0,244602.0
2011-06-01,15309.0,193654.0,284562.0
2011-07-01,16180.0,204606.0,301050.0
2011-08-01,16734.0,210998.0,308664.0
2011-09-01,16070.0,202479.0,300096.0
2011-10-01,13482.0,169952.0,251244.0
2011-11-01,15738.0,196395.0,290034.0
2011-12-01,16716.0,208303.0,307296.0
2012-01-01,16427.0,205038.0,303660.0
2012-02-01,14566.0,182053.0,272664.0
2012-03-01,15994.0,199875.0,299574.0
2012-04-01,15405.0,192926.0,290538.0
2012-05-01,12134.0,152823.0,228654.0
2012-06-01,15605.0,196326.0,290574.0
2012-07-01,15991.0,201501.0,296964.0
2012-08-01,15458.0,194837.0,287226.0
2012-09-01,15526.0,194802.0,287370.0
2012-10-01,16306.0,200319.0,239328.0
2012-11-01,15207.0,190651.0,289476.0
2012-12-01,14732.0,185078.0,285408.0
2013-01-01,14973.0,187887.0,288936.0
2013-02-01,12938.0,162218.0,247086.0
2013-03-01,15124.0,189866.0,290682.0
2013-04-01,14439.0,181462.0,278784.0
2013-05-01,10823.0,136958.0,207648.0
2013-06-01,15449.0,194120.0,288810.0
2013-07-01,15485.0,195098.0,289458.0
2013-08-01,15685.0,197634.0,294336.0
2013-09-01,14872.0,187831.0,282690.0
2013-10-01,10064.0,126915.0,221022.0
2013-11-01,14476.0,181621.0,281322.0
2013-12-01,14649.0,184191.0,281214.0
2014-01-01,14748.0,185522.0,283158.0
2014-02-01,14607.0,182656.0,277416.0
2014-03-01,15232.0,191368.0,292446.0
2014-04-01,15654.0,196167.0,296010.0
2014-05-01,11969.0,151004.0,237132.0
2014-06-01,14446.0,182110.0,275346.0
2014-07-01,15732.0,197953.0,295326.0
2014-08-01,15925.0,200273.0,299934.0
2014-09-01,15398.0,193597.0,288738.0
