measured_on,Natural Gas Generation,Natural Gas Quantity Consumed For Electricity,Natural Gas Total Fuel Consumed
2019-01-01,679.185,6610.0,6610.0
2019-02-01,649.581,6321.0,6321.0
2019-03-01,672.42,6544.0,6544.0
2019-04-01,462.116,4497.0,4497.0
2019-05-01,624.675,6079.0,6079.0
2019-06-01,734.124,7144.0,7144.0
2019-07-01,929.222,9043.0,9043.0
2019-08-01,908.635,8843.0,8843.0
2019-09-01,779.869,7590.0,7590.0
2019-10-01,741.004,7212.0,7212.0
2019-11-01,645.966,6286.0,6286.0
2019-12-01,725.663,7062.0,7062.0
2021-01-01,261.271,2442.0,2442.0
2021-02-01,233.717,2183.0,2183.0
2021-03-01,232.254,2170.0,2170.0
2021-04-01,196.693,1837.0,1837.0
2021-05-01,226.685,2118.0,2118.0
2021-06-01,260.902,2437.0,2437.0
2021-07-01,285.641,2668.0,2668.0
2021-08-01,285.126,2663.0,2663.0
2021-09-01,255.462,2387.0,2387.0
2021-10-01,222.813,2082.0,2082.0
2021-11-01,231.073,2158.0,2158.0
2021-12-01,266.363,2488.0,2488.0
2022-01-01,155.885,1487.0,1487.0
2022-02-01,145.181,1386.0,1386.0
2022-03-01,150.847,1440.0,1440.0
2022-04-01,119.991,1145.0,1145.0
2022-05-01,126.403,1207.0,1207.0
2022-06-01,151.234,1444.0,1444.0
2022-07-01,180.344,1722.0,1722.0
2022-08-01,179.026,1710.0,1710.0
2022-09-01,162.024,1547.0,1547.0
2022-10-01,153.767,1468.0,1468.0
2022-11-01,139.172,1329.0,1329.0
2022-12-01,159.126,1519.0,1519.0
2023-01-01,226.624,2380.0,2380.0
2023-02-01,207.436,2179.0,2179.0
2023-03-01,218.548,2296.0,2296.0
2023-04-01,171.478,1801.0,1801.0
2023-05-01,184.641,1939.0,1939.0
2023-06-01,222.728,2340.0,2340.0
2023-07-01,251.673,2644.0,2644.0
2023-08-01,248.973,2615.0,2615.0
2023-09-01,222.149,2334.0,2334.0
2023-10-01,167.941,1764.0,1764.0
2023-11-01,170.849,1794.0,1794.0
2023-12-01,205.96,2163.0,2163.0
2024-01-01,217.446,2069.0,2069.0
2024-02-01,213.93,2034.0,2034.0
2024-03-01,225.541,2145.0,2145.0
2024-04-01,180.152,1713.0,1713.0
2024-05-01,214.042,2035.0,2035.0
2024-06-01,242.745,2308.0,2308.0
2024-07-01,262.15,2493.0,2493.0
2024-08-01,252.473,2401.0,2401.0
2024-09-01,220.699,2098.0,2098.0
2024-10-01,167.484,1592.0,1592.0
2024-11-01,191.809,1824.0,1824.0
2024-12-01,229.529,2183.0,2183.0
