measured_on,Solar - Photovoltaic - Solar - Generation,Solar - Photovoltaic - Solar - Quantity Consumed For Electricity,Solar - Photovoltaic - Solar - Total Fuel Consumed
2021-12-01,0.0,0.0,0.0
2022-01-01,200.125,683.0,683.0
2022-02-01,224.881,767.0,767.0
2022-03-01,308.822,1054.0,1054.0
2022-04-01,332.84,1136.0,1136.0
2022-05-01,426.172,1454.0,1454.0
2022-06-01,497.982,1699.0,1699.0
2022-07-01,461.007,1573.0,1573.0
2022-08-01,447.086,1525.0,1525.0
2022-09-01,388.448,1325.0,1325.0
2022-10-01,345.583,1179.0,1179.0
2022-11-01,223.327,762.0,762.0
2022-12-01,125.727,429.0,429.0
2023-01-01,76.0,259.0,259.0
2023-02-01,255.0,870.0,870.0
2023-03-01,275.0,938.0,938.0
2023-04-01,411.0,1402.0,1402.0
2023-05-01,535.0,1825.0,1825.0
2023-06-01,512.0,1747.0,1747.0
2023-07-01,529.0,1805.0,1805.0
2023-08-01,485.0,1655.0,1655.0
2023-09-01,324.0,1105.0,1105.0
2023-10-01,275.0,938.0,938.0
2023-11-01,202.0,689.0,689.0
2023-12-01,107.0,365.0,365.0
2024-01-01,60.0,205.0,205.0
2024-02-01,319.0,1088.0,1088.0
2024-03-01,327.0,1116.0,1116.0
2024-04-01,394.0,1344.0,1344.0
2024-05-01,525.0,1791.0,1791.0
2024-06-01,478.0,1631.0,1631.0
2024-07-01,457.0,1559.0,1559.0
2024-08-01,485.0,1655.0,1655.0
2024-09-01,441.0,1505.0,1505.0
2024-10-01,381.0,1300.0,1300.0
2024-11-01,137.0,467.0,467.0
2024-12-01,115.0,392.0,392.0
