measured_on,Electricity used for energy storage Generation,Electricity used for energy storage Quantity Consumed For Electricity,Electricity used for energy storage Total Fuel Consumed,Solar Generation,Solar Quantity Consumed For Electricity,Solar Total Fuel Consumed
2022-01-01,,,,3.572,12.0,12.0
2022-02-01,,,,3.986,14.0,14.0
2022-03-01,,,,5.198,18.0,18.0
2022-04-01,,,,6.747,23.0,23.0
2022-05-01,,,,6.395,22.0,22.0
2022-06-01,,,,6.758,23.0,23.0
2022-07-01,,,,6.017,21.0,21.0
2022-08-01,,,,5.853,20.0,20.0
2022-09-01,,,,5.48,19.0,19.0
2022-10-01,,,,4.595,16.0,16.0
2022-11-01,,,,3.588,12.0,12.0
2022-12-01,-3.0,0.0,0.0,2.811,10.0,10.0
2023-01-01,-1.0,0.0,0.0,53.0,181.0,181.0
2023-02-01,-1.0,0.0,0.0,61.0,208.0,208.0
2023-03-01,-2.0,0.0,0.0,81.0,276.0,276.0
2023-04-01,-1.0,0.0,0.0,48.0,164.0,164.0
2023-05-01,-2.0,0.0,0.0,1.0,3.0,3.0
2023-06-01,0.0,0.0,0.0,0.0,0.0,0.0
2023-07-01,0.0,0.0,0.0,0.0,0.0,0.0
2023-08-01,0.0,0.0,0.0,-2.0,0.0,0.0
2023-09-01,0.0,0.0,0.0,-1.0,0.0,0.0
2023-10-01,0.0,0.0,0.0,-1.0,0.0,0.0
2023-11-01,-3.0,0.0,0.0,-2.0,0.0,0.0
2023-12-01,-2.0,0.0,0.0,-2.0,0.0,0.0
2024-01-01,-2.0,0.0,0.0,2.0,7.0,7.0
2024-02-01,-2.0,0.0,0.0,0.0,0.0,0.0
2024-03-01,-2.0,0.0,0.0,2.0,7.0,7.0
2024-04-01,-1.0,0.0,0.0,4.0,14.0,14.0
2024-05-01,-1.0,0.0,0.0,80.0,273.0,273.0
2024-06-01,-1.0,0.0,0.0,96.0,328.0,328.0
2024-07-01,-2.0,0.0,0.0,87.0,297.0,297.0
2024-08-01,-1.0,0.0,0.0,87.0,297.0,297.0
2024-09-01,-1.0,0.0,0.0,69.0,235.0,235.0
2024-10-01,-2.0,0.0,0.0,89.0,304.0,304.0
2024-11-01,-1.0,0.0,0.0,62.0,212.0,212.0
2024-12-01,-2.0,0.0,0.0,35.0,119.0,119.0
