measured_on,"Electricity used for energy storage - Energy Storage, Battery - Other - Generation","Electricity used for energy storage - Energy Storage, Battery - Other - Quantity Consumed For Electricity","Electricity used for energy storage - Energy Storage, Battery - Other - Total Fuel Consumed"
2016-01-01,-318.874,0.0,0.0
2016-02-01,-276.539,0.0,0.0
2016-03-01,-362.898,0.0,0.0
2016-04-01,-342.161,0.0,0.0
2016-05-01,-436.957,0.0,0.0
2016-06-01,-312.0,0.0,0.0
2016-07-01,-429.98,0.0,0.0
2016-08-01,-401.298,0.0,0.0
2016-09-01,-325.759,0.0,0.0
2016-10-01,-475.408,0.0,0.0
2016-11-01,-393.284,0.0,0.0
2016-12-01,-351.842,0.0,0.0
2017-01-01,-435.0,0.0,0.0
2017-02-01,-520.0,0.0,0.0
2017-03-01,-589.0,0.0,0.0
2017-04-01,-498.0,0.0,0.0
2017-05-01,-596.0,0.0,0.0
2017-06-01,-575.0,0.0,0.0
2017-07-01,-622.0,0.0,0.0
2017-08-01,-620.0,0.0,0.0
2017-09-01,-512.0,0.0,0.0
2017-10-01,-447.0,0.0,0.0
2017-11-01,-358.0,0.0,0.0
2017-12-01,-150.0,0.0,0.0
