measured_on,Solar Generation,Solar Quantity Consumed For Electricity,Solar Total Fuel Consumed
2012-12-01,0.0,0.0,0.0
2015-02-01,408.35,3805.0,3805.0
2015-03-01,598.414,5577.0,5577.0
2015-04-01,671.632,6259.0,6259.0
2015-05-01,675.093,6291.0,6291.0
2015-06-01,695.572,6482.0,6482.0
2015-07-01,719.881,6709.0,6709.0
2015-08-01,728.628,6790.0,6790.0
2015-09-01,601.32,5604.0,5604.0
2015-10-01,506.565,4721.0,4721.0
2015-11-01,469.267,4373.0,4373.0
2015-12-01,386.278,3600.0,3600.0
2016-01-01,241.549,2230.0,2230.0
2016-02-01,403.176,3722.0,3722.0
2016-03-01,445.025,4108.0,4108.0
2016-04-01,518.425,4786.0,4786.0
2016-05-01,644.426,5949.0,5949.0
2016-06-01,618.077,5706.0,5706.0
2016-07-01,721.538,6661.0,6661.0
2016-08-01,711.548,6569.0,6569.0
2016-09-01,627.794,5796.0,5796.0
2016-10-01,529.227,4886.0,4886.0
2016-11-01,454.63,4197.0,4197.0
2016-12-01,331.585,3061.0,3061.0
2017-01-01,253.104,2332.0,2332.0
2017-02-01,282.706,2605.0,2605.0
2017-03-01,527.173,4857.0,4857.0
2017-04-01,555.418,5117.0,5117.0
2017-05-01,698.344,6434.0,6434.0
2017-06-01,756.801,6972.0,6972.0
2017-07-01,689.832,6355.0,6355.0
2017-08-01,637.512,5873.0,5873.0
2017-09-01,595.301,5485.0,5485.0
2017-10-01,548.41,5053.0,5053.0
2017-11-01,337.0,3105.0,3105.0
2017-12-01,321.399,2961.0,2961.0
2018-01-01,295.462,2690.0,2690.0
2018-02-01,415.906,3786.0,3786.0
2018-03-01,475.563,4330.0,4330.0
2018-04-01,594.513,5412.0,5412.0
2018-05-01,716.614,6524.0,6524.0
2018-06-01,772.105,7029.0,7029.0
2018-07-01,667.384,6076.0,6076.0
2018-08-01,672.03,6118.0,6118.0
2018-09-01,636.171,5792.0,5792.0
2018-10-01,501.219,4563.0,4563.0
2018-11-01,344.76,3139.0,3139.0
2018-12-01,274.273,2497.0,2497.0
2019-01-01,213.092,1898.0,1898.0
2019-02-01,248.641,2214.0,2214.0
2019-03-01,377.689,3363.0,3363.0
2019-04-01,439.278,3912.0,3912.0
2019-05-01,457.36,4073.0,4073.0
2019-06-01,552.921,4924.0,4924.0
2019-07-01,545.664,4859.0,4859.0
2019-08-01,534.412,4759.0,4759.0
2019-09-01,437.037,3892.0,3892.0
2019-10-01,401.564,3576.0,3576.0
2019-11-01,256.814,2287.0,2287.0
2019-12-01,165.528,1474.0,1474.0
2020-01-01,168.071,1473.0,1473.0
2020-02-01,227.828,1997.0,1997.0
2020-03-01,222.943,1955.0,1955.0
2020-04-01,280.971,2463.0,2463.0
2020-05-01,367.721,3224.0,3224.0
2020-06-01,366.177,3210.0,3210.0
2020-07-01,413.603,3626.0,3626.0
2020-08-01,342.659,3004.0,3004.0
2020-09-01,269.055,2359.0,2359.0
2020-10-01,248.694,2180.0,2180.0
2020-11-01,196.611,1724.0,1724.0
2020-12-01,155.667,1365.0,1365.0
2021-01-01,209.081,1849.0,1849.0
2021-02-01,273.889,2422.0,2422.0
2021-03-01,353.638,3128.0,3128.0
2021-04-01,442.663,3915.0,3915.0
2021-05-01,482.494,4267.0,4267.0
2021-06-01,468.691,4145.0,4145.0
2021-07-01,448.917,3970.0,3970.0
2021-08-01,441.555,3905.0,3905.0
2021-09-01,380.735,3367.0,3367.0
2021-10-01,316.895,2803.0,2803.0
2021-11-01,252.151,2230.0,2230.0
2021-12-01,172.291,1524.0,1524.0
2022-01-01,216.889,740.0,740.0
2022-02-01,258.704,883.0,883.0
2022-03-01,342.986,1170.0,1170.0
2022-04-01,386.9,1320.0,1320.0
2022-05-01,453.458,1547.0,1547.0
2022-06-01,472.163,1611.0,1611.0
2022-07-01,455.395,1554.0,1554.0
2022-08-01,422.831,1443.0,1443.0
2022-09-01,356.834,1218.0,1218.0
2022-10-01,328.748,1122.0,1122.0
2022-11-01,243.711,832.0,832.0
2022-12-01,170.381,581.0,581.0
2023-01-01,137.0,467.0,467.0
2023-02-01,46.0,157.0,157.0
2023-03-01,-7.0,0.0,0.0
2023-04-01,-1.0,0.0,0.0
2023-05-01,0.0,0.0,0.0
2023-06-01,0.0,0.0,0.0
2023-07-01,0.0,0.0,0.0
2023-08-01,0.0,0.0,0.0
2023-09-01,0.0,0.0,0.0
2023-10-01,0.0,0.0,0.0
2023-11-01,0.0,0.0,0.0
2023-12-01,0.0,0.0,0.0
