measured_on,Distillate Fuel Oil-Combined Cycle Combustion Turbine Part Generation,Distillate Fuel Oil-Combined Cycle Combustion Turbine Part Quantity Consumed For Electricity,Distillate Fuel Oil-Combined Cycle Combustion Turbine Part Total Fuel Consumed,Distillate Fuel Oil-Combined Cycle Steam Part Generation,Distillate Fuel Oil-Combined Cycle Steam Part Quantity Consumed For Electricity,Distillate Fuel Oil-Combined Cycle Steam Part Total Fuel Consumed,Natural Gas-Combined Cycle Combustion Turbine Part Generation,Natural Gas-Combined Cycle Combustion Turbine Part Quantity Consumed For Electricity,Natural Gas-Combined Cycle Combustion Turbine Part Total Fuel Consumed,Natural Gas-Combined Cycle Steam Part Generation,Natural Gas-Combined Cycle Steam Part Quantity Consumed For Electricity,Natural Gas-Combined Cycle Steam Part Total Fuel Consumed
2003-01-01,2173.0,23796.0,27106.0,,,,91613.0,1003336.0,1142890.0,34466.0,0.0,0.0
2003-02-01,4266.0,46408.0,53000.0,,,,78995.0,859430.0,981505.0,30579.0,0.0,0.0
2003-03-01,1134.0,11439.0,13514.0,,,,64898.0,654679.0,773430.0,17855.0,0.0,0.0
2003-04-01,7.0,88.0,88.0,,,,62063.0,738573.0,738573.0,18377.0,-80821.0,16640.0
2003-05-01,9.0,112.0,112.0,,,,80140.0,956031.0,956031.0,36541.0,16054.0,81421.0
2003-06-01,6.0,75.0,75.0,,,,81276.0,980244.0,980244.0,33992.0,-15550.0,37717.0
2003-07-01,212.0,2558.0,2558.0,,,,84168.0,1016047.0,1016047.0,40590.0,25773.0,70088.0
2003-08-01,29.0,354.0,354.0,,,,87569.0,1052331.0,1052331.0,44449.0,60182.0,112573.0
2003-09-01,3.0,35.0,35.0,,,,81046.0,982724.0,982724.0,34897.0,-34360.0,28109.0
2003-10-01,5.0,64.0,64.0,,,,62858.0,739069.0,739069.0,18738.0,-88817.0,361.0
2003-11-01,3.0,34.0,41.0,,,,60050.0,622519.0,723576.0,16808.0,9248.0,9248.0
2003-12-01,103.0,989.0,1195.0,,,,61260.0,586670.0,709110.0,14838.0,1296.0,1296.0
2004-04-01,4.2516799999999995,38.78,52.56,0.8899699999999999,0.0,0.0,61844.88832,551875.79,764536.92,13182.38003,13993.38,13993.38
2004-05-01,11.32362,118.92,140.16,4.44397,0.0,0.0,84706.53638,863315.07,1048469.22,34338.40603,34543.32,34543.32
2004-06-01,5.18291,54.78,64.24,2.08053,0.0,0.0,79797.68709,834328.19,989059.04,32423.07947,12061.04,12061.04
2004-07-01,10.21096,108.79,128.48,4.21349,0.0,0.0,79230.05904,839814.48,996916.6,32882.66651,5759.89,5759.89
2004-08-01,7.453119999999999,79.07,93.44,3.03001,0.0,0.0,80364.80688,851077.92,1007535.59,32734.46999,1937.19,1937.19
2004-09-01,7.61919,80.46,93.44,3.04819,0.0,0.0,80813.75081,839974.59,991081.86,32910.02181,17750.58,17750.58
2004-10-01,3.34013,33.26,40.88,1.06942,0.0,0.0,56549.59987,560075.44,692112.47,18202.92058,3721.53,3721.53
2004-11-01,5.22701,51.1,64.24,1.54783,0.0,0.0,57166.57299,551834.08,702577.16,17134.47217,8557.78,8557.78
2004-12-01,193.3244,1846.21,2353.52,51.459959999999995,0.0,0.0,59293.865600000005,553103.37,721840.07,16127.17004,15735.66,15735.66
2005-01-01,3706.94875,38592.39,44578.97,1409.92562,0.0,0.0,90671.14125,837973.45,1090391.64,38888.72438,139190.39,139190.39
2005-02-01,7.71104,79.89,93.41,2.88091,0.0,0.0,84574.34896,813752.54,1024495.12,34107.16909,81364.84,81364.84
2005-03-01,4.96162,48.67,64.22,1.4912699999999999,0.0,0.0,57166.83838,540323.82,739907.92,17757.26873,24767.28,24767.28
2005-04-01,6.58989,64.34,81.73,1.94078,0.0,0.0,55313.48011,535123.12,686032.97,16432.76922,6000.01,6000.01
2005-05-01,3.69462,37.28,46.7,1.24868,0.0,0.0,54576.26538,541589.6,689903.02,18751.76132,11463.58,11463.58
2005-06-01,6.04788,66.48,75.89,2.76639,0.0,0.0,80492.31212,826525.88,1010086.55,39746.86361,80339.63,80339.63
2005-07-01,6.50495,72.49,81.73,3.1067799999999997,0.0,0.0,81101.98505,845518.17,1019012.18,41841.72322,81745.42,81745.42
2005-08-01,11.067359999999999,122.72,140.11,5.20426,0.0,0.0,82023.77264,835262.89,1038415.29,42403.19574,103187.72,103187.72
2005-09-01,3964.97791,41301.18,51064.99,1511.0491000000002,0.0,0.0,43161.50209,437707.67,555877.37,16901.4909,15298.24,15298.24
2005-10-01,383.12568,3799.49,4880.57,120.63989,0.0,0.0,48770.65432,481632.24,621280.45,15418.76011,2495.89,2495.89
2005-11-01,1.83975,17.91,23.35,0.5347299999999999,0.0,0.0,48521.44025,470103.7,615885.27,14164.37527,2684.01,2684.01
2005-12-01,1.46118,14.28,17.51,0.43162,0.0,0.0,56311.88882,526748.1,674966.65,17343.16838,28771.6,28771.6
2006-01-01,3.20686,30.78,40.87,0.8736,0.0,0.0,51824.86314,491701.89,660419.89,14262.0064,6737.18,6737.18
2006-02-01,1.39083,13.25,17.51,0.36568999999999996,0.0,0.0,49220.28917,459177.11,619804.65,13180.96431,11464.38,11464.38
2006-03-01,1.8440699999999999,17.83,23.35,0.52013,0.0,0.0,53777.86593,507762.51,681006.46,15496.19987,14714.97,14714.97
2006-04-01,1.0426,9.65,17.51,0.23723,0.0,0.0,12614.777399999999,115717.16,211907.86,2886.48277,1196.13,1196.13
2006-05-01,0.0,0.0,0.0,0.0,0.0,0.0,3429.92,25869.07,109129.87,9.7,73.16,101.61
2006-06-01,169.05466,1691.17,2177.57,55.17407,0.0,0.0,47209.62534,471748.88,608101.85,15424.08593,645.85,645.85
2006-07-01,1.35606,14.97,17.51,0.629,0.0,0.0,71130.68394,735840.11,918678.79,35430.561,67863.98,67863.98
2006-08-01,3.22444,35.21,40.87,1.4435,0.0,0.0,73392.79556,768625.1,930167.62,34431.616500000004,44606.03,44606.03
2006-10-01,0.0,0.0,0.0,0.0,0.0,0.0,51456.56,506767.52,643654.26,15780.93,349.74,349.74
2006-11-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2006-12-01,0.0,0.0,0.0,0.0,0.0,0.0,17934.33,162520.79,274307.72,4189.43,4340.6,4340.6
2007-01-01,0.0,0.0,0.0,0.0,0.0,0.0,86756.8,1078758.0,1078758.0,69876.86,72398.0,72398.0
2007-02-01,4.7940000000000005,35.0,58.0,4.23,0.0,0.0,81775.906,995876.0,995876.0,78015.78,80835.0,80835.0
2007-03-01,21.079,158.0,263.0,0.631,0.0,0.0,55802.421,431766.0,695485.0,1674.559,1736.0,1736.0
2007-04-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2007-05-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2007-06-01,0.921,6.0,12.0,0.7180000000000001,0.0,0.0,77472.979,980531.0,980531.0,64528.532,66991.0,66991.0
2007-07-01,0.0,0.0,0.0,0.0,0.0,0.0,77018.0,898336.0,984112.0,48808.46,50670.0,50670.0
2007-08-01,42.428000000000004,321.0,362.0,29.449,0.0,0.0,118346.072,1009626.0,1009626.0,89707.191,92975.0,92975.0
2007-09-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21400.0,0.0,0.0,21400.0
2007-10-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29240.0,0.0,0.0,29240.0
2007-11-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35332.0,0.0,0.0,35332.0
2007-12-01,0.0,0.0,0.0,0.0,0.0,0.0,14811.9,175732.0,205056.0,9839.68,10195.0,10195.0
2008-01-01,0.0,0.0,0.0,0.0,0.0,0.0,1312.0,9942.0,91950.0,0.0,0.0,0.0
2008-02-01,0.0,0.0,0.0,0.0,0.0,0.0,1283.0,9518.0,13436.0,0.0,0.0,0.0
2008-03-01,0.0,0.0,0.0,0.0,0.0,0.0,1312.0,9942.0,12061.0,0.0,0.0,0.0
2008-04-01,0.0,0.0,0.0,0.0,0.0,0.0,661.0,4960.0,6621.0,0.0,0.0,0.0
2008-05-01,0.0,0.0,0.0,0.0,0.0,0.0,554.0,4141.0,5715.0,0.0,0.0,0.0
2008-06-01,0.0,0.0,0.0,0.0,0.0,0.0,3469.0,25789.0,30249.0,0.0,0.0,0.0
2008-07-01,0.0,0.0,0.0,0.0,0.0,0.0,1980.0,14815.0,21029.0,0.0,0.0,0.0
2008-08-01,0.0,0.0,0.0,0.0,0.0,0.0,546.0,4112.0,7197.0,0.0,0.0,0.0
2008-09-01,0.0,0.0,0.0,0.0,0.0,0.0,535.0,4009.0,28288.0,0.0,0.0,0.0
2008-10-01,0.0,0.0,0.0,0.0,0.0,0.0,664.0,5297.0,6310.0,0.0,0.0,0.0
2008-11-01,0.0,0.0,0.0,0.0,0.0,0.0,1690.0,12576.0,16088.0,0.0,0.0,0.0
2008-12-01,0.0,0.0,0.0,0.0,0.0,0.0,703.0,5253.0,7195.0,0.0,0.0,0.0
2009-01-01,0.0,0.0,0.0,0.0,0.0,0.0,731.0,5450.0,7484.0,0.0,0.0,0.0
2009-02-01,0.0,0.0,0.0,0.0,0.0,0.0,607.0,4536.0,6238.0,0.0,0.0,0.0
2009-03-01,0.0,0.0,0.0,0.0,0.0,0.0,1148.0,8530.0,11159.0,0.0,0.0,0.0
2009-04-01,0.0,0.0,0.0,0.0,0.0,0.0,1716.0,12730.0,16633.0,0.0,0.0,0.0
2009-05-01,0.0,0.0,0.0,0.0,0.0,0.0,805.0,5992.0,8170.0,0.0,0.0,0.0
2009-06-01,0.0,0.0,0.0,0.0,0.0,0.0,263.0,1946.0,3376.0,0.0,0.0,0.0
2009-07-01,0.0,0.0,0.0,0.0,0.0,0.0,242.0,1778.0,3122.0,0.0,0.0,0.0
2009-08-01,0.0,0.0,0.0,0.0,0.0,0.0,282.0,2217.0,4010.0,0.0,0.0,0.0
2009-09-01,0.0,0.0,0.0,0.0,0.0,0.0,3674.0,27120.0,35067.0,0.0,0.0,0.0
2009-10-01,0.0,0.0,0.0,0.0,0.0,0.0,351.0,2714.0,4659.0,0.0,0.0,0.0
2009-11-01,0.0,0.0,0.0,0.0,0.0,0.0,479.0,3629.0,4891.0,0.0,0.0,0.0
2009-12-01,0.0,0.0,0.0,0.0,0.0,0.0,1913.0,14164.0,17102.0,0.0,0.0,0.0
2010-01-01,0.0,0.0,0.0,0.0,0.0,0.0,753.0,5648.0,7487.0,0.0,0.0,0.0
2010-02-01,0.0,0.0,0.0,0.0,0.0,0.0,736.0,5545.0,7316.0,0.0,0.0,0.0
2010-03-01,0.0,0.0,0.0,0.0,0.0,0.0,593.0,4368.0,7672.0,0.0,0.0,0.0
2010-04-01,0.0,0.0,0.0,0.0,0.0,0.0,253.0,1858.0,3323.0,0.0,0.0,0.0
2010-05-01,0.0,0.0,0.0,0.0,0.0,0.0,254.0,1866.0,3234.0,0.0,0.0,0.0
2010-06-01,0.0,0.0,0.0,0.0,0.0,0.0,2070.0,15320.0,19161.0,0.0,0.0,0.0
2010-07-01,0.0,0.0,0.0,0.0,0.0,0.0,15455.0,114370.0,140076.0,0.0,0.0,0.0
2010-08-01,0.0,0.0,0.0,0.0,0.0,0.0,17245.0,127619.0,157731.0,0.0,0.0,0.0
2010-09-01,0.0,0.0,0.0,0.0,0.0,0.0,11430.0,73164.0,73164.0,0.0,0.0,0.0
2010-10-01,0.0,0.0,0.0,0.0,0.0,0.0,317.0,2326.0,4000.0,0.0,0.0,0.0
2010-11-01,0.0,0.0,0.0,0.0,0.0,0.0,259.0,1902.0,3222.0,0.0,0.0,0.0
2010-12-01,0.0,0.0,0.0,0.0,0.0,0.0,818.0,6065.0,8016.0,0.0,0.0,0.0
2011-01-01,0.0,0.0,0.0,0.0,0.0,0.0,8145.0,60012.0,71128.0,0.0,0.0,0.0
2011-02-01,0.0,0.0,0.0,0.0,0.0,0.0,692.0,6292.0,6942.0,158.0,0.0,0.0
2011-03-01,0.0,0.0,0.0,0.0,0.0,0.0,365.0,2678.0,4461.0,0.0,0.0,0.0
2011-04-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-05-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-06-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-07-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-08-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-09-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-10-01,0.0,0.0,0.0,0.0,0.0,0.0,248.0,1829.0,5025.0,0.0,0.0,0.0
2011-11-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-12-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-02-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-03-01,0.0,0.0,0.0,0.0,0.0,0.0,4670.0,34531.0,42251.0,0.0,0.0,0.0
2012-04-01,0.0,0.0,0.0,0.0,0.0,0.0,18957.0,169671.0,169671.0,5496.0,0.0,0.0
2012-05-01,0.0,0.0,0.0,0.0,0.0,0.0,12588.0,131840.0,167119.0,5433.0,0.0,0.0
2012-06-01,0.0,0.0,0.0,0.0,0.0,0.0,30863.0,328375.0,384343.0,14022.0,0.0,0.0
2012-07-01,0.0,0.0,0.0,0.0,0.0,0.0,54494.0,581710.0,702683.0,24291.0,0.0,0.0
2012-08-01,0.0,0.0,0.0,0.0,0.0,0.0,55026.0,591887.0,708591.0,25015.0,0.0,0.0
2012-09-01,0.0,0.0,0.0,0.0,0.0,0.0,15207.0,134515.0,134515.0,4638.0,0.0,0.0
2012-10-01,0.0,0.0,0.0,0.0,0.0,0.0,2535.0,22870.0,22870.0,736.0,0.0,0.0
2012-11-01,0.0,0.0,0.0,0.0,0.0,0.0,6302.0,59159.0,59159.0,1773.0,0.0,0.0
2012-12-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-01-01,0.0,0.0,0.0,0.0,0.0,0.0,67984.0,691280.0,809834.0,26002.0,0.0,0.0
