measured_on,Electricity used for energy storage Generation,Electricity used for energy storage Quantity Consumed For Electricity,Electricity used for energy storage Total Fuel Consumed,Solar Generation,Solar Quantity Consumed For Electricity,Solar Total Fuel Consumed
2020-10-01,,,,163.715,1435.0,1435.0
2020-11-01,,,,127.969,1122.0,1122.0
2020-12-01,-13.0,0.0,0.0,101.316,888.0,888.0
2021-01-01,-11.856,0.0,0.0,280.865,2484.0,2484.0
2021-02-01,-12.53,0.0,0.0,368.891,3262.0,3262.0
2021-03-01,-14.025,0.0,0.0,479.859,4244.0,4244.0
2021-04-01,-13.622,0.0,0.0,600.384,5310.0,5310.0
2021-05-01,-11.484,0.0,0.0,654.469,5788.0,5788.0
2021-06-01,-12.94,0.0,0.0,637.921,5642.0,5642.0
2021-07-01,-13.197,0.0,0.0,609.416,5390.0,5390.0
2021-08-01,-12.864,0.0,0.0,597.513,5284.0,5284.0
2021-09-01,-14.442,0.0,0.0,515.181,4556.0,4556.0
2021-10-01,-12.513,0.0,0.0,426.55,3772.0,3772.0
2021-11-01,-13.034,0.0,0.0,338.13,2990.0,2990.0
2021-12-01,-13.493,0.0,0.0,230.821,2041.0,2041.0
2022-01-01,-18.371,0.0,0.0,305.196,1041.0,1041.0
2022-02-01,-19.367,0.0,0.0,366.362,1250.0,1250.0
2022-03-01,-17.954,0.0,0.0,484.733,1654.0,1654.0
2022-04-01,-18.789,0.0,0.0,548.135,1870.0,1870.0
2022-05-01,-19.848,0.0,0.0,642.697,2193.0,2193.0
2022-06-01,-20.11,0.0,0.0,669.424,2284.0,2284.0
2022-07-01,-20.612,0.0,0.0,650.011,2218.0,2218.0
2022-08-01,-21.441,0.0,0.0,602.338,2055.0,2055.0
2022-09-01,-19.268,0.0,0.0,506.296,1727.0,1727.0
2022-10-01,-21.406,0.0,0.0,464.819,1586.0,1586.0
2022-11-01,-19.825,0.0,0.0,342.122,1167.0,1167.0
2022-12-01,-20.009,0.0,0.0,238.867,815.0,815.0
2023-01-01,89.0,0.0,0.0,238.0,812.0,812.0
2023-02-01,101.0,0.0,0.0,352.0,1201.0,1201.0
2023-03-01,107.0,0.0,0.0,507.0,1730.0,1730.0
2023-04-01,115.0,0.0,0.0,598.0,2040.0,2040.0
2023-05-01,64.0,0.0,0.0,651.0,2221.0,2221.0
2023-06-01,0.0,0.0,0.0,725.0,2474.0,2474.0
2023-07-01,28.0,0.0,0.0,791.0,2699.0,2699.0
2023-08-01,45.0,0.0,0.0,577.0,1969.0,1969.0
2023-09-01,99.0,0.0,0.0,517.0,1764.0,1764.0
2023-10-01,114.0,0.0,0.0,433.0,1477.0,1477.0
2023-11-01,42.0,0.0,0.0,237.0,809.0,809.0
2023-12-01,66.0,0.0,0.0,94.0,321.0,321.0
2024-01-01,-15.0,0.0,0.0,145.0,495.0,495.0
2024-02-01,-24.0,0.0,0.0,261.0,891.0,891.0
2024-03-01,-22.0,0.0,0.0,569.0,1941.0,1941.0
2024-04-01,-26.0,0.0,0.0,598.0,2040.0,2040.0
2024-05-01,-22.0,0.0,0.0,687.0,2344.0,2344.0
2024-06-01,-28.0,0.0,0.0,660.0,2252.0,2252.0
2024-07-01,-27.0,0.0,0.0,679.0,2317.0,2317.0
2024-08-01,-27.0,0.0,0.0,636.0,2170.0,2170.0
2024-09-01,-24.0,0.0,0.0,534.0,1822.0,1822.0
2024-10-01,-23.0,0.0,0.0,437.0,1491.0,1491.0
2024-11-01,-10.0,0.0,0.0,169.0,577.0,577.0
2024-12-01,-26.0,0.0,0.0,93.0,317.0,317.0
