measured_on,Solar Generation,Solar Quantity Consumed For Electricity,Solar Total Fuel Consumed
2011-01-01,0.0,0.0,0.0
2011-02-01,0.0,0.0,0.0
2011-03-01,0.0,0.0,0.0
2011-04-01,0.0,0.0,0.0
2011-05-01,245.07,2381.0,2381.0
2011-06-01,314.926,3060.0,3060.0
2011-07-01,270.875,2632.0,2632.0
2011-08-01,279.06,2711.0,2711.0
2011-09-01,192.603,1871.0,1871.0
2011-10-01,153.951,1496.0,1496.0
2011-11-01,54.668,531.0,531.0
2011-12-01,51.847,504.0,504.0
2012-01-01,7.786,74.0,74.0
2012-02-01,77.325,736.0,736.0
2012-03-01,189.587,1804.0,1804.0
2012-04-01,274.312,2610.0,2610.0
2012-05-01,377.057,3588.0,3588.0
2012-06-01,407.542,3878.0,3878.0
2012-07-01,352.407,3354.0,3354.0
2012-08-01,277.717,2643.0,2643.0
2012-09-01,260.033,2474.0,2474.0
2012-10-01,204.364,1945.0,1945.0
2012-11-01,104.508,994.0,994.0
2012-12-01,76.362,727.0,727.0
2013-01-01,45.23,432.0,432.0
2013-02-01,92.67,884.0,884.0
2013-03-01,157.818,1506.0,1506.0
2013-04-01,166.395,1588.0,1588.0
2013-05-01,187.264,1787.0,1787.0
2013-06-01,238.647,2277.0,2277.0
2013-07-01,225.157,2148.0,2148.0
2013-08-01,303.017,2891.0,2891.0
2013-09-01,294.554,2810.0,2810.0
2013-10-01,260.776,2488.0,2488.0
2013-11-01,259.587,2477.0,2477.0
2013-12-01,270.885,2585.0,2585.0
2014-01-01,94.588,900.0,900.0
2014-02-01,107.876,1026.0,1026.0
2014-03-01,189.926,1806.0,1806.0
2014-04-01,224.757,2137.0,2137.0
2014-05-01,258.202,2456.0,2456.0
2014-06-01,286.368,2723.0,2723.0
2014-07-01,265.002,2520.0,2520.0
2014-08-01,286.743,2727.0,2727.0
2014-09-01,279.773,2661.0,2661.0
2014-10-01,252.644,2403.0,2403.0
2014-11-01,209.95,1997.0,1997.0
2014-12-01,143.171,1362.0,1362.0
2015-01-01,116.851,1089.0,1089.0
2015-02-01,147.27,1372.0,1372.0
2015-03-01,215.817,2011.0,2011.0
2015-04-01,242.223,2257.0,2257.0
2015-05-01,243.471,2269.0,2269.0
2015-06-01,250.857,2338.0,2338.0
2015-07-01,259.624,2419.0,2419.0
2015-08-01,262.779,2449.0,2449.0
2015-09-01,216.865,2021.0,2021.0
2015-10-01,182.692,1703.0,1703.0
2015-11-01,169.24,1577.0,1577.0
2015-12-01,139.311,1298.0,1298.0
2016-01-01,97.091,896.0,896.0
2016-02-01,162.058,1496.0,1496.0
2016-03-01,178.879,1651.0,1651.0
2016-04-01,208.382,1924.0,1924.0
2016-05-01,259.029,2391.0,2391.0
2016-06-01,248.438,2294.0,2294.0
2016-07-01,290.024,2678.0,2678.0
2016-08-01,286.009,2640.0,2640.0
2016-09-01,252.344,2330.0,2330.0
2016-10-01,212.724,1964.0,1964.0
2016-11-01,182.74,1687.0,1687.0
2016-12-01,133.282,1230.0,1230.0
2017-01-01,90.95,838.0,838.0
2017-02-01,101.588,936.0,936.0
2017-03-01,189.436,1745.0,1745.0
2017-04-01,199.585,1839.0,1839.0
2017-05-01,250.945,2312.0,2312.0
2017-06-01,271.951,2505.0,2505.0
2017-07-01,247.886,2284.0,2284.0
2017-08-01,229.085,2111.0,2111.0
2017-09-01,213.917,1971.0,1971.0
2017-10-01,197.067,1816.0,1816.0
2017-11-01,121.098,1116.0,1116.0
2017-12-01,115.492,1064.0,1064.0
2018-01-01,102.153,930.0,930.0
2018-02-01,143.797,1309.0,1309.0
2018-03-01,164.423,1497.0,1497.0
2018-04-01,205.549,1871.0,1871.0
2018-05-01,247.764,2256.0,2256.0
2018-06-01,266.95,2430.0,2430.0
2018-07-01,230.743,2101.0,2101.0
2018-08-01,232.35,2115.0,2115.0
2018-09-01,219.952,2002.0,2002.0
2018-10-01,173.293,1578.0,1578.0
2018-11-01,119.198,1085.0,1085.0
2018-12-01,94.828,863.0,863.0
2019-01-01,91.772,817.0,817.0
2019-02-01,107.082,954.0,954.0
2019-03-01,162.659,1448.0,1448.0
2019-04-01,189.184,1685.0,1685.0
2019-05-01,196.971,1754.0,1754.0
2019-06-01,238.126,2121.0,2121.0
2019-07-01,235.001,2093.0,2093.0
2019-08-01,230.155,2050.0,2050.0
2019-09-01,188.218,1676.0,1676.0
2019-10-01,172.942,1540.0,1540.0
2019-11-01,110.602,985.0,985.0
2019-12-01,71.288,635.0,635.0
2020-01-01,109.813,963.0,963.0
2020-02-01,148.857,1305.0,1305.0
2020-03-01,145.665,1277.0,1277.0
2020-04-01,183.579,1609.0,1609.0
2020-05-01,240.26,2106.0,2106.0
2020-06-01,239.251,2098.0,2098.0
2020-07-01,270.237,2369.0,2369.0
2020-08-01,223.884,1963.0,1963.0
2020-09-01,175.793,1541.0,1541.0
2020-10-01,162.491,1425.0,1425.0
2020-11-01,128.461,1126.0,1126.0
2020-12-01,101.709,892.0,892.0
2021-01-01,107.62,952.0,952.0
2021-02-01,140.979,1247.0,1247.0
2021-03-01,182.028,1610.0,1610.0
2021-04-01,227.852,2015.0,2015.0
2021-05-01,248.354,2196.0,2196.0
2021-06-01,241.249,2134.0,2134.0
2021-07-01,231.071,2044.0,2044.0
2021-08-01,227.282,2010.0,2010.0
2021-09-01,195.976,1733.0,1733.0
2021-10-01,163.116,1443.0,1443.0
2021-11-01,129.79,1148.0,1148.0
2021-12-01,88.683,784.0,784.0
2022-01-01,103.879,354.0,354.0
2022-02-01,123.906,423.0,423.0
2022-03-01,164.273,560.0,560.0
2022-04-01,185.305,632.0,632.0
2022-05-01,217.183,741.0,741.0
2022-06-01,226.142,772.0,772.0
2022-07-01,218.111,744.0,744.0
2022-08-01,202.514,691.0,691.0
2022-09-01,170.905,583.0,583.0
2022-10-01,157.453,537.0,537.0
2022-11-01,116.725,398.0,398.0
2022-12-01,81.604,278.0,278.0
2023-01-01,103.0,351.0,351.0
2023-02-01,127.0,433.0,433.0
2023-03-01,172.0,587.0,587.0
2023-04-01,217.0,740.0,740.0
2023-05-01,206.0,703.0,703.0
2023-06-01,209.0,713.0,713.0
2023-07-01,222.0,757.0,757.0
2023-08-01,213.0,727.0,727.0
2023-09-01,163.0,556.0,556.0
2023-10-01,148.0,505.0,505.0
2023-11-01,97.0,331.0,331.0
2023-12-01,77.0,263.0,263.0
2024-01-01,105.0,358.0,358.0
2024-02-01,106.0,362.0,362.0
2024-03-01,163.0,556.0,556.0
2024-04-01,203.0,693.0,693.0
2024-05-01,170.0,580.0,580.0
2024-06-01,210.0,717.0,717.0
2024-07-01,216.0,737.0,737.0
2024-08-01,212.0,723.0,723.0
2024-09-01,161.0,549.0,549.0
2024-10-01,135.0,461.0,461.0
2024-11-01,105.0,358.0,358.0
2024-12-01,80.0,273.0,273.0
