measured_on,"Other Biomass Gas - Internal Combustion Engine (diesel, piston, reciprocating) - Other Renewables - Generation","Other Biomass Gas - Internal Combustion Engine (diesel, piston, reciprocating) - Other Renewables - Quantity Consumed For Electricity","Other Biomass Gas - Internal Combustion Engine (diesel, piston, reciprocating) - Other Renewables - Total Fuel Consumed"
2017-02-01,947.733,6578.0,11421.0
2017-03-01,1023.299,7102.0,12332.0
2017-04-01,956.632,6639.0,11528.0
2017-05-01,1006.915,6988.0,12134.0
2017-06-01,990.015,6871.0,11930.0
2017-07-01,1014.897,7044.0,12230.0
2017-08-01,1019.628,7077.0,12287.0
2017-09-01,943.365,6547.0,11368.0
2017-10-01,965.713,6702.0,11638.0
2017-11-01,1005.663,6980.0,12119.0
2017-12-01,1046.289,7262.0,12608.0
2018-01-01,899.733,6498.0,12250.0
2018-02-01,846.86,6116.0,11530.0
2018-03-01,914.008,6601.0,12444.0
2018-04-01,853.961,6168.0,11626.0
2018-05-01,859.133,6205.0,11697.0
2018-06-01,870.156,6285.0,11847.0
2018-07-01,895.381,6467.0,12190.0
2018-08-01,898.992,6493.0,12239.0
2018-09-01,813.0,5872.0,11068.0
2018-10-01,889.009,6421.0,12104.0
2018-11-01,882.999,6377.0,12021.0
2018-12-01,923.768,6672.0,12577.0
2019-01-01,1219.849,8641.0,12059.0
2019-02-01,1098.434,7781.0,10858.0
2019-03-01,1180.659,8364.0,11670.0
2019-04-01,1113.566,7888.0,11007.0
2019-05-01,1151.417,8156.0,11382.0
2019-06-01,1161.571,8228.0,11482.0
2019-07-01,1196.45,8475.0,11827.0
2019-08-01,1214.278,8602.0,12003.0
2019-09-01,1139.314,8071.0,11262.0
2019-10-01,1170.005,8288.0,11566.0
2019-11-01,1150.784,8152.0,11375.0
2019-12-01,1222.673,8661.0,12086.0
2020-01-01,1049.386,8522.0,11574.0
2020-02-01,960.595,7801.0,10595.0
2020-03-01,1056.829,8582.0,11656.0
2020-04-01,993.797,8070.0,10961.0
2020-05-01,1024.511,8320.0,11299.0
2020-06-01,939.21,7627.0,10359.0
2020-07-01,1007.901,8185.0,11117.0
2020-08-01,1020.618,8288.0,11257.0
2020-09-01,958.337,7782.0,10570.0
2020-10-01,970.592,7882.0,10705.0
2020-11-01,951.44,7726.0,10494.0
2020-12-01,1013.784,8233.0,11181.0
2021-01-01,629.439,6753.0,8816.0
2021-02-01,553.551,5939.0,7753.0
2021-03-01,629.02,6748.0,8810.0
2021-04-01,588.917,6318.0,8249.0
2021-05-01,604.447,6485.0,8466.0
2021-06-01,583.047,6255.0,8166.0
2021-07-01,597.197,6407.0,8364.0
2021-08-01,591.416,6345.0,8283.0
2021-09-01,577.814,6199.0,8093.0
2021-10-01,580.507,6228.0,8130.0
2021-11-01,559.358,6001.0,7835.0
2021-12-01,622.287,6676.0,8716.0
2022-01-01,400.613,3761.0,4972.0
2022-02-01,365.063,3427.0,4532.0
2022-03-01,401.041,3765.0,4979.0
2022-04-01,377.773,3546.0,4690.0
2022-05-01,380.84,3575.0,4728.0
2022-06-01,384.479,3609.0,4773.0
2022-07-01,395.849,3716.0,4914.0
2022-08-01,389.297,3654.0,4833.0
2022-09-01,366.509,3440.0,4550.0
2022-10-01,380.69,3574.0,4726.0
2022-11-01,371.631,3489.0,4614.0
2022-12-01,385.215,3616.0,4782.0
2023-01-01,-41.645,3378.0,4390.0
2023-02-01,-37.037,3004.0,3904.0
2023-03-01,-40.084,3251.0,4225.0
2023-04-01,-37.189,3016.0,3920.0
2023-05-01,-41.907,3399.0,4418.0
2023-06-01,-40.604,3293.0,4280.0
2023-07-01,-41.406,3358.0,4365.0
2023-08-01,-41.379,3356.0,4362.0
2023-09-01,-38.342,3110.0,4042.0
2023-10-01,-41.152,3338.0,4338.0
2023-11-01,-41.109,3334.0,4333.0
2023-12-01,-44.146,3581.0,4653.0
2024-01-01,-146.933,4809.0,5159.0
2024-02-01,-136.688,4474.0,4800.0
2024-03-01,-142.148,4653.0,4992.0
2024-04-01,-132.39,4333.0,4649.0
2024-05-01,-145.417,4760.0,5107.0
2024-06-01,-135.183,4425.0,4747.0
2024-07-01,-142.512,4665.0,5004.0
2024-08-01,-146.273,4788.0,5136.0
2024-09-01,-137.882,4513.0,4842.0
2024-10-01,-140.88,4611.0,4947.0
2024-11-01,-138.513,4534.0,4864.0
2024-12-01,-141.181,4621.0,4958.0
