measured_on,"Other Biomass Gas - Internal Combustion Engine (diesel, piston, reciprocating) - Other Renewables - Generation","Other Biomass Gas - Internal Combustion Engine (diesel, piston, reciprocating) - Other Renewables - Quantity Consumed For Electricity","Other Biomass Gas - Internal Combustion Engine (diesel, piston, reciprocating) - Other Renewables - Total Fuel Consumed"
2010-01-01,123.721,1436.0,2650.0
2010-02-01,113.226,1314.0,2425.0
2010-03-01,128.734,1494.0,2757.0
2010-04-01,127.805,1483.0,2737.0
2010-05-01,129.622,1504.0,2776.0
2010-06-01,131.83,1530.0,2823.0
2010-07-01,134.219,1558.0,2874.0
2010-08-01,134.3,1559.0,2877.0
2010-09-01,127.177,1476.0,2724.0
2010-10-01,128.137,1487.0,2745.0
2010-11-01,132.05700000000002,1533.0,2828.0
2010-12-01,134.632,1562.0,2883.0
2011-01-01,151.042,136.0,136.0
2011-02-01,141.809,128.0,128.0
2011-03-01,156.615,141.0,141.0
2011-04-01,151.408,137.0,137.0
2011-05-01,156.416,141.0,141.0
2011-06-01,161.798,146.0,146.0
2011-07-01,168.628,152.0,152.0
2011-08-01,167.365,151.0,151.0
2011-09-01,157.73,142.0,142.0
2011-10-01,163.912,148.0,148.0
2011-11-01,164.46,149.0,149.0
2011-12-01,170.797,154.0,154.0
2012-01-01,757.026,7244.0,7244.0
2012-02-01,724.248,6930.0,6930.0
2012-03-01,769.959,7367.0,7367.0
2012-04-01,756.434,7238.0,7238.0
2012-05-01,784.485,7506.0,7506.0
2012-06-01,761.685,7288.0,7288.0
2012-07-01,797.339,7630.0,7630.0
2012-08-01,790.479,7564.0,7564.0
2012-09-01,754.078,7215.0,7215.0
2012-10-01,783.8,7500.0,7500.0
2012-11-01,786.45,7525.0,7525.0
2012-12-01,813.637,7785.0,7785.0
2013-01-01,744.274,7698.0,7698.0
2013-02-01,660.457,6830.0,6830.0
2013-03-01,765.828,7920.0,7920.0
2013-04-01,734.334,7594.0,7594.0
2013-05-01,766.052,7922.0,7922.0
2013-06-01,749.882,7755.0,7755.0
2013-07-01,784.545,8114.0,8114.0
2013-08-01,786.153,8130.0,8130.0
2013-09-01,741.114,7665.0,7665.0
2013-10-01,780.321,8070.0,8070.0
2013-11-01,790.761,8178.0,8178.0
2013-12-01,823.279,8515.0,8515.0
2014-01-01,820.335,8252.0,8252.0
2014-02-01,702.081,7061.0,7061.0
2014-03-01,813.596,8183.0,8183.0
2014-04-01,787.907,7925.0,7925.0
2014-05-01,814.722,8194.0,8194.0
2014-06-01,798.804,8034.0,8034.0
2014-07-01,818.223,8230.0,8230.0
2014-08-01,808.913,8136.0,8136.0
2014-09-01,763.856,7683.0,7683.0
2014-10-01,785.017,7896.0,7896.0
2014-11-01,770.661,7752.0,7752.0
2014-12-01,798.365,8030.0,8030.0
2015-01-01,677.198,6812.0,6812.0
2015-02-01,587.685,5911.0,5911.0
2015-03-01,649.729,6535.0,6535.0
2015-04-01,647.697,6514.0,6514.0
2015-05-01,668.677,6725.0,6725.0
2015-06-01,669.578,6734.0,6734.0
2015-07-01,741.143,7454.0,7454.0
2015-08-01,732.348,7366.0,7366.0
2015-09-01,677.662,6816.0,6816.0
2015-10-01,703.565,7076.0,7076.0
2015-11-01,708.562,7126.0,7126.0
2015-12-01,736.796,7411.0,7411.0
2016-01-01,761.322,5464.0,9462.0
2016-02-01,714.319,5126.0,8878.0
2016-03-01,753.425,5407.0,9364.0
2016-04-01,750.969,5389.0,9334.0
2016-05-01,783.732,5625.0,9740.0
2016-06-01,740.341,5313.0,9201.0
2016-07-01,767.833,5510.0,9543.0
2016-08-01,777.293,5578.0,9661.0
2016-09-01,732.15,5254.0,9100.0
2016-10-01,716.99,5146.0,8911.0
2016-11-01,759.691,5452.0,9442.0
2016-12-01,795.935,5712.0,9892.0
2017-01-01,1036.851,7196.0,12494.0
