measured_on,Solar Generation,Solar Quantity Consumed For Electricity,Solar Total Fuel Consumed
2019-01-01,160.037,1425.0,1425.0
2019-02-01,184.826,1646.0,1646.0
2019-03-01,259.809,2314.0,2314.0
2019-04-01,284.752,2536.0,2536.0
2019-05-01,287.541,2561.0,2561.0
2019-06-01,317.132,2824.0,2824.0
2019-07-01,379.722,3381.0,3381.0
2019-08-01,314.343,2799.0,2799.0
2019-09-01,296.372,2639.0,2639.0
2019-10-01,200.473,1785.0,1785.0
2019-11-01,161.897,1442.0,1442.0
2019-12-01,102.096,909.0,909.0
2020-01-01,153.819,1349.0,1349.0
2020-02-01,201.476,1766.0,1766.0
2020-03-01,306.562,2688.0,2688.0
2020-04-01,293.933,2577.0,2577.0
2020-05-01,414.389,3633.0,3633.0
2020-06-01,391.513,3432.0,3432.0
2020-07-01,385.556,3380.0,3380.0
2020-08-01,364.467,3195.0,3195.0
2020-09-01,316.452,2774.0,2774.0
2020-10-01,230.071,2017.0,2017.0
2020-11-01,164.54,1443.0,1443.0
2020-12-01,125.222,1098.0,1098.0
2021-01-01,137.939,1220.0,1220.0
2021-02-01,108.948,964.0,964.0
2021-03-01,344.842,3050.0,3050.0
2021-04-01,279.106,2468.0,2468.0
2021-05-01,346.889,3068.0,3068.0
2021-06-01,359.605,3180.0,3180.0
2021-07-01,282.986,2503.0,2503.0
2021-08-01,285.249,2523.0,2523.0
2021-09-01,265.097,2345.0,2345.0
2021-10-01,195.913,1733.0,1733.0
2021-11-01,193.758,1714.0,1714.0
2021-12-01,103.668,917.0,917.0
2022-01-01,187.377,639.0,639.0
2022-02-01,123.31,421.0,421.0
2022-03-01,184.032,628.0,628.0
2022-04-01,224.85,767.0,767.0
2022-05-01,253.073,863.0,863.0
2022-06-01,254.55,869.0,869.0
2022-07-01,280.985,959.0,959.0
2022-08-01,247.864,846.0,846.0
2022-09-01,205.491,701.0,701.0
2022-10-01,162.884,556.0,556.0
2022-11-01,134.35,458.0,458.0
2022-12-01,87.234,298.0,298.0
2023-01-01,50.0,171.0,171.0
2023-02-01,100.0,341.0,341.0
2023-03-01,234.0,798.0,798.0
2023-04-01,276.0,942.0,942.0
2023-05-01,514.0,1754.0,1754.0
2023-06-01,390.0,1331.0,1331.0
2023-07-01,422.0,1440.0,1440.0
2023-08-01,393.0,1341.0,1341.0
2023-09-01,299.0,1020.0,1020.0
2023-10-01,252.0,860.0,860.0
2023-11-01,178.0,607.0,607.0
2023-12-01,112.0,382.0,382.0
2024-01-01,67.0,229.0,229.0
2024-02-01,228.0,778.0,778.0
2024-03-01,308.0,1051.0,1051.0
2024-04-01,366.0,1249.0,1249.0
2024-05-01,417.0,1423.0,1423.0
2024-06-01,474.0,1617.0,1617.0
2024-07-01,443.0,1512.0,1512.0
2024-08-01,399.0,1361.0,1361.0
2024-09-01,329.0,1123.0,1123.0
2024-10-01,283.0,966.0,966.0
2024-11-01,181.0,618.0,618.0
2024-12-01,122.0,416.0,416.0
