measured_on,"Bituminous Coal-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Generation","Bituminous Coal-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Quantity Consumed For Electricity","Bituminous Coal-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Total Fuel Consumed","Distillate Fuel Oil-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Generation","Distillate Fuel Oil-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Quantity Consumed For Electricity","Distillate Fuel Oil-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Total Fuel Consumed","Subbituminous Coal-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Generation","Subbituminous Coal-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Quantity Consumed For Electricity","Subbituminous Coal-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Total Fuel Consumed"
2011-01-01,0.0,95469.0,95469.0,0.0,4917.0,4917.0,,,
2011-02-01,0.0,69693.0,69693.0,0.0,2065.0,2065.0,,,
2011-03-01,0.0,68005.0,68005.0,0.0,2691.0,2691.0,,,
2011-04-01,0.0,70193.0,70193.0,0.0,2616.0,2616.0,,,
2011-05-01,0.0,98655.0,98655.0,0.0,1823.0,1823.0,,,
2011-06-01,0.0,99178.0,99178.0,0.0,1302.0,1302.0,,,
2011-07-01,0.0,101865.0,101865.0,0.0,1823.0,1823.0,,,
2011-08-01,0.0,101532.0,101532.0,0.0,1990.0,1990.0,,,
2011-09-01,0.0,74877.0,74877.0,0.0,1277.0,1277.0,,,
2011-10-01,0.0,47960.0,47960.0,0.0,2139.0,2139.0,,,
2011-11-01,0.0,47247.0,47247.0,0.0,1773.0,1773.0,,,
2011-12-01,0.0,60467.0,60467.0,0.0,3596.0,3596.0,0.0,0.0,0.0
2012-01-01,0.0,67767.0,67767.0,0.0,1773.0,1773.0,0.0,0.0,0.0
2012-02-01,0.0,57899.0,57899.0,0.0,1482.0,1482.0,0.0,0.0,0.0
2012-03-01,0.0,63701.0,63701.0,0.0,1414.0,1414.0,0.0,0.0,0.0
2012-04-01,0.0,68623.0,68623.0,0.0,1841.0,1841.0,0.0,0.0,0.0
2012-05-01,0.0,88454.0,88454.0,0.0,1060.0,1060.0,0.0,0.0,0.0
2012-06-01,0.0,84602.0,84602.0,0.0,1438.0,1438.0,0.0,0.0,0.0
2012-07-01,0.0,109117.0,109117.0,0.0,1166.0,1166.0,0.0,0.0,0.0
2012-08-01,0.0,92615.0,92615.0,0.0,1085.0,1085.0,0.0,0.0,0.0
2012-09-01,0.0,80512.0,80512.0,0.0,1271.0,1271.0,0.0,0.0,0.0
2012-10-01,0.0,65936.0,65936.0,0.0,1327.0,1327.0,0.0,0.0,0.0
2012-11-01,0.0,53738.0,53738.0,0.0,1389.0,1389.0,0.0,0.0,0.0
2012-12-01,0.0,47199.0,47199.0,0.0,670.0,670.0,0.0,0.0,0.0
2013-01-01,0.0,0.0,70179.0,0.0,0.0,39179.0,0.0,0.0,0.0
2013-02-01,0.0,0.0,47628.0,0.0,0.0,28246.0,0.0,0.0,0.0
2013-03-01,0.0,0.0,62812.0,0.0,0.0,36952.0,0.0,0.0,0.0
2013-04-01,0.0,0.0,47339.0,0.0,0.0,48911.0,0.0,0.0,0.0
2013-05-01,0.0,0.0,63706.0,0.0,0.0,39417.0,0.0,0.0,0.0
2013-06-01,0.0,0.0,95257.0,0.0,0.0,42729.0,0.0,0.0,0.0
2013-07-01,0.0,0.0,96336.0,0.0,0.0,26054.0,0.0,0.0,0.0
2013-08-01,0.0,0.0,94546.0,0.0,0.0,42218.0,0.0,0.0,0.0
2013-09-01,0.0,0.0,85442.0,0.0,0.0,20352.0,0.0,0.0,0.0
2013-10-01,0.0,0.0,59943.0,0.0,0.0,15416.0,0.0,0.0,0.0
2013-11-01,0.0,0.0,62575.0,0.0,0.0,44370.0,0.0,0.0,0.0
2013-12-01,0.0,0.0,81468.0,0.0,0.0,28948.0,0.0,0.0,0.0
2014-01-01,0.0,0.0,87386.0,0.0,0.0,10518.0,0.0,0.0,0.0
2014-02-01,0.0,0.0,79768.0,0.0,0.0,1410.0,0.0,0.0,0.0
2014-03-01,0.0,0.0,58682.0,0.0,0.0,990.0,0.0,0.0,0.0
2014-04-01,0.0,0.0,52884.0,0.0,0.0,888.0,0.0,0.0,0.0
2014-05-01,0.0,0.0,68952.0,0.0,0.0,1488.0,0.0,0.0,0.0
2014-06-01,0.0,0.0,88478.0,0.0,0.0,1218.0,0.0,0.0,0.0
2014-07-01,0.0,0.0,93210.0,0.0,0.0,768.0,0.0,0.0,0.0
2014-08-01,0.0,0.0,77558.0,0.0,0.0,840.0,0.0,0.0,0.0
2014-09-01,0.0,0.0,63648.0,0.0,0.0,1206.0,0.0,0.0,0.0
2014-10-01,0.0,0.0,33930.0,0.0,0.0,660.0,0.0,0.0,0.0
2014-11-01,0.0,0.0,46878.0,0.0,0.0,2376.0,0.0,0.0,0.0
2014-12-01,0.0,0.0,46124.0,0.0,0.0,1548.0,0.0,0.0,0.0
2015-01-01,0.0,0.0,0.0,0.0,0.0,3366.0,0.0,0.0,9360.0
