measured_on,Distillate Fuel Oil-Combustion (Gas) Turbine (including jet engine design) Generation,Distillate Fuel Oil-Combustion (Gas) Turbine (including jet engine design) Quantity Consumed For Electricity,Distillate Fuel Oil-Combustion (Gas) Turbine (including jet engine design) Total Fuel Consumed
2010-09-01,0.14800000000000002,0.0,0.0
2010-10-01,0.642,12.0,12.0
2010-11-01,0.162,0.0,0.0
2010-12-01,0.618,12.0,12.0
2011-01-01,0.668,29.0,29.0
2011-02-01,11.278,426.0,426.0
2011-03-01,1.87,70.0,70.0
2011-04-01,1.616,58.0,58.0
2011-05-01,0.925,35.0,35.0
2011-06-01,0.386,12.0,12.0
2011-07-01,0.334,12.0,12.0
2011-08-01,0.551,23.0,23.0
2011-09-01,0.66,23.0,23.0
2011-10-01,0.699,23.0,23.0
2011-11-01,0.603,23.0,23.0
2011-12-01,1.41,53.0,53.0
2012-01-01,0.947,6.0,6.0
2012-02-01,0.296,6.0,6.0
2012-03-01,0.696,6.0,6.0
2012-04-01,0.286,6.0,6.0
2012-05-01,1.554,18.0,18.0
2012-06-01,0.89,12.0,12.0
2012-07-01,0.767,12.0,12.0
2012-08-01,2.052,23.0,23.0
2012-09-01,0.307,6.0,6.0
2012-10-01,0.572,6.0,6.0
2012-11-01,0.27,6.0,6.0
2012-12-01,0.363,6.0,6.0
2013-01-01,7.991,164.0,164.0
2013-02-01,9.867,205.0,205.0
2013-03-01,21.149,432.0,432.0
2013-04-01,19.841,403.0,403.0
2013-05-01,13.427,275.0,275.0
2013-06-01,16.056,327.0,327.0
2013-07-01,8.828,181.0,181.0
2013-08-01,6.892,140.0,140.0
2013-09-01,9.761,199.0,199.0
2013-10-01,12.146,245.0,245.0
2013-11-01,9.692,199.0,199.0
2013-12-01,15.35,316.0,316.0
2014-01-01,0.983,23.0,23.0
2014-02-01,1.653,53.0,53.0
2014-03-01,0.465,18.0,18.0
2014-04-01,1.965,64.0,64.0
2014-05-01,1.852,58.0,58.0
2014-06-01,1.245,41.0,41.0
2014-07-01,0.492,18.0,18.0
2014-08-01,0.664,23.0,23.0
2014-09-01,1.868,58.0,58.0
2014-10-01,1.098,35.0,35.0
2014-11-01,2.167,70.0,70.0
2014-12-01,0.548,18.0,18.0
2015-01-01,-0.107,82.0,82.0
2015-02-01,-0.135,99.0,99.0
2015-03-01,-0.058,41.0,41.0
2015-04-01,-0.205,152.0,152.0
2015-05-01,-0.168,123.0,123.0
2015-06-01,-0.084,64.0,64.0
2015-07-01,-0.071,53.0,53.0
2015-08-01,-0.047,35.0,35.0
2015-09-01,-0.04,29.0,29.0
2015-10-01,-0.01,6.0,6.0
2015-11-01,-0.047,35.0,35.0
2015-12-01,-0.028,23.0,23.0
2016-01-01,9.484,275.0,275.0
2016-02-01,2.916,82.0,82.0
2016-03-01,0.9,23.0,23.0
2016-04-01,1.982,58.0,58.0
2016-05-01,1.363,41.0,41.0
2016-06-01,2.854,82.0,82.0
2016-07-01,3.532,99.0,99.0
2016-08-01,2.844,82.0,82.0
2016-09-01,4.305,123.0,123.0
2016-10-01,4.974,140.0,140.0
2016-11-01,0.598,18.0,18.0
2016-12-01,4.248,123.0,123.0
2017-01-01,37.04,666.0,666.0
2017-02-01,22.741,415.0,415.0
2017-03-01,23.876,438.0,438.0
2017-04-01,24.797,456.0,456.0
2017-05-01,31.619,578.0,578.0
2017-06-01,25.878,473.0,473.0
2017-07-01,29.326,537.0,537.0
2017-08-01,29.449,537.0,537.0
2017-09-01,23.23,426.0,426.0
2017-10-01,23.563,432.0,432.0
2017-11-01,29.779,543.0,543.0
2017-12-01,39.702,724.0,724.0
2018-01-01,0.0,0.0,0.0
2018-02-01,0.0,0.0,0.0
2018-03-01,0.0,0.0,0.0
2018-04-01,0.0,0.0,0.0
2018-05-01,0.0,0.0,0.0
2018-06-01,0.0,0.0,0.0
2018-07-01,0.0,0.0,0.0
2018-08-01,0.0,0.0,0.0
2018-09-01,0.0,0.0,0.0
2018-10-01,0.0,0.0,0.0
2018-11-01,0.0,0.0,0.0
2018-12-01,0.0,0.0,0.0
