measured_on,"Electricity used for energy storage-Energy Storage, Battery Generation","Electricity used for energy storage-Energy Storage, Battery Quantity Consumed For Electricity","Electricity used for energy storage-Energy Storage, Battery Total Fuel Consumed",Solar-Photovoltaic Generation,Solar-Photovoltaic Quantity Consumed For Electricity,Solar-Photovoltaic Total Fuel Consumed
2021-01-01,3.096,0.0,0.0,29.518,261.0,261.0
2021-02-01,3.307,0.0,0.0,38.666,342.0,342.0
2021-03-01,3.72,0.0,0.0,49.924,442.0,442.0
2021-04-01,3.613,0.0,0.0,62.492,553.0,553.0
2021-05-01,3.057,0.0,0.0,68.115,602.0,602.0
2021-06-01,3.528,0.0,0.0,66.167,585.0,585.0
2021-07-01,3.532,0.0,0.0,63.375,560.0,560.0
2021-08-01,3.543,0.0,0.0,62.336,551.0,551.0
2021-09-01,3.936,0.0,0.0,53.75,475.0,475.0
2021-10-01,3.4,0.0,0.0,44.737,396.0,396.0
2021-11-01,3.647,0.0,0.0,35.597,315.0,315.0
2021-12-01,3.621,0.0,0.0,24.323,215.0,215.0
2022-01-01,-1.086,0.0,0.0,211.664,722.0,722.0
2022-02-01,-1.142,0.0,0.0,252.471,861.0,861.0
2022-03-01,-1.057,0.0,0.0,334.722,1142.0,1142.0
2022-04-01,-1.107,0.0,0.0,377.578,1288.0,1288.0
2022-05-01,-1.173,0.0,0.0,442.533,1510.0,1510.0
2022-06-01,-1.185,0.0,0.0,460.787,1572.0,1572.0
2022-07-01,-1.231,0.0,0.0,444.423,1516.0,1516.0
2022-08-01,-1.265,0.0,0.0,412.643,1408.0,1408.0
2022-09-01,-1.134,0.0,0.0,348.237,1188.0,1188.0
2022-10-01,-1.265,0.0,0.0,320.827,1095.0,1095.0
2022-11-01,-1.172,0.0,0.0,237.839,812.0,812.0
2022-12-01,-1.183,0.0,0.0,166.276,567.0,567.0
2023-01-01,477.0,0.0,0.0,278.0,949.0,949.0
2023-02-01,394.0,0.0,0.0,412.0,1406.0,1406.0
2023-03-01,516.0,0.0,0.0,509.0,1737.0,1737.0
2023-04-01,647.0,0.0,0.0,629.0,2146.0,2146.0
2023-05-01,739.0,0.0,0.0,780.0,2661.0,2661.0
2023-06-01,733.0,0.0,0.0,833.0,2842.0,2842.0
2023-07-01,719.0,0.0,0.0,793.0,2706.0,2706.0
2023-08-01,771.0,0.0,0.0,702.0,2395.0,2395.0
2023-09-01,690.0,0.0,0.0,582.0,1986.0,1986.0
2023-10-01,681.0,0.0,0.0,515.0,1757.0,1757.0
2023-11-01,639.0,0.0,0.0,352.0,1201.0,1201.0
2023-12-01,791.0,0.0,0.0,283.0,966.0,966.0
2024-01-01,-71.0,0.0,0.0,261.0,891.0,891.0
2024-02-01,-45.0,0.0,0.0,256.0,873.0,873.0
2024-03-01,-44.0,0.0,0.0,421.0,1436.0,1436.0
2024-04-01,-49.0,0.0,0.0,608.0,2074.0,2074.0
2024-05-01,-22.0,0.0,0.0,439.0,1498.0,1498.0
2024-06-01,-17.0,0.0,0.0,596.0,2034.0,2034.0
2024-07-01,-41.0,0.0,0.0,720.0,2457.0,2457.0
2024-08-01,-49.0,0.0,0.0,705.0,2405.0,2405.0
2024-09-01,-45.0,0.0,0.0,554.0,1890.0,1890.0
2024-10-01,-52.0,0.0,0.0,450.0,1535.0,1535.0
2024-11-01,-45.0,0.0,0.0,291.0,993.0,993.0
2024-12-01,-25.0,0.0,0.0,222.0,757.0,757.0
