measured_on,"Electricity used for energy storage - Energy Storage, Battery - Other - Generation","Electricity used for energy storage - Energy Storage, Battery - Other - Quantity Consumed For Electricity","Electricity used for energy storage - Energy Storage, Battery - Other - Total Fuel Consumed",Solar - Photovoltaic - Solar - Generation,Solar - Photovoltaic - Solar - Quantity Consumed For Electricity,Solar - Photovoltaic - Solar - Total Fuel Consumed
2021-12-01,0.0,0.0,0.0,0.0,0.0,0.0
2022-01-01,0.0,0.0,0.0,179.229,612.0,612.0
2022-02-01,0.0,0.0,0.0,117.949,402.0,402.0
2022-03-01,0.0,0.0,0.0,176.031,601.0,601.0
2022-04-01,0.0,0.0,0.0,215.074,734.0,734.0
2022-05-01,0.0,0.0,0.0,242.07,826.0,826.0
2022-06-01,0.0,0.0,0.0,243.483,831.0,831.0
2022-07-01,0.0,0.0,0.0,268.768,917.0,917.0
2022-08-01,0.0,0.0,0.0,237.087,809.0,809.0
2022-09-01,0.0,0.0,0.0,196.556,671.0,671.0
2022-10-01,0.0,0.0,0.0,155.802,532.0,532.0
2022-11-01,0.0,0.0,0.0,128.509,438.0,438.0
2022-12-01,0.0,0.0,0.0,83.442,285.0,285.0
2023-01-01,-5.0,0.0,0.0,938.0,3200.0,3200.0
2023-02-01,-1.0,0.0,0.0,927.0,3163.0,3163.0
2023-03-01,-2.0,0.0,0.0,944.0,3221.0,3221.0
2023-04-01,-4.0,0.0,0.0,957.0,3265.0,3265.0
2023-05-01,-6.0,0.0,0.0,968.0,3303.0,3303.0
2023-06-01,-4.0,0.0,0.0,901.0,3074.0,3074.0
2023-07-01,-2.0,0.0,0.0,899.0,3067.0,3067.0
2023-08-01,-4.0,0.0,0.0,847.0,2890.0,2890.0
2023-09-01,-2.0,0.0,0.0,912.0,3112.0,3112.0
2023-10-01,-3.0,0.0,0.0,915.0,3122.0,3122.0
2023-11-01,-2.0,0.0,0.0,922.0,3146.0,3146.0
2023-12-01,-1.0,0.0,0.0,925.0,3156.0,3156.0
2024-01-01,-8.0,0.0,0.0,461.0,1573.0,1573.0
2024-02-01,-6.0,0.0,0.0,654.0,2231.0,2231.0
2024-03-01,-5.0,0.0,0.0,801.0,2733.0,2733.0
2024-04-01,-4.0,0.0,0.0,868.0,2962.0,2962.0
2024-05-01,-1.0,0.0,0.0,896.0,3057.0,3057.0
2024-06-01,-4.0,0.0,0.0,1080.0,3685.0,3685.0
2024-07-01,-2.0,0.0,0.0,923.0,3149.0,3149.0
2024-08-01,-6.0,0.0,0.0,986.0,3364.0,3364.0
2024-09-01,-3.0,0.0,0.0,820.0,2798.0,2798.0
2024-10-01,-4.0,0.0,0.0,866.0,2955.0,2955.0
2024-11-01,-2.0,0.0,0.0,632.0,2156.0,2156.0
2024-12-01,-2.0,0.0,0.0,411.0,1402.0,1402.0
