measured_on,Solar Generation,Solar Quantity Consumed For Electricity,Solar Total Fuel Consumed
2022-01-01,0.079,0.0,0.0
2022-02-01,0.053,0.0,0.0
2022-03-01,0.078,0.0,0.0
2022-04-01,0.096,0.0,0.0
2022-05-01,0.108,0.0,0.0
2022-06-01,0.109,0.0,0.0
2022-07-01,0.12,0.0,0.0
2022-08-01,0.106,0.0,0.0
2022-09-01,0.088,0.0,0.0
2022-10-01,0.069,0.0,0.0
2022-11-01,0.057,0.0,0.0
2022-12-01,0.037,0.0,0.0
2023-01-01,51.0,174.0,174.0
2023-02-01,98.0,334.0,334.0
2023-03-01,149.0,508.0,508.0
2023-04-01,168.0,573.0,573.0
2023-05-01,228.0,778.0,778.0
2023-06-01,167.0,570.0,570.0
2023-07-01,192.0,655.0,655.0
2023-08-01,169.0,577.0,577.0
2023-09-01,151.0,515.0,515.0
2023-10-01,122.0,416.0,416.0
2023-11-01,98.0,334.0,334.0
2023-12-01,117.0,399.0,399.0
2024-01-01,156.0,532.0,532.0
2024-02-01,125.0,427.0,427.0
2024-03-01,129.0,440.0,440.0
2024-04-01,150.0,512.0,512.0
2024-05-01,191.0,652.0,652.0
2024-06-01,133.0,454.0,454.0
2024-07-01,78.0,266.0,266.0
2024-08-01,138.0,471.0,471.0
2024-09-01,115.0,392.0,392.0
2024-10-01,157.0,536.0,536.0
2024-11-01,94.0,321.0,321.0
2024-12-01,54.0,184.0,184.0
