measured_on,Natural Gas - Fuel Cell - Natural Gas - Generation,Natural Gas - Fuel Cell - Natural Gas - Quantity Consumed For Electricity,Natural Gas - Fuel Cell - Natural Gas - Total Fuel Consumed
2018-01-01,0.0,0.0,0.0
2018-02-01,0.0,0.0,0.0
2018-03-01,0.0,0.0,0.0
2018-04-01,0.0,0.0,0.0
2018-05-01,0.0,0.0,0.0
2018-06-01,0.0,0.0,0.0
2018-07-01,0.0,0.0,0.0
2018-08-01,0.0,0.0,0.0
2018-09-01,0.0,0.0,0.0
2018-10-01,0.0,0.0,0.0
2018-11-01,0.0,0.0,0.0
2018-12-01,0.0,0.0,0.0
2019-01-01,633.495,5889.0,5889.0
2019-02-01,587.384,5462.0,5462.0
2019-03-01,512.228,4764.0,4764.0
2019-04-01,359.429,3343.0,3343.0
2019-05-01,309.725,2880.0,2880.0
2019-06-01,414.158,3852.0,3852.0
2019-07-01,652.88,6071.0,6071.0
2019-08-01,766.886,7132.0,7132.0
2019-09-01,674.802,6275.0,6275.0
2019-10-01,691.143,6427.0,6427.0
2019-11-01,677.831,6304.0,6304.0
2019-12-01,703.039,6537.0,6537.0
2020-01-01,567.812,4200.0,4200.0
2020-02-01,501.433,3710.0,3710.0
2020-03-01,556.624,4119.0,4119.0
2020-04-01,393.644,2913.0,2913.0
2020-05-01,370.133,2739.0,2739.0
2020-06-01,520.669,3853.0,3853.0
2020-07-01,728.361,5390.0,5390.0
2020-08-01,905.768,6702.0,6702.0
2020-09-01,788.783,5836.0,5836.0
2020-10-01,819.171,6061.0,6061.0
2020-11-01,654.325,4842.0,4842.0
2020-12-01,725.277,5366.0,5366.0
2021-01-01,525.816,3854.0,3854.0
2021-02-01,445.909,3268.0,3268.0
2021-03-01,479.438,3514.0,3514.0
2021-04-01,425.422,3118.0,3118.0
2021-05-01,444.621,3258.0,3258.0
2021-06-01,607.994,4455.0,4455.0
2021-07-01,839.02,6149.0,6149.0
2021-08-01,766.053,5614.0,5614.0
2021-09-01,651.821,4777.0,4777.0
2021-10-01,621.386,4553.0,4553.0
2021-11-01,571.084,4185.0,4185.0
2021-12-01,589.436,4320.0,4320.0
2022-01-01,545.771,3956.0,3956.0
2022-02-01,453.135,3283.0,3283.0
2022-03-01,419.27,3039.0,3039.0
2022-04-01,429.473,3112.0,3112.0
2022-05-01,394.114,2856.0,2856.0
2022-06-01,536.022,3884.0,3884.0
2022-07-01,716.071,5189.0,5189.0
2022-08-01,864.035,6262.0,6262.0
2022-09-01,791.886,5739.0,5739.0
2022-10-01,727.225,5270.0,5270.0
2022-11-01,667.831,4840.0,4840.0
2022-12-01,738.167,5349.0,5349.0
2023-01-01,791.133,5014.0,5014.0
2023-02-01,673.891,4270.0,4270.0
2023-03-01,647.695,4104.0,4104.0
2023-04-01,505.985,3206.0,3206.0
2023-05-01,327.724,2077.0,2077.0
2023-06-01,431.133,2732.0,2732.0
2023-07-01,997.989,6324.0,6324.0
2023-08-01,1006.99,6381.0,6381.0
2023-09-01,712.776,4517.0,4517.0
2023-10-01,870.431,5516.0,5516.0
2023-11-01,817.673,5182.0,5182.0
2023-12-01,920.58,5834.0,5834.0
2024-01-01,765.0,5345.0,5345.0
2024-02-01,717.0,5054.0,5054.0
2024-03-01,763.0,5322.0,5322.0
2024-04-01,731.0,5183.0,5183.0
2024-05-01,758.0,5402.0,5402.0
2024-06-01,725.0,5184.0,5184.0
2024-07-01,742.0,5348.0,5348.0
2024-08-01,729.0,5267.0,5267.0
2024-09-01,695.0,5050.0,5050.0
2024-10-01,716.0,5197.0,5197.0
2024-11-01,699.0,5076.0,5076.0
2024-12-01,709.0,5170.0,5170.0
