measured_on,"Wood Waste Solids-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Generation","Wood Waste Solids-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Quantity Consumed For Electricity","Wood Waste Solids-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Total Fuel Consumed"
2003-01-01,2182.304,20243.0,46400.0
2003-02-01,2030.332,18834.0,43169.0
2003-03-01,2361.127,21902.0,50203.0
2003-04-01,2454.42,22767.0,52186.0
2003-05-01,2400.725,22269.0,51044.0
2003-06-01,2439.365,22628.0,51866.0
2003-07-01,2329.877,21612.0,49538.0
2003-08-01,2218.7780000000002,20582.0,47176.0
2003-09-01,1835.25,17024.0,39021.0
2003-10-01,2120.62,19671.0,45089.0
2003-11-01,2236.364,20745.0,47550.0
2003-12-01,2505.838,23244.0,53279.0
