measured_on,"Electricity used for energy storage-Energy Storage, Battery Generation","Electricity used for energy storage-Energy Storage, Battery Quantity Consumed For Electricity","Electricity used for energy storage-Energy Storage, Battery Total Fuel Consumed",Solar-Photovoltaic Generation,Solar-Photovoltaic Quantity Consumed For Electricity,Solar-Photovoltaic Total Fuel Consumed
2020-10-01,,,,55.428,486.0,486.0
2020-11-01,,,,51.044,448.0,448.0
2020-12-01,,,,34.528,303.0,303.0
2021-01-01,,,,335.808,2970.0,2970.0
2021-02-01,,,,237.521,2101.0,2101.0
2021-03-01,,,,584.734,5171.0,5171.0
2021-04-01,,,,595.872,5270.0,5270.0
2021-05-01,,,,660.212,5839.0,5839.0
2021-06-01,,,,653.476,5779.0,5779.0
2021-07-01,,,,585.794,5181.0,5181.0
2021-08-01,,,,559.91,4952.0,4952.0
2021-09-01,,,,559.008,4944.0,4944.0
2021-10-01,,,,432.769,3827.0,3827.0
2021-11-01,,,,399.936,3537.0,3537.0
2021-12-01,,,,266.96,2361.0,2361.0
2022-01-01,,,,247.08,843.0,843.0
2022-02-01,,,,309.818,1057.0,1057.0
2022-03-01,,,,433.202,1478.0,1478.0
2022-04-01,,,,506.388,1728.0,1728.0
2022-05-01,,,,505.01,1723.0,1723.0
2022-06-01,,,,535.645,1828.0,1828.0
2022-07-01,,,,553.741,1889.0,1889.0
2022-08-01,,,,551.162,1881.0,1881.0
2022-09-01,,,,466.371,1591.0,1591.0
2022-10-01,,,,454.233,1550.0,1550.0
2022-11-01,,,,326.402,1114.0,1114.0
2022-12-01,,,,248.948,849.0,849.0
2023-01-01,,,,138.0,471.0,471.0
2023-02-01,,,,290.0,989.0,989.0
2023-03-01,,,,504.0,1720.0,1720.0
2023-04-01,,,,632.0,2156.0,2156.0
2023-05-01,,,,856.0,2921.0,2921.0
2023-06-01,,,,648.0,2211.0,2211.0
2023-07-01,,,,749.0,2556.0,2556.0
2023-08-01,,,,647.0,2208.0,2208.0
2023-09-01,,,,601.0,2051.0,2051.0
2023-10-01,,,,432.0,1474.0,1474.0
2023-11-01,,,,349.0,1191.0,1191.0
2023-12-01,,,,176.0,601.0,601.0
2024-01-01,0.0,0.0,0.0,128.0,437.0,437.0
2024-02-01,0.0,0.0,0.0,470.0,1604.0,1604.0
2024-03-01,0.0,0.0,0.0,495.0,1689.0,1689.0
2024-04-01,0.0,0.0,0.0,477.0,1628.0,1628.0
2024-05-01,0.0,0.0,0.0,798.0,2723.0,2723.0
2024-06-01,0.0,0.0,0.0,198.0,676.0,676.0
2024-07-01,0.0,0.0,0.0,630.0,2150.0,2150.0
2024-08-01,-1.0,0.0,0.0,650.0,2218.0,2218.0
2024-09-01,-2.0,0.0,0.0,708.0,2416.0,2416.0
2024-10-01,-3.0,0.0,0.0,635.0,2167.0,2167.0
2024-11-01,-1.0,0.0,0.0,355.0,1211.0,1211.0
2024-12-01,0.0,0.0,0.0,69.0,235.0,235.0
