measured_on,Electricity used for energy storage Generation,Electricity used for energy storage Quantity Consumed For Electricity,Electricity used for energy storage Total Fuel Consumed,Solar Generation,Solar Quantity Consumed For Electricity,Solar Total Fuel Consumed
2022-01-01,0.0,0.0,0.0,0.0,0.0,0.0
2022-02-01,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-01,0.0,0.0,0.0,0.0,0.0,0.0
2022-04-01,0.0,0.0,0.0,0.0,0.0,0.0
2022-05-01,0.0,0.0,0.0,0.0,0.0,0.0
2022-06-01,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-01,0.0,0.0,0.0,0.0,0.0,0.0
2022-08-01,0.0,0.0,0.0,0.0,0.0,0.0
2022-09-01,0.0,0.0,0.0,0.0,0.0,0.0
2022-10-01,0.0,0.0,0.0,0.0,0.0,0.0
2022-11-01,0.0,0.0,0.0,0.0,0.0,0.0
2022-12-01,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-01,0.0,0.0,0.0,93.0,317.0,317.0
2023-02-01,0.0,0.0,0.0,225.0,768.0,768.0
2023-03-01,0.0,0.0,0.0,327.0,1116.0,1116.0
2023-04-01,0.0,0.0,0.0,332.0,1133.0,1133.0
2023-05-01,0.0,0.0,0.0,566.0,1931.0,1931.0
2023-06-01,0.0,0.0,0.0,452.0,1542.0,1542.0
2023-07-01,0.0,0.0,0.0,364.0,1242.0,1242.0
2023-08-01,0.0,0.0,0.0,150.0,512.0,512.0
2023-09-01,0.0,0.0,0.0,142.0,485.0,485.0
2023-10-01,0.0,0.0,0.0,256.0,873.0,873.0
2023-11-01,0.0,0.0,0.0,210.0,717.0,717.0
2023-12-01,0.0,0.0,0.0,90.0,307.0,307.0
2024-01-01,-12.0,0.0,0.0,80.0,273.0,273.0
2024-02-01,-16.0,0.0,0.0,288.0,983.0,983.0
2024-03-01,-10.0,0.0,0.0,179.0,611.0,611.0
2024-04-01,-4.0,0.0,0.0,339.0,1157.0,1157.0
2024-05-01,-12.0,0.0,0.0,413.0,1409.0,1409.0
2024-06-01,-12.0,0.0,0.0,398.0,1358.0,1358.0
2024-07-01,-20.0,0.0,0.0,288.0,983.0,983.0
2024-08-01,-3.0,0.0,0.0,166.0,566.0,566.0
2024-09-01,-12.0,0.0,0.0,345.0,1177.0,1177.0
2024-10-01,-15.0,0.0,0.0,370.0,1262.0,1262.0
2024-11-01,-10.0,0.0,0.0,209.0,713.0,713.0
2024-12-01,-9.0,0.0,0.0,44.0,150.0,150.0
