measured_on,Hydroelectric - Hydroelectric Turbine (including turbines associated with delivery of water by pipeline) - Hydroelectric Conventional - Generation,Hydroelectric - Hydroelectric Turbine (including turbines associated with delivery of water by pipeline) - Hydroelectric Conventional - Quantity Consumed For Electricity,Hydroelectric - Hydroelectric Turbine (including turbines associated with delivery of water by pipeline) - Hydroelectric Conventional - Total Fuel Consumed
2003-01-01,12524.0,128258.28,128258.28
2003-02-01,7747.0,79337.03,79337.03
2003-03-01,10890.0,111524.49,111524.49
2003-04-01,8180.0,83771.38,83771.38
2003-05-01,9313.0,95374.43,95374.43
2003-06-01,5336.0,54645.98,54645.98
2003-07-01,3763.0,38536.88,38536.88
2003-08-01,2054.0,21035.01,21035.01
2003-09-01,7099.0,72700.86,72700.86
2003-10-01,8918.0,91329.24,91329.24
2003-11-01,10591.0,108462.43,108462.43
2003-12-01,12944.0,132559.5,132559.5
2004-01-01,8280.083,82982.99,82982.99
2004-02-01,7496.734,75132.27,75132.27
2004-03-01,8429.166000000001,84477.1,84477.1
2004-04-01,7038.408,70538.92,70538.92
2004-05-01,8078.017000000001,80957.89,80957.89
2004-06-01,8098.0560000000005,81158.72,81158.72
2004-07-01,6055.1140000000005,60684.35,60684.35
2004-08-01,5123.439,51347.11,51347.11
2004-09-01,6227.941000000001,62416.42,62416.42
2004-10-01,6324.8910000000005,63388.06,63388.06
2004-11-01,6847.771000000001,68628.36,68628.36
2004-12-01,8696.38,87155.12,87155.12
2005-01-01,6034.548000000001,60339.44,60339.44
2005-02-01,5529.2390000000005,55286.86,55286.86
2005-03-01,5761.606000000001,57610.29,57610.29
2005-04-01,5757.448,57568.72,57568.72
2005-05-01,8120.383000000001,81195.71,81195.71
2005-06-01,7571.272,75705.15,75705.15
2005-07-01,7038.036,70373.32,70373.32
2005-08-01,5840.589,58400.05,58400.05
2005-09-01,4629.07,46286.07,46286.07
2005-10-01,4995.68,49951.81,49951.81
2005-11-01,5383.445000000001,53829.07,53829.07
2005-12-01,6026.686000000001,60260.83,60260.83
2006-01-01,8297.791000000001,82306.0,82306.0
2006-02-01,7279.981000000001,72210.0,72210.0
2006-03-01,7824.44,77611.0,77611.0
2006-04-01,9446.081,93696.0,93696.0
2006-05-01,10193.581,101110.0,101110.0
2006-06-01,10528.519,104432.0,104432.0
2006-07-01,8603.123,85334.0,85334.0
2006-08-01,7054.175,69970.0,69970.0
2006-09-01,5171.406,51295.0,51295.0
2006-10-01,4890.828,48512.0,48512.0
2006-11-01,5674.963000000001,56290.0,56290.0
2006-12-01,6156.112,61062.0,61062.0
2007-01-01,9105.797,90002.0,90002.0
2007-02-01,6942.298000000001,68618.0,68618.0
2007-03-01,9710.69,95980.0,95980.0
2007-04-01,7986.106000000001,78935.0,78935.0
2007-05-01,8608.388,85085.0,85085.0
2007-06-01,6736.78,66586.0,66586.0
2007-07-01,5308.318,52467.0,52467.0
2007-08-01,4354.738,43042.0,43042.0
2007-09-01,4550.555,44978.0,44978.0
2007-10-01,5098.639,50395.0,50395.0
2007-11-01,5779.316000000001,57123.0,57123.0
2007-12-01,7082.374000000001,70002.0,70002.0
2008-01-01,9406.601,92693.0,92693.0
2008-02-01,8059.143,79415.0,79415.0
2008-03-01,8990.627,88594.0,88594.0
2008-04-01,7102.862,69992.0,69992.0
2008-05-01,10769.144,106119.0,106119.0
2008-06-01,11705.014,115341.0,115341.0
2008-07-01,7743.673000000001,76306.0,76306.0
2008-08-01,4976.006,49034.0,49034.0
2008-09-01,5755.492,56715.0,56715.0
2008-10-01,6082.6810000000005,59939.0,59939.0
2008-11-01,7087.786,69843.0,69843.0
2008-12-01,8271.971,81512.0,81512.0
2009-01-01,-24.467000000000002,0.0,0.0
2009-02-01,-16.916,0.0,0.0
2009-03-01,-19.197,0.0,0.0
2009-04-01,-22.493000000000002,0.0,0.0
2009-05-01,-23.648,0.0,0.0
2009-06-01,-24.283,0.0,0.0
2009-07-01,-14.015,0.0,0.0
2009-08-01,-9.961,0.0,0.0
2009-09-01,-11.87,0.0,0.0
2009-10-01,-13.327,0.0,0.0
2009-11-01,-15.897,0.0,0.0
2009-12-01,-18.926000000000002,0.0,0.0
2010-01-01,3202.422,31243.0,31243.0
2010-02-01,2876.132,28060.0,28060.0
2010-03-01,2932.1820000000002,28606.0,28606.0
2010-04-01,2388.2560000000003,23300.0,23300.0
2010-05-01,3253.2850000000003,31739.0,31739.0
2010-06-01,4814.151,46967.0,46967.0
2010-07-01,2810.737,27422.0,27422.0
2010-08-01,1865.018,18195.0,18195.0
2010-09-01,2276.841,22213.0,22213.0
2010-10-01,2688.4120000000003,26228.0,26228.0
2010-11-01,3047.9230000000002,29736.0,29736.0
2010-12-01,3580.641,34933.0,34933.0
2011-01-01,7571.325,73563.0,73563.0
2011-02-01,7178.394,69745.0,69745.0
2011-03-01,8278.716,80436.0,80436.0
2011-04-01,7148.91,69459.0,69459.0
2011-05-01,7723.959,75046.0,75046.0
2011-06-01,7927.356,77022.0,77022.0
2011-07-01,7141.909,69391.0,69391.0
2011-08-01,4654.332,45221.0,45221.0
2011-09-01,4880.589,47420.0,47420.0
2011-10-01,4820.865,46840.0,46840.0
2011-11-01,5036.779,48937.0,48937.0
