measured_on,"Electricity used for energy storage - Energy Storage, Battery - Other - Generation","Electricity used for energy storage - Energy Storage, Battery - Other - Quantity Consumed For Electricity","Electricity used for energy storage - Energy Storage, Battery - Other - Total Fuel Consumed",Solar - Photovoltaic - Solar - Generation,Solar - Photovoltaic - Solar - Quantity Consumed For Electricity,Solar - Photovoltaic - Solar - Total Fuel Consumed
2024-01-01,0.0,0.0,0.0,164.0,560.0,560.0
2024-02-01,0.0,0.0,0.0,161.0,549.0,549.0
2024-03-01,0.0,0.0,0.0,233.0,795.0,795.0
2024-04-01,0.0,0.0,0.0,274.0,935.0,935.0
2024-05-01,0.0,0.0,0.0,298.0,1017.0,1017.0
2024-06-01,0.0,0.0,0.0,297.0,1013.0,1013.0
2024-07-01,0.0,0.0,0.0,305.0,1041.0,1041.0
2024-08-01,0.0,0.0,0.0,302.0,1030.0,1030.0
2024-09-01,0.0,0.0,0.0,245.0,836.0,836.0
2024-10-01,0.0,0.0,0.0,209.0,713.0,713.0
2024-11-01,0.0,0.0,0.0,181.0,618.0,618.0
2024-12-01,-3.0,0.0,0.0,155.0,529.0,529.0
