measured_on,Geothermal Generation,Geothermal Quantity Consumed For Electricity,Geothermal Total Fuel Consumed
2001-01-01,5723.0,59135.76,59135.76
2001-02-01,4780.0,49391.74,49391.74
2001-03-01,4940.0,51045.02,51045.02
2001-04-01,4438.0,45857.85,45857.85
2001-05-01,4679.0,48348.11,48348.11
2001-06-01,5480.0,56624.84,56624.84
2001-07-01,5575.0,57606.48,57606.48
2001-08-01,5157.0,53287.28,53287.28
2001-09-01,5161.0,53328.61,53328.61
2001-10-01,5863.0,60582.38,60582.38
2001-11-01,5412.0,55922.2,55922.2
2001-12-01,5787.0,59797.07,59797.07
2002-01-01,5713.0,58118.35,58118.35
2002-02-01,5380.0,54730.74,54730.74
2002-03-01,5611.0,57080.7,57080.7
2002-04-01,4447.0,45239.33,45239.33
2002-05-01,5370.0,54629.01,54629.01
2002-06-01,4891.0,49756.14,49756.14
2002-07-01,5262.0,53530.33,53530.33
2002-08-01,5163.0,52523.2,52523.2
2002-09-01,5167.0,52563.89,52563.89
2002-10-01,5240.0,53306.52,53306.52
2002-11-01,5861.0,59623.95,59623.95
2002-12-01,6328.0,64374.74,64374.74
2003-01-01,6008.0,61527.93,61527.93
2003-02-01,4640.0,47518.24,47518.24
2003-03-01,5228.0,53539.95,53539.95
2003-04-01,4415.0,45214.02,45214.02
2003-05-01,5205.0,53304.41,53304.41
2003-06-01,3865.0,39581.47,39581.47
2003-07-01,4895.0,50129.7,50129.7
2003-08-01,4888.0,50058.01,50058.01
2003-09-01,5148.0,52720.67,52720.67
2003-10-01,4906.0,50242.35,50242.35
2003-11-01,5554.0,56878.51,56878.51
2003-12-01,5934.0,60770.09,60770.09
2005-01-01,4341.426,43409.92,43409.92
2005-02-01,3665.782,36654.15,36654.15
2005-03-01,4149.993,41495.78,41495.78
2005-04-01,4152.25,41518.35,41518.35
2005-05-01,4409.275000000001,44088.34,44088.34
2005-06-01,4354.139,43537.04,43537.04
2005-07-01,4453.577,44531.32,44531.32
2005-08-01,4398.952,43985.12,43985.12
2005-09-01,4304.64,43042.1,43042.1
2005-10-01,4409.021000000001,44085.8,44085.8
2005-11-01,4279.617,42791.89,42791.89
2005-12-01,4399.328,43988.88,43988.88
2006-01-01,3954.414,39223.83,39223.83
2006-02-01,3584.2290000000003,35551.97,35551.97
2006-03-01,4051.404,40185.88,40185.88
2006-04-01,3624.7690000000002,35954.08,35954.08
2006-05-01,3525.8610000000003,34973.02,34973.02
2006-06-01,3827.1040000000003,37961.04,37961.04
2006-07-01,4020.7230000000004,39881.55,39881.55
2006-08-01,4105.563,40723.08,40723.08
2006-09-01,3885.396,38539.24,38539.24
2006-10-01,4049.414,40166.14,40166.14
2006-11-01,3922.034,38902.66,38902.66
2006-12-01,4092.09,40589.44,40589.44
2007-01-01,3989.311,39430.35,39430.35
2007-02-01,3478.556,34382.05,34382.05
2007-03-01,3710.268,36672.29,36672.29
2007-04-01,3608.496,35666.37,35666.37
2007-05-01,3638.1240000000003,35959.22,35959.22
2007-06-01,3889.3590000000004,38442.42,38442.42
2007-07-01,3909.645,38642.93,38642.93
2007-08-01,3898.5890000000004,38533.65,38533.65
2007-09-01,3821.62,37772.89,37772.89
2007-10-01,3949.226,39034.15,39034.15
2007-11-01,3783.471,37395.83,37395.83
2007-12-01,3901.3340000000003,38560.79,38560.79
2008-01-01,3643.288,35900.96,35900.96
2008-02-01,3295.4970000000003,32473.83,32473.83
2008-03-01,3465.3990000000003,34148.04,34148.04
2008-04-01,3341.824,32930.33,32930.33
2008-05-01,3462.237,34116.88,34116.88
2008-06-01,3515.286,34639.63,34639.63
2008-07-01,3582.539,35302.340000000004,35302.340000000004
2008-08-01,3539.53,34878.53,34878.53
2008-09-01,3437.781,33875.89,33875.89
2008-10-01,3555.527,35036.16,35036.16
2008-11-01,3395.927,33463.46,33463.46
2008-12-01,3456.165,34057.05,34057.05
2009-01-01,1998.675,19507.07,19507.07
2009-02-01,1810.498,17670.46,17670.46
2009-03-01,2013.0430000000001,19647.3,19647.3
2009-04-01,1918.298,18722.59,18722.59
2009-05-01,1957.0710000000001,19101.01,19101.01
2009-06-01,1894.602,18491.32,18491.32
2009-07-01,1997.0780000000002,19491.48,19491.48
2009-08-01,1978.837,19313.45,19313.45
2009-09-01,1925.097,18788.95,18788.95
2009-10-01,1977.875,19304.06,19304.06
2009-11-01,1937.894,18913.85,18913.85
2009-12-01,2072.032,20223.03,20223.03
2010-01-01,0.0,0.0,0.0
2010-02-01,0.0,0.0,0.0
2010-03-01,0.0,0.0,0.0
2010-04-01,0.0,0.0,0.0
2010-05-01,0.0,0.0,0.0
2010-06-01,0.0,0.0,0.0
2010-07-01,0.0,0.0,0.0
2010-08-01,0.0,0.0,0.0
2010-09-01,0.0,0.0,0.0
2010-10-01,0.0,0.0,0.0
2010-11-01,0.0,0.0,0.0
2010-12-01,0.0,0.0,0.0
2011-01-01,0.0,0.0,0.0
2011-02-01,0.0,0.0,0.0
2011-03-01,0.0,0.0,0.0
