measured_on,Solar-Photovoltaic Generation,Solar-Photovoltaic Quantity Consumed For Electricity,Solar-Photovoltaic Total Fuel Consumed
2018-03-01,128.232,1167.0,1167.0
2018-04-01,141.227,1286.0,1286.0
2018-05-01,164.616,1499.0,1499.0
2018-06-01,166.546,1516.0,1516.0
2018-07-01,153.181,1395.0,1395.0
2018-08-01,125.931,1146.0,1146.0
2018-09-01,87.543,797.0,797.0
2018-10-01,94.225,858.0,858.0
2018-11-01,68.609,625.0,625.0
2018-12-01,77.89,709.0,709.0
2019-01-01,82.216,732.0,732.0
2019-02-01,94.951,846.0,846.0
2019-03-01,133.473,1189.0,1189.0
2019-04-01,146.287,1303.0,1303.0
2019-05-01,147.719,1315.0,1315.0
2019-06-01,162.921,1451.0,1451.0
2019-07-01,195.076,1737.0,1737.0
2019-08-01,161.489,1438.0,1438.0
2019-09-01,152.256,1356.0,1356.0
2019-10-01,102.99,917.0,917.0
2019-11-01,83.172,741.0,741.0
2019-12-01,52.45,467.0,467.0
2020-01-01,79.02,693.0,693.0
2020-02-01,92.894,814.0,814.0
2020-03-01,132.464,1161.0,1161.0
2020-04-01,124.648,1093.0,1093.0
2020-05-01,174.817,1533.0,1533.0
2020-06-01,166.27,1458.0,1458.0
2020-07-01,164.993,1446.0,1446.0
2020-08-01,151.61,1329.0,1329.0
2020-09-01,138.566,1215.0,1215.0
2020-10-01,98.537,864.0,864.0
2020-11-01,82.666,725.0,725.0
2020-12-01,57.515,504.0,504.0
2021-01-01,79.991,707.0,707.0
2021-02-01,58.087,514.0,514.0
2021-03-01,151.518,1340.0,1340.0
2021-04-01,113.86,1007.0,1007.0
2021-05-01,166.626,1474.0,1474.0
2021-06-01,164.866,1458.0,1458.0
2021-07-01,134.591,1190.0,1190.0
2021-08-01,138.407,1224.0,1224.0
2021-09-01,125.934,1114.0,1114.0
2021-10-01,98.919,875.0,875.0
2021-11-01,99.782,882.0,882.0
2021-12-01,55.419,490.0,490.0
2022-01-01,49.779,170.0,170.0
2022-02-01,72.75,248.0,248.0
2022-03-01,130.828,446.0,446.0
2022-04-01,156.707,535.0,535.0
2022-05-01,192.596,657.0,657.0
2022-06-01,184.935,631.0,631.0
2022-07-01,203.064,693.0,693.0
2022-08-01,176.638,603.0,603.0
2022-09-01,144.005,491.0,491.0
2022-10-01,123.241,420.0,420.0
2022-11-01,89.413,305.0,305.0
2022-12-01,58.044,198.0,198.0
2023-01-01,55.0,188.0,188.0
2023-02-01,86.0,293.0,293.0
2023-03-01,146.0,498.0,498.0
2023-04-01,149.0,508.0,508.0
2023-05-01,208.0,710.0,710.0
2023-06-01,155.0,529.0,529.0
2023-07-01,156.0,532.0,532.0
2023-08-01,142.0,485.0,485.0
2023-09-01,123.0,420.0,420.0
2023-10-01,112.0,382.0,382.0
2023-11-01,95.0,324.0,324.0
2023-12-01,63.0,215.0,215.0
2024-01-01,40.0,136.0,136.0
2024-02-01,111.0,379.0,379.0
2024-03-01,139.0,474.0,474.0
2024-04-01,146.0,498.0,498.0
2024-05-01,159.0,543.0,543.0
2024-06-01,182.0,621.0,621.0
2024-07-01,150.0,512.0,512.0
2024-08-01,143.0,488.0,488.0
2024-09-01,131.0,447.0,447.0
2024-10-01,125.0,427.0,427.0
2024-11-01,100.0,341.0,341.0
2024-12-01,75.0,256.0,256.0
