measured_on,Solar-Photovoltaic Generation,Solar-Photovoltaic Quantity Consumed For Electricity,Solar-Photovoltaic Total Fuel Consumed
2019-12-01,0.0,0.0,0.0
2020-01-01,100.43,880.0,880.0
2020-02-01,112.126,983.0,983.0
2020-03-01,162.124,1421.0,1421.0
2020-04-01,162.567,1425.0,1425.0
2020-05-01,213.482,1872.0,1872.0
2020-06-01,214.61,1881.0,1881.0
2020-07-01,204.113,1789.0,1789.0
2020-08-01,173.306,1519.0,1519.0
2020-09-01,170.435,1494.0,1494.0
2020-10-01,121.001,1061.0,1061.0
2020-11-01,111.431,977.0,977.0
2020-12-01,75.375,661.0,661.0
2021-01-01,127.816,1130.0,1130.0
2021-02-01,90.405,800.0,800.0
2021-03-01,222.561,1968.0,1968.0
2021-04-01,226.801,2006.0,2006.0
2021-05-01,251.29,2222.0,2222.0
2021-06-01,248.726,2200.0,2200.0
2021-07-01,222.965,1972.0,1972.0
2021-08-01,213.113,1885.0,1885.0
2021-09-01,212.77,1882.0,1882.0
2021-10-01,164.72,1457.0,1457.0
2021-11-01,152.223,1346.0,1346.0
2021-12-01,101.61,899.0,899.0
2022-01-01,110.651,378.0,378.0
2022-02-01,138.749,473.0,473.0
2022-03-01,194.005,662.0,662.0
2022-04-01,226.781,774.0,774.0
2022-05-01,226.163,772.0,772.0
2022-06-01,239.883,818.0,818.0
2022-07-01,247.987,846.0,846.0
2022-08-01,246.832,842.0,842.0
2022-09-01,208.86,713.0,713.0
2022-10-01,203.424,694.0,694.0
2022-11-01,146.176,499.0,499.0
2022-12-01,111.489,380.0,380.0
2023-01-01,91.0,310.0,310.0
2023-02-01,143.0,488.0,488.0
2023-03-01,169.0,577.0,577.0
2023-04-01,202.0,689.0,689.0
2023-05-01,299.0,1020.0,1020.0
2023-06-01,236.0,805.0,805.0
2023-07-01,257.0,877.0,877.0
2023-08-01,221.0,754.0,754.0
2023-09-01,186.0,635.0,635.0
2023-10-01,176.0,601.0,601.0
2023-11-01,156.0,532.0,532.0
2023-12-01,107.0,365.0,365.0
2024-01-01,87.0,297.0,297.0
2024-02-01,165.0,563.0,563.0
2024-03-01,207.0,706.0,706.0
2024-04-01,211.0,720.0,720.0
2024-05-01,229.0,781.0,781.0
2024-06-01,275.0,938.0,938.0
2024-07-01,232.0,792.0,792.0
2024-08-01,246.0,839.0,839.0
2024-09-01,192.0,655.0,655.0
2024-10-01,225.0,768.0,768.0
2024-11-01,160.0,546.0,546.0
2024-12-01,121.0,413.0,413.0
