measured_on,"Electricity used for energy storage - Energy Storage, Battery - Other - Generation","Electricity used for energy storage - Energy Storage, Battery - Other - Quantity Consumed For Electricity","Electricity used for energy storage - Energy Storage, Battery - Other - Total Fuel Consumed",Solar - Photovoltaic - Solar - Generation,Solar - Photovoltaic - Solar - Quantity Consumed For Electricity,Solar - Photovoltaic - Solar - Total Fuel Consumed
2021-03-01,0.0,0.0,0.0,273.221,2416.0,2416.0
2021-04-01,0.0,0.0,0.0,342.001,3025.0,3025.0
2021-05-01,0.0,0.0,0.0,372.775,3297.0,3297.0
2021-06-01,0.0,0.0,0.0,362.111,3203.0,3203.0
2021-07-01,0.0,0.0,0.0,346.833,3067.0,3067.0
2021-08-01,0.0,0.0,0.0,341.146,3017.0,3017.0
2021-09-01,0.0,0.0,0.0,294.156,2602.0,2602.0
2021-10-01,0.0,0.0,0.0,244.833,2165.0,2165.0
2021-11-01,0.0,0.0,0.0,194.812,1723.0,1723.0
2021-12-01,0.0,0.0,0.0,133.112,1177.0,1177.0
2022-01-01,-1.785,0.0,0.0,154.287,526.0,526.0
2022-02-01,-1.876,0.0,0.0,184.033,628.0,628.0
2022-03-01,-1.736,0.0,0.0,243.988,832.0,832.0
2022-04-01,-1.819,0.0,0.0,275.227,939.0,939.0
2022-05-01,-1.927,0.0,0.0,322.575,1101.0,1101.0
2022-06-01,-1.947,0.0,0.0,335.881,1146.0,1146.0
2022-07-01,-2.022,0.0,0.0,323.952,1105.0,1105.0
2022-08-01,-2.078,0.0,0.0,300.787,1026.0,1026.0
2022-09-01,-1.863,0.0,0.0,253.839,866.0,866.0
2022-10-01,-2.079,0.0,0.0,233.86,798.0,798.0
2022-11-01,-1.925,0.0,0.0,173.368,592.0,592.0
2022-12-01,-1.943,0.0,0.0,121.203,414.0,414.0
2023-01-01,0.0,0.0,0.0,123.0,420.0,420.0
2023-02-01,-1.0,0.0,0.0,158.0,539.0,539.0
2023-03-01,-4.0,0.0,0.0,218.0,744.0,744.0
2023-04-01,-4.0,0.0,0.0,312.0,1065.0,1065.0
2023-05-01,-5.0,0.0,0.0,311.0,1061.0,1061.0
2023-06-01,-3.0,0.0,0.0,335.0,1143.0,1143.0
2023-07-01,-4.0,0.0,0.0,346.0,1181.0,1181.0
2023-08-01,-4.0,0.0,0.0,290.0,989.0,989.0
2023-09-01,-4.0,0.0,0.0,214.0,730.0,730.0
2023-10-01,-3.0,0.0,0.0,171.0,583.0,583.0
2023-11-01,-2.0,0.0,0.0,115.0,392.0,392.0
2023-12-01,-2.0,0.0,0.0,93.0,317.0,317.0
2024-01-01,-3.0,0.0,0.0,100.0,341.0,341.0
2024-02-01,-2.0,0.0,0.0,136.0,464.0,464.0
2024-03-01,-4.0,0.0,0.0,207.0,706.0,706.0
2024-04-01,-4.0,0.0,0.0,282.0,962.0,962.0
2024-05-01,-2.0,0.0,0.0,342.0,1167.0,1167.0
2024-06-01,-3.0,0.0,0.0,330.0,1126.0,1126.0
2024-07-01,-4.0,0.0,0.0,337.0,1150.0,1150.0
2024-08-01,-4.0,0.0,0.0,310.0,1058.0,1058.0
2024-09-01,-3.0,0.0,0.0,254.0,867.0,867.0
2024-10-01,-3.0,0.0,0.0,171.0,583.0,583.0
2024-11-01,-3.0,0.0,0.0,64.0,218.0,218.0
2024-12-01,-2.0,0.0,0.0,80.0,273.0,273.0
