measured_on,Hydroelectric Generation,Hydroelectric Quantity Consumed For Electricity,Hydroelectric Total Fuel Consumed
2001-01-01,1852.986,19146.9,19146.9
2001-02-01,1567.334,16195.26,16195.26
2001-03-01,1490.3010000000002,15399.28,15399.28
2001-04-01,2065.5840000000003,21343.68,21343.68
2001-05-01,1821.901,18825.7,18825.7
2001-06-01,1798.064,18579.4,18579.4
2001-07-01,1299.422,13426.93,13426.93
2001-08-01,860.15,8887.93,8887.93
2001-09-01,763.807,7892.42,7892.42
2001-10-01,777.806,8037.07,8037.07
2001-11-01,997.9910000000001,10312.24,10312.24
2001-12-01,1226.655,12675.03,12675.03
2002-01-01,456.93300000000005,4648.38,4648.38
2002-02-01,727.998,7405.92,7405.92
2002-03-01,1003.647,10210.1,10210.1
2002-04-01,1016.51,10340.96,10340.96
2002-05-01,1042.99,10610.34,10610.34
2002-06-01,1105.344,11244.66,11244.66
2002-07-01,750.908,7638.99,7638.99
2002-08-01,4523.456,46017.12,46017.12
2002-09-01,4317.268,43919.57,43919.57
2002-10-01,1534.355,15608.99,15608.99
2002-11-01,4975.14,50612.1,50612.1
2002-12-01,5139.451,52283.64,52283.64
2003-01-01,2639.668,27032.84,27032.84
2003-02-01,2246.351,23004.88,23004.88
2003-03-01,2558.179,26198.31,26198.31
2003-04-01,2653.117,27170.57,27170.57
2003-05-01,2736.717,28026.72,28026.72
2003-06-01,2416.61,24748.5,24748.5
2003-07-01,2353.4030000000002,24101.2,24101.2
2003-08-01,2520.476,25812.19,25812.19
2003-09-01,1996.151,20442.58,20442.58
2003-10-01,2382.273,24396.86,24396.86
2003-11-01,2636.7380000000003,27002.83,27002.83
2003-12-01,2727.315,27930.43,27930.43
2004-01-01,2008.941,20133.61,20133.61
2004-02-01,1247.602,12503.47,12503.47
2004-03-01,3435.416,34429.74,34429.74
2004-04-01,4036.67,40455.51,40455.51
2004-05-01,3559.425,35672.56,35672.56
2004-06-01,2429.067,24344.11,24344.11
2004-07-01,1966.853,19711.8,19711.8
2004-08-01,2510.2360000000003,25157.59,25157.59
2004-09-01,2255.455,22604.17,22604.17
2004-10-01,789.1460000000001,7908.82,7908.82
2004-11-01,1776.7060000000001,17806.15,17806.15
2004-12-01,2748.483,27545.3,27545.3
2005-01-01,3339.906,33395.73,33395.73
2005-02-01,2714.08,27138.09,27138.09
2005-03-01,2965.41,29651.13,29651.13
2005-04-01,3717.451,37170.79,37170.79
2005-05-01,2754.317,27540.42,27540.42
2005-06-01,2467.7070000000003,24674.6,24674.6
2005-07-01,2095.225,20950.15,20950.15
2005-08-01,1652.057,16518.92,16518.92
2005-09-01,1427.1080000000002,14269.65,14269.65
2005-10-01,2902.7740000000003,29024.84,29024.84
2005-11-01,3187.6420000000003,31873.24,31873.24
2005-12-01,3371.322,33709.85,33709.85
2006-01-01,3871.195,38398.0,38398.0
2006-02-01,3490.674,34624.0,34624.0
2006-03-01,3075.333,30504.0,30504.0
2006-04-01,3347.3990000000003,33203.0,33203.0
2006-05-01,3957.739,39257.0,39257.0
2006-06-01,3888.737,38572.0,38572.0
2006-07-01,4077.8720000000003,40448.0,40448.0
2006-08-01,4048.405,40156.0,40156.0
2006-09-01,2627.8940000000002,26066.0,26066.0
2006-10-01,2316.674,22979.0,22979.0
2006-11-01,2713.5910000000003,26916.0,26916.0
2006-12-01,2873.487,28502.0,28502.0
2007-01-01,3146.714,31102.0,31102.0
2007-02-01,1993.259,19701.0,19701.0
2007-03-01,2727.5550000000003,26959.0,26959.0
2007-04-01,3512.8520000000003,34721.0,34721.0
2007-05-01,3146.197,31097.0,31097.0
2007-06-01,1595.5130000000001,15770.0,15770.0
2007-07-01,2203.274,21777.0,21777.0
2007-08-01,1088.934,10763.0,10763.0
2007-09-01,764.2810000000001,7554.0,7554.0
2007-10-01,1950.24,19276.0,19276.0
2007-11-01,3146.137,31096.0,31096.0
2007-12-01,3246.0440000000003,32084.0,32084.0
2008-01-01,3596.875,35444.0,35444.0
2008-02-01,3319.743,32713.0,32713.0
2008-03-01,3963.2180000000003,39054.0,39054.0
2008-04-01,3969.799,39118.0,39118.0
2008-05-01,3043.342,29989.0,29989.0
2008-06-01,2736.2290000000003,26963.0,26963.0
2008-07-01,2554.886,25176.0,25176.0
2008-08-01,3434.545,33844.0,33844.0
2008-09-01,911.101,8978.0,8978.0
2008-10-01,2067.893,20377.0,20377.0
2008-11-01,3484.9990000000003,34341.0,34341.0
2008-12-01,3587.37,35350.0,35350.0
2009-01-01,2750.916,26849.0,26849.0
2009-02-01,2722.7470000000003,26574.0,26574.0
2009-03-01,4401.021000000001,42954.0,42954.0
2009-04-01,4084.491,39865.0,39865.0
2009-05-01,3967.3680000000004,38722.0,38722.0
2009-06-01,2900.656,28310.0,28310.0
2009-07-01,3817.628,37260.0,37260.0
2009-08-01,2214.224,21611.0,21611.0
2009-09-01,838.3960000000001,8183.0,8183.0
2009-10-01,1578.941,15410.0,15410.0
2009-11-01,2662.703,25988.0,25988.0
2009-12-01,3495.909,34120.0,34120.0
2010-01-01,2707.311,26413.0,26413.0
2010-02-01,2425.9230000000002,23667.0,23667.0
2010-03-01,3536.1440000000002,34499.0,34499.0
2010-04-01,4335.84,42300.0,42300.0
2010-05-01,3443.37,33594.0,33594.0
2010-06-01,2656.708,25919.0,25919.0
2010-07-01,1829.41,17848.0,17848.0
2010-08-01,1425.345,13906.0,13906.0
2010-09-01,752.926,7346.0,7346.0
2010-10-01,3563.746,34768.0,34768.0
2010-11-01,4207.03,41044.0,41044.0
2010-12-01,2727.2470000000003,26607.0,26607.0
2011-01-01,2812.52,27326.0,27326.0
2011-02-01,2055.819,19974.0,19974.0
2011-03-01,4223.127,41032.0,41032.0
2011-04-01,3960.615,38481.0,38481.0
2011-05-01,4313.267,41908.0,41908.0
2011-06-01,3755.824,36492.0,36492.0
2011-07-01,972.561,9449.0,9449.0
2011-08-01,743.258,7221.0,7221.0
2011-09-01,2485.96,24154.0,24154.0
2011-10-01,3778.754,36714.0,36714.0
2011-11-01,2269.308,22049.0,22049.0
2011-12-01,3690.987,35862.0,35862.0
2012-01-01,2610.935,24846.0,24846.0
2012-02-01,2272.101,21621.0,21621.0
2012-03-01,3664.326,34870.0,34870.0
2012-04-01,3236.685,30800.0,30800.0
2012-05-01,3522.235,33518.0,33518.0
2012-06-01,1921.654,18286.0,18286.0
2012-07-01,946.139,9003.0,9003.0
2012-08-01,674.252,6416.0,6416.0
2012-09-01,900.37,8568.0,8568.0
2012-10-01,2768.739,26347.0,26347.0
2012-11-01,2252.29,21433.0,21433.0
2012-12-01,3330.274,31691.0,31691.0
2013-01-01,2954.758,28191.0,28191.0
2013-02-01,2136.515,20384.0,20384.0
2013-03-01,2773.612,26463.0,26463.0
2013-04-01,3947.938,37667.0,37667.0
2013-05-01,2754.327,26279.0,26279.0
2013-06-01,3645.575,34782.0,34782.0
2013-07-01,3451.346,32929.0,32929.0
2013-08-01,1776.985,16954.0,16954.0
2013-09-01,1701.222,16231.0,16231.0
2013-10-01,1281.771,12229.0,12229.0
2013-11-01,2699.227,25753.0,25753.0
2013-12-01,3109.724,29670.0,29670.0
2014-01-01,710.755,6759.0,6759.0
2014-02-01,402.743,3830.0,3830.0
2014-03-01,373.278,3550.0,3550.0
2014-04-01,820.904,7807.0,7807.0
2014-05-01,932.082,8864.0,8864.0
2014-06-01,562.23,5347.0,5347.0
2014-07-01,396.233,3768.0,3768.0
2014-08-01,326.34,3103.0,3103.0
2014-09-01,128.48,1222.0,1222.0
2014-10-01,413.878,3936.0,3936.0
2014-11-01,421.758,4011.0,4011.0
2014-12-01,719.319,6841.0,6841.0
2015-01-01,2083.739,19418.0,19418.0
2015-02-01,1380.791,12868.0,12868.0
2015-03-01,1460.988,13615.0,13615.0
2015-04-01,3585.872,33417.0,33417.0
2015-05-01,2968.7,27665.0,27665.0
2015-06-01,3883.649,36192.0,36192.0
2015-07-01,2974.279,27717.0,27717.0
2015-08-01,1199.475,11178.0,11178.0
2015-09-01,697.369,6499.0,6499.0
2015-10-01,1440.765,13426.0,13426.0
2015-11-01,1929.62,17982.0,17982.0
2015-12-01,3219.753,30005.0,30005.0
2016-01-01,3317.014,30623.0,30623.0
2016-02-01,3449.337,31844.0,31844.0
2016-03-01,4654.048,42966.0,42966.0
2016-04-01,4357.741,40231.0,40231.0
2016-05-01,1745.369,16113.0,16113.0
2016-06-01,1870.387,17267.0,17267.0
2016-07-01,1346.776,12433.0,12433.0
2016-08-01,1048.845,9683.0,9683.0
2016-09-01,375.051,3462.0,3462.0
2016-10-01,154.242,1424.0,1424.0
2016-11-01,623.462,5756.0,5756.0
2016-12-01,2416.728,22311.0,22311.0
2017-01-01,2422.622,22320.0,22320.0
2017-02-01,2411.372,22216.0,22216.0
2017-03-01,2970.685,27369.0,27369.0
2017-04-01,4131.637,38065.0,38065.0
2017-05-01,4322.629,39824.0,39824.0
2017-06-01,3302.577,30427.0,30427.0
2017-07-01,2750.228,25338.0,25338.0
2017-08-01,1729.641,15935.0,15935.0
2017-09-01,1304.53,12019.0,12019.0
2017-10-01,1255.242,11565.0,11565.0
2017-11-01,2971.757,27379.0,27379.0
2017-12-01,2302.08,21209.0,21209.0
2018-01-01,2159.015,19656.0,19656.0
2018-02-01,2310.475,21035.0,21035.0
2018-03-01,2560.383,23310.0,23310.0
2018-04-01,3069.574,27945.0,27945.0
2018-05-01,2505.208,22807.0,22807.0
2018-06-01,1142.976,10406.0,10406.0
2018-07-01,987.731,8992.0,8992.0
2018-08-01,1361.511,12395.0,12395.0
2018-09-01,1306.156,11891.0,11891.0
2018-10-01,1946.792,17724.0,17724.0
