measured_on,Electricity used for energy storage Generation,Electricity used for energy storage Quantity Consumed For Electricity,Electricity used for energy storage Total Fuel Consumed
2014-01-01,-627.858,0.0,0.0
2014-02-01,-480.134,0.0,0.0
2014-03-01,-717.223,0.0,0.0
2014-04-01,-727.846,0.0,0.0
2014-05-01,-712.18,0.0,0.0
2014-06-01,-726.552,0.0,0.0
2014-07-01,-773.483,0.0,0.0
2014-08-01,-782.876,0.0,0.0
2014-09-01,-741.349,0.0,0.0
2014-10-01,-604.699,0.0,0.0
2014-11-01,-775.032,0.0,0.0
2014-12-01,-788.768,0.0,0.0
2015-01-01,-868.677,0.0,0.0
2015-02-01,-690.584,0.0,0.0
2015-03-01,-806.721,0.0,0.0
2015-04-01,-789.111,0.0,0.0
2015-05-01,-780.021,0.0,0.0
2015-06-01,-892.367,0.0,0.0
2015-07-01,-864.058,0.0,0.0
2015-08-01,-930.038,0.0,0.0
2015-09-01,-893.622,0.0,0.0
2015-10-01,-756.76,0.0,0.0
2015-11-01,-937.418,0.0,0.0
2015-12-01,-920.623,0.0,0.0
2016-01-01,-791.508,0.0,0.0
2016-02-01,-774.977,0.0,0.0
2016-03-01,-823.807,0.0,0.0
2016-04-01,-721.116,0.0,0.0
2016-05-01,-844.917,0.0,0.0
2016-06-01,-858.486,0.0,0.0
2016-07-01,-890.28,0.0,0.0
2016-08-01,-869.615,0.0,0.0
2016-09-01,-749.641,0.0,0.0
2016-10-01,-774.895,0.0,0.0
2016-11-01,-865.215,0.0,0.0
2016-12-01,-873.543,0.0,0.0
2017-01-01,-1164.394,0.0,0.0
2017-02-01,-1019.792,0.0,0.0
2017-03-01,-1179.182,0.0,0.0
2017-04-01,-916.498,0.0,0.0
2017-05-01,-1158.201,0.0,0.0
2017-06-01,-1205.426,0.0,0.0
2017-07-01,-1192.662,0.0,0.0
2017-08-01,-1263.831,0.0,0.0
2017-09-01,-1037.268,0.0,0.0
2017-10-01,-1127.766,0.0,0.0
2017-11-01,-1178.688,0.0,0.0
2017-12-01,-1261.292,0.0,0.0
2018-01-01,-1192.631,0.0,0.0
2018-02-01,-1119.856,0.0,0.0
2018-03-01,-1198.814,0.0,0.0
2018-04-01,-1098.351,0.0,0.0
2018-05-01,-1271.732,0.0,0.0
2018-06-01,-1285.64,0.0,0.0
2018-07-01,-1260.038,0.0,0.0
2018-08-01,-1286.77,0.0,0.0
2018-09-01,-1144.494,0.0,0.0
2018-10-01,-1285.403,0.0,0.0
2018-11-01,-1289.687,0.0,0.0
2018-12-01,-1255.584,0.0,0.0
2019-01-01,-1239.2,0.0,0.0
2019-02-01,-1088.336,0.0,0.0
2019-03-01,-1070.774,0.0,0.0
2019-04-01,-1124.269,0.0,0.0
2019-05-01,-1123.825,0.0,0.0
2019-06-01,-1148.037,0.0,0.0
2019-07-01,-1234.8,0.0,0.0
2019-08-01,-1268.011,0.0,0.0
2019-09-01,-1075.647,0.0,0.0
2019-10-01,-1055.618,0.0,0.0
2019-11-01,-1131.674,0.0,0.0
2019-12-01,-1246.809,0.0,0.0
2020-01-01,-1096.541,0.0,0.0
2020-02-01,-935.655,0.0,0.0
2020-03-01,-1031.088,0.0,0.0
2020-04-01,-1029.116,0.0,0.0
2020-05-01,-1043.279,0.0,0.0
2020-06-01,-1044.124,0.0,0.0
2020-07-01,-1116.295,0.0,0.0
2020-08-01,-1072.066,0.0,0.0
2020-09-01,-999.647,0.0,0.0
2020-10-01,-924.363,0.0,0.0
2020-11-01,-1040.687,0.0,0.0
2020-12-01,-1119.139,0.0,0.0
2021-01-01,-1101.978,0.0,0.0
2021-02-01,-867.29,0.0,0.0
2021-03-01,-1044.812,0.0,0.0
2021-04-01,-1034.669,0.0,0.0
2021-05-01,-1080.351,0.0,0.0
2021-06-01,-1089.335,0.0,0.0
2021-07-01,-1085.239,0.0,0.0
2021-08-01,-1026.489,0.0,0.0
2021-09-01,-972.08,0.0,0.0
2021-10-01,-1085.568,0.0,0.0
2021-11-01,-1045.078,0.0,0.0
2021-12-01,-1127.111,0.0,0.0
2022-01-01,-1116.437,0.0,0.0
2022-02-01,-936.93,0.0,0.0
2022-03-01,-1214.357,0.0,0.0
2022-04-01,-1134.569,0.0,0.0
2022-05-01,-1126.119,0.0,0.0
2022-06-01,-1108.902,0.0,0.0
2022-07-01,-1217.755,0.0,0.0
2022-08-01,-1174.248,0.0,0.0
2022-09-01,-996.248,0.0,0.0
2022-10-01,-1133.613,0.0,0.0
2022-11-01,-1209.192,0.0,0.0
2022-12-01,-1265.63,0.0,0.0
2023-01-01,-1010.0,0.0,0.0
2023-02-01,-1010.0,0.0,0.0
2023-03-01,-1010.0,0.0,0.0
2023-04-01,-1010.0,0.0,0.0
2023-05-01,-1010.0,0.0,0.0
2023-06-01,-1010.0,0.0,0.0
2023-07-01,-1010.0,0.0,0.0
2023-08-01,-1010.0,0.0,0.0
2023-09-01,-1010.0,0.0,0.0
2023-10-01,-1010.0,0.0,0.0
2023-11-01,-1010.0,0.0,0.0
2023-12-01,-1010.0,0.0,0.0
2024-01-01,-919.0,0.0,0.0
2024-02-01,-972.0,0.0,0.0
2024-03-01,-1009.0,0.0,0.0
2024-04-01,-773.0,0.0,0.0
2024-05-01,-1119.0,0.0,0.0
2024-06-01,-1203.0,0.0,0.0
2024-07-01,-1137.0,0.0,0.0
2024-08-01,-1145.0,0.0,0.0
2024-09-01,-614.0,0.0,0.0
2024-10-01,-1145.0,0.0,0.0
2024-11-01,-1014.0,0.0,0.0
2024-12-01,-1046.0,0.0,0.0
