measured_on,Distillate Fuel Oil-Combined Cycle Combustion Turbine Part Generation,Distillate Fuel Oil-Combined Cycle Combustion Turbine Part Quantity Consumed For Electricity,Distillate Fuel Oil-Combined Cycle Combustion Turbine Part Total Fuel Consumed,Distillate Fuel Oil-Combined Cycle Steam Part Generation,Distillate Fuel Oil-Combined Cycle Steam Part Quantity Consumed For Electricity,Distillate Fuel Oil-Combined Cycle Steam Part Total Fuel Consumed,Natural Gas-Combined Cycle Combustion Turbine Part Generation,Natural Gas-Combined Cycle Combustion Turbine Part Quantity Consumed For Electricity,Natural Gas-Combined Cycle Combustion Turbine Part Total Fuel Consumed,Natural Gas-Combined Cycle Steam Part Generation,Natural Gas-Combined Cycle Steam Part Quantity Consumed For Electricity,Natural Gas-Combined Cycle Steam Part Total Fuel Consumed
2003-01-01,0.0,0.0,0.0,,,,12231.0,135001.0,135001.0,0.0,0.0,0.0
2003-02-01,0.0,0.0,0.0,,,,3268.9,39941.0,39941.0,0.0,0.0,0.0
2003-03-01,0.0,0.0,0.0,,,,7721.2,87787.0,87787.0,0.0,0.0,0.0
2003-04-01,0.0,0.0,0.0,,,,155.2,2968.0,2968.0,0.0,0.0,0.0
2003-05-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2003-06-01,0.0,0.0,0.0,0.0,0.0,0.0,2085.5,23706.0,23706.0,1475.37,16116.0,16116.0
2003-07-01,0.0,0.0,0.0,0.0,0.0,0.0,1387.1,15366.0,15366.0,1991.41,23004.0,23004.0
2003-08-01,0.0,0.0,0.0,0.0,0.0,0.0,10159.78,113643.0,113643.0,7083.91,75886.0,75886.0
2003-09-01,0.0,0.0,0.0,0.0,0.0,0.0,3180.63,36598.0,36598.0,2349.34,26020.0,26020.0
2003-10-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2003-11-01,0.0,0.0,0.0,0.0,0.0,0.0,1339.57,17684.0,17684.0,976.79,10761.0,10761.0
2003-12-01,0.0,0.0,0.0,0.0,0.0,0.0,1002.98,14993.0,14993.0,906.95,10130.0,10130.0
2004-01-01,0.0,0.0,0.0,0.0,0.0,0.0,2334.09,27049.99,27049.99,705.538,36.35,36.35
2004-02-01,0.0,0.0,0.0,0.0,0.0,0.0,2423.036,28080.79,28080.79,670.86,34.57,34.57
2004-03-01,0.0,0.0,0.0,0.0,0.0,0.0,2308.5170000000003,26753.62,26753.62,691.27,35.62,35.62
2004-04-01,0.0,0.0,0.0,0.0,0.0,0.0,2184.532,25316.74,25316.74,632.316,32.58,32.58
2004-05-01,0.0,0.0,0.0,0.0,0.0,0.0,3021.559,35017.13,35017.13,1009.368,52.01,52.01
2004-06-01,0.0,0.0,0.0,0.0,0.0,0.0,2498.724,28957.94,28957.94,827.719,42.65,42.65
2004-07-01,0.0,0.0,0.0,0.0,0.0,0.0,2368.367,27447.22,27447.22,808.844,41.68,41.68
2004-08-01,0.0,0.0,0.0,0.0,0.0,0.0,2558.8230000000003,29654.44,29654.44,874.6120000000001,45.06,45.06
2004-09-01,0.0,0.0,0.0,0.0,0.0,0.0,2984.5460000000003,34588.18,34588.18,1086.979,56.01,56.01
2004-10-01,0.0,0.0,0.0,0.0,0.0,0.0,1885.7230000000002,21853.82,21853.82,515.3620000000001,26.55,26.55
2004-11-01,0.0,0.0,0.0,0.0,0.0,0.0,2506.281,29045.53,29045.53,715.416,36.86,36.86
2004-12-01,0.0,0.0,0.0,0.0,0.0,0.0,2626.231,30435.63,30435.63,686.417,35.37,35.37
2005-01-01,0.0,0.0,0.0,0.0,0.0,0.0,2147.109,26460.12,26460.12,1791.346,0.0,0.0
2005-02-01,0.0,0.0,0.0,0.0,0.0,0.0,1903.468,23457.58,23457.58,680.0070000000001,0.0,0.0
2005-03-01,0.0,0.0,0.0,0.0,0.0,0.0,2271.455,27992.51,27992.51,704.72,0.0,0.0
2005-04-01,0.0,0.0,0.0,0.0,0.0,0.0,2328.799,28699.19,28699.19,715.767,0.0,0.0
2005-05-01,0.0,0.0,0.0,0.0,0.0,0.0,1889.2130000000002,23281.92,23281.92,634.5260000000001,0.0,0.0
2005-06-01,0.0,0.0,0.0,0.0,0.0,0.0,3214.11,39609.42,39609.42,944.4480000000001,0.0,0.0
2005-07-01,0.0,0.0,0.0,0.0,0.0,0.0,4141.8330000000005,51042.3,51042.3,1419.18,0.0,0.0
2005-08-01,0.0,0.0,0.0,0.0,0.0,0.0,4428.2390000000005,54571.85,54571.85,1401.295,0.0,0.0
