measured_on,Wind Generation,Wind Quantity Consumed For Electricity,Wind Total Fuel Consumed
2016-11-01,14330.0,132295.0,132295.0
2016-12-01,18525.0,171023.0,171023.0
2017-01-01,17402.32,160328.0,160328.0
2017-02-01,16753.932,154354.0,154354.0
2017-03-01,18254.426,168178.0,168178.0
2017-04-01,18893.754,174068.0,174068.0
2017-05-01,17726.713,163316.0,163316.0
2017-06-01,13100.686,120697.0,120697.0
2017-07-01,10516.258,96886.0,96886.0
2017-08-01,12882.12,118683.0,118683.0
2017-09-01,12117.421,111638.0,111638.0
2017-10-01,19337.499,178156.0,178156.0
2017-11-01,17520.649,161418.0,161418.0
2017-12-01,19994.222,184207.0,184207.0
2018-01-01,18813.692,171280.0,171280.0
2018-02-01,15905.316,144802.0,144802.0
2018-03-01,21946.634,199802.0,199802.0
2018-04-01,21578.892,196454.0,196454.0
2018-05-01,15272.965,139045.0,139045.0
2018-06-01,17481.465,159151.0,159151.0
2018-07-01,16170.71,147218.0,147218.0
2018-08-01,15701.064,142942.0,142942.0
2018-09-01,15321.613,139488.0,139488.0
2018-10-01,15894.699,144705.0,144705.0
2018-11-01,16557.433,150739.0,150739.0
2018-12-01,18663.517,169913.0,169913.0
2019-01-01,17838.496,158852.0,158852.0
2019-02-01,16138.702,143715.0,143715.0
2019-03-01,17634.506,157035.0,157035.0
2019-04-01,19328.986,172125.0,172125.0
2019-05-01,16602.642,147847.0,147847.0
2019-06-01,14894.588,132636.0,132636.0
2019-07-01,17083.78,152131.0,152131.0
2019-08-01,15062.654,134133.0,134133.0
2019-09-01,19852.564,176787.0,176787.0
2019-10-01,17544.149,156231.0,156231.0
2019-11-01,17826.994,158749.0,158749.0
2019-12-01,16826.939,149844.0,149844.0
2020-01-01,22415.766,196519.0,196519.0
2020-02-01,18013.542,157925.0,157925.0
2020-03-01,16253.558,142495.0,142495.0
2020-04-01,15901.438,139408.0,139408.0
2020-05-01,22427.218,196619.0,196619.0
2020-06-01,16581.718,145372.0,145372.0
2020-07-01,17986.39,157687.0,157687.0
2020-08-01,17083.879,149774.0,149774.0
2020-09-01,14780.609,129582.0,129582.0
2020-10-01,15617.492,136919.0,136919.0
2020-11-01,17914.921,157060.0,157060.0
2020-12-01,21939.469,192343.0,192343.0
2021-01-01,18198.119,160944.0,160944.0
2021-02-01,12223.858,108108.0,108108.0
2021-03-01,18774.689,166043.0,166043.0
2021-04-01,18212.173,161068.0,161068.0
2021-05-01,16904.042,149499.0,149499.0
2021-06-01,14954.378,132257.0,132257.0
2021-07-01,15469.987,136817.0,136817.0
2021-08-01,16417.71,145198.0,145198.0
2021-09-01,15677.106,138648.0,138648.0
2021-10-01,17207.099,152180.0,152180.0
2021-11-01,17581.544,155491.0,155491.0
2021-12-01,22268.295,196941.0,196941.0
2022-01-01,16961.532,57873.0,57873.0
2022-02-01,15436.208,52668.0,52668.0
2022-03-01,18446.242,62939.0,62939.0
2022-04-01,21359.345,72878.0,72878.0
2022-05-01,17934.243,61192.0,61192.0
2022-06-01,16545.323,56453.0,56453.0
2022-07-01,13954.966,47614.0,47614.0
2022-08-01,13009.212,44387.0,44387.0
2022-09-01,13475.583,45979.0,45979.0
2022-10-01,11546.072,39395.0,39395.0
2022-11-01,17490.357,59677.0,59677.0
2022-12-01,18526.917,63214.0,63214.0
2023-01-01,19621.0,66947.0,66947.0
2023-02-01,21731.0,74146.0,74146.0
2023-03-01,17740.0,60529.0,60529.0
2023-04-01,14454.0,49317.0,49317.0
2023-05-01,12791.0,43643.0,43643.0
2023-06-01,14772.0,50402.0,50402.0
2023-07-01,12754.0,43517.0,43517.0
2023-08-01,12054.0,41128.0,41128.0
2023-09-01,12502.0,42657.0,42657.0
2023-10-01,12318.0,42029.0,42029.0
2023-11-01,16081.0,54868.0,54868.0
2023-12-01,16593.0,56615.0,56615.0
2024-01-01,14576.0,49733.0,49733.0
2024-02-01,18388.0,62740.0,62740.0
2024-03-01,17221.0,58758.0,58758.0
2024-04-01,11491.0,39207.0,39207.0
2024-05-01,15194.0,51842.0,51842.0
2024-06-01,15632.0,53336.0,53336.0
2024-07-01,11212.0,38255.0,38255.0
2024-08-01,15298.0,52197.0,52197.0
2024-09-01,13579.0,46332.0,46332.0
2024-10-01,16872.0,57567.0,57567.0
2024-11-01,20423.0,69683.0,69683.0
2024-12-01,20203.0,68933.0,68933.0
