measured_on,Hydroelectric Generation,Hydroelectric Quantity Consumed For Electricity,Hydroelectric Total Fuel Consumed
2001-01-01,281.795,2911.79,2911.79
2001-02-01,244.08,2522.08,2522.08
2001-03-01,265.214,2740.46,2740.46
2001-04-01,225.306,2328.09,2328.09
2001-05-01,253.751,2622.01,2622.01
2001-06-01,268.511,2774.52,2774.52
2001-07-01,278.831,2881.16,2881.16
2001-08-01,286.619,2961.63,2961.63
2001-09-01,199.55200000000002,2061.97,2061.97
2001-10-01,225.89600000000002,2334.18,2334.18
2001-11-01,217.77100000000002,2250.23,2250.23
2001-12-01,243.673,2517.87,2517.87
2002-01-01,307.0,3123.11,3123.11
2002-02-01,160.0,1627.68,1627.68
2002-03-01,382.0,3886.09,3886.09
2002-04-01,436.0,4435.43,4435.43
2002-05-01,479.0,4872.87,4872.87
2002-06-01,468.0,4760.96,4760.96
2002-07-01,459.0,4669.41,4669.41
2002-08-01,285.0,2899.31,2899.31
2002-09-01,189.0,1922.7,1922.7
2002-10-01,450.0,4577.85,4577.85
2002-11-01,331.0,3367.26,3367.26
2002-12-01,271.0,2756.88,2756.88
