measured_on,Distillate Fuel Oil - Combustion (Gas) Turbine (including jet engine design) - Distillate Fuel Oil - Generation,Distillate Fuel Oil - Combustion (Gas) Turbine (including jet engine design) - Distillate Fuel Oil - Quantity Consumed For Electricity,Distillate Fuel Oil - Combustion (Gas) Turbine (including jet engine design) - Distillate Fuel Oil - Total Fuel Consumed
2023-08-01,7.77,391.0,391.0
2023-09-01,6.739,341.0,341.0
2023-10-01,7.645,385.0,385.0
2023-11-01,9.641,484.0,484.0
2023-12-01,10.588,534.0,534.0
2024-01-01,-2.897,308.0,308.0
2024-02-01,-2.609,281.0,281.0
2024-03-01,-3.145,341.0,341.0
2024-04-01,-3.313,358.0,358.0
2024-05-01,-1.942,209.0,209.0
2024-06-01,-3.468,374.0,374.0
2024-07-01,-2.034,220.0,220.0
2024-08-01,-2.937,319.0,319.0
2024-09-01,-1.951,209.0,209.0
2024-10-01,-3.097,336.0,336.0
2024-11-01,-3.03,325.0,325.0
2024-12-01,-2.577,281.0,281.0
