measured_on,"Distillate Fuel Oil-Internal Combustion Engine (diesel, piston, reciprocating) Generation","Distillate Fuel Oil-Internal Combustion Engine (diesel, piston, reciprocating) Quantity Consumed For Electricity","Distillate Fuel Oil-Internal Combustion Engine (diesel, piston, reciprocating) Total Fuel Consumed","Natural Gas-Internal Combustion Engine (diesel, piston, reciprocating) Generation","Natural Gas-Internal Combustion Engine (diesel, piston, reciprocating) Quantity Consumed For Electricity","Natural Gas-Internal Combustion Engine (diesel, piston, reciprocating) Total Fuel Consumed"
2003-01-01,5.096,59.0,59.0,23.309,273.0,273.0
2003-02-01,4.4270000000000005,51.0,51.0,20.25,237.0,237.0
2003-03-01,3.968,46.0,46.0,18.151,212.0,212.0
2003-04-01,3.4570000000000003,40.0,40.0,15.813,185.0,185.0
2003-05-01,3.8280000000000003,44.0,44.0,17.509,205.0,205.0
2003-06-01,3.988,46.0,46.0,18.241,213.0,213.0
2003-07-01,5.445,63.0,63.0,24.907,291.0,291.0
2003-08-01,5.3340000000000005,62.0,62.0,24.397000000000002,285.0,285.0
2003-09-01,4.457,52.0,52.0,20.387,238.0,238.0
2003-10-01,4.268,50.0,50.0,19.524,228.0,228.0
2003-11-01,4.697,54.0,54.0,21.484,251.0,251.0
2003-12-01,5.035,58.0,58.0,23.029,269.0,269.0
2004-01-01,9.013,126.0,126.0,11.5,133.0,133.0
2004-02-01,5.156000000000001,72.0,72.0,11.431000000000001,132.0,132.0
2004-03-01,3.173,44.0,44.0,13.081000000000001,151.0,151.0
2004-04-01,2.156,30.0,30.0,12.702,146.0,146.0
2004-05-01,2.192,31.0,31.0,14.106,163.0,163.0
2004-06-01,2.07,29.0,29.0,14.344000000000001,165.0,165.0
2004-07-01,2.359,33.0,33.0,15.126000000000001,174.0,174.0
2004-08-01,3.031,42.0,42.0,14.018,162.0,162.0
2004-09-01,3.092,43.0,43.0,13.147,152.0,152.0
2004-10-01,3.039,42.0,42.0,13.094000000000001,151.0,151.0
2004-11-01,2.774,39.0,39.0,11.931000000000001,138.0,138.0
2004-12-01,5.945,83.0,83.0,11.52,133.0,133.0
2005-01-01,4.901,70.27,70.27,11.846,142.35,142.35
2005-02-01,1.6840000000000002,24.14,24.14,9.477,113.88,113.88
2005-03-01,1.866,26.76,26.76,13.151,158.03,158.03
2005-04-01,2.261,32.41,32.41,12.483,150.01,150.01
2005-05-01,2.099,30.1,30.1,11.937000000000001,143.45,143.45
2005-06-01,2.725,39.07,39.07,22.534000000000002,270.78,270.78
2005-07-01,2.774,39.77,39.77,29.665,356.47,356.47
2005-08-01,3.258,46.72,46.72,29.469,354.12,354.12
2005-09-01,2.133,30.58,30.58,17.841,214.4,214.4
2005-10-01,2.369,33.96,33.96,12.651,152.02,152.02
2005-11-01,1.9040000000000001,27.3,27.3,11.087,133.23,133.23
2005-12-01,4.026,57.73,57.73,13.86,166.55,166.55
2006-01-01,1.7630000000000001,48.0,48.0,7.793,189.0,189.0
2006-02-01,0.922,25.0,25.0,8.81,214.0,214.0
2006-03-01,0.775,21.0,21.0,11.609,282.0,282.0
2006-04-01,1.484,40.0,40.0,9.607000000000001,233.0,233.0
2006-05-01,1.387,38.0,38.0,12.655,307.0,307.0
2006-06-01,1.2610000000000001,34.0,34.0,16.301000000000002,395.0,395.0
2006-07-01,1.8270000000000002,49.0,49.0,29.17,707.0,707.0
2006-08-01,1.772,48.0,48.0,25.92,629.0,629.0
2006-09-01,0.8140000000000001,22.0,22.0,15.247,370.0,370.0
2006-10-01,0.86,23.0,23.0,16.515,400.0,400.0
2006-11-01,1.0130000000000001,27.0,27.0,11.103,269.0,269.0
2006-12-01,1.122,30.0,30.0,11.271,273.0,273.0
2007-01-01,3.458,68.0,68.0,0.096,2.0,2.0
2007-02-01,1.598,31.0,31.0,0.075,1.0,1.0
2007-03-01,0.314,6.0,6.0,0.032,1.0,1.0
2007-04-01,0.252,6.0,6.0,0.017,0.0,0.0
2007-05-01,4.32,87.0,87.0,0.05,1.0,1.0
2007-06-01,3.329,68.0,68.0,0.042,1.0,1.0
2007-07-01,0.34800000000000003,6.0,6.0,0.14400000000000002,3.0,3.0
2007-08-01,2.228,43.0,43.0,0.145,3.0,3.0
2007-09-01,0.299,6.0,6.0,0.028,0.0,0.0
2007-10-01,0.11900000000000001,0.0,0.0,0.019,0.0,0.0
2007-11-01,1.608,31.0,31.0,0.009000000000000001,0.0,0.0
2007-12-01,0.454,6.0,6.0,0.015,0.0,0.0
2008-01-01,2.954,43.0,43.0,5.114,69.0,69.0
2008-02-01,0.48800000000000004,6.0,6.0,1.568,22.0,22.0
2008-03-01,1.905,25.0,25.0,3.942,55.0,55.0
