measured_on,"Natural Gas-Internal Combustion Engine (diesel, piston, reciprocating) Generation","Natural Gas-Internal Combustion Engine (diesel, piston, reciprocating) Quantity Consumed For Electricity","Natural Gas-Internal Combustion Engine (diesel, piston, reciprocating) Total Fuel Consumed"
2022-01-01,81.028,1172.0,1172.0
2022-02-01,72.139,1045.0,1045.0
2022-03-01,57.445,832.0,832.0
2022-04-01,59.883,868.0,868.0
2022-05-01,88.463,1282.0,1282.0
2022-06-01,107.685,1560.0,1560.0
2022-07-01,126.895,1838.0,1838.0
2022-08-01,127.556,1848.0,1848.0
2022-09-01,107.522,1558.0,1558.0
2022-10-01,83.1,1204.0,1204.0
2022-11-01,77.888,1128.0,1128.0
2022-12-01,86.436,1252.0,1252.0
2023-01-01,124.937,1765.0,1765.0
2023-02-01,117.835,1663.0,1663.0
2023-03-01,116.294,1642.0,1642.0
2023-04-01,112.314,1585.0,1585.0
2023-05-01,160.351,2263.0,2263.0
2023-06-01,185.234,2615.0,2615.0
2023-07-01,203.145,2868.0,2868.0
2023-08-01,223.595,3156.0,3156.0
2023-09-01,188.365,2659.0,2659.0
2023-10-01,139.04,1963.0,1963.0
2023-11-01,128.911,1819.0,1819.0
2023-12-01,136.979,1933.0,1933.0
2024-01-01,11.233,157.0,157.0
2024-02-01,7.755,109.0,109.0
2024-03-01,8.801,125.0,125.0
2024-04-01,8.268,116.0,116.0
2024-05-01,11.047,156.0,156.0
2024-06-01,12.463,176.0,176.0
2024-07-01,13.472,190.0,190.0
2024-08-01,15.222,215.0,215.0
2024-09-01,12.63,179.0,179.0
2024-10-01,10.941,155.0,155.0
2024-11-01,8.765,124.0,124.0
2024-12-01,9.403,133.0,133.0
