measured_on,"Municiapl Landfill Gas-Internal Combustion Engine (diesel, piston, reciprocating) Generation","Municiapl Landfill Gas-Internal Combustion Engine (diesel, piston, reciprocating) Quantity Consumed For Electricity","Municiapl Landfill Gas-Internal Combustion Engine (diesel, piston, reciprocating) Total Fuel Consumed"
2009-01-01,0.0,0.0,0.0
2009-02-01,0.0,0.0,0.0
2009-03-01,0.0,0.0,0.0
2009-04-01,0.0,0.0,0.0
2009-05-01,0.0,0.0,0.0
2009-06-01,0.0,0.0,0.0
2009-07-01,0.0,0.0,0.0
2009-08-01,0.0,0.0,0.0
2009-09-01,0.0,0.0,0.0
2009-10-01,0.0,0.0,0.0
2009-11-01,2210.255,28047.0,28047.0
2009-12-01,2394.745,30388.0,30388.0
2010-01-01,2912.3540000000003,35207.0,35207.0
2010-02-01,2435.036,29437.0,29437.0
2010-03-01,1859.9160000000002,22485.0,22485.0
2010-04-01,3270.2380000000003,39534.0,39534.0
2010-05-01,2350.2180000000003,28412.0,28412.0
2010-06-01,3308.219,39993.0,39993.0
2010-07-01,4128.793000000001,49913.0,49913.0
2010-08-01,3622.2450000000003,43789.0,43789.0
2010-09-01,3584.288,43330.0,43330.0
2010-10-01,3821.773,46201.0,46201.0
2010-11-01,3158.3790000000004,38182.0,38182.0
2010-12-01,3728.541,45074.0,45074.0
2011-01-01,3899.127,47174.0,47174.0
2011-02-01,3164.428,38286.0,38286.0
2011-03-01,3825.574,46284.0,46284.0
2011-04-01,2614.792,31635.0,31635.0
2011-05-01,3183.953,38522.0,38522.0
2011-06-01,3349.51,40525.0,40525.0
2011-07-01,5476.534,66259.0,66259.0
2011-08-01,3954.849,47849.0,47849.0
2011-09-01,3076.737,37224.0,37224.0
2011-10-01,1490.344,18031.0,18031.0
2011-11-01,1486.95,17990.0,17990.0
2011-12-01,1789.202,21647.0,21647.0
2012-01-01,1625.217,20312.0,20312.0
2012-02-01,1954.814,24432.0,24432.0
2012-03-01,1664.275,20801.0,20801.0
2012-04-01,1827.801,22845.0,22845.0
2012-05-01,2040.819,25507.0,25507.0
2012-06-01,1830.091,22874.0,22874.0
2012-07-01,4428.723,55352.0,55352.0
2012-08-01,6397.803,79963.0,79963.0
2012-09-01,2158.549,26979.0,26979.0
2012-10-01,3849.521,48113.0,48113.0
2012-11-01,4663.235,58283.0,58283.0
2012-12-01,5774.152,72168.0,72168.0
2013-01-01,2694.689,34257.0,34257.0
2013-02-01,2233.632,28395.0,28395.0
2013-03-01,2192.551,27873.0,27873.0
2013-04-01,2938.497,37356.0,37356.0
2013-05-01,3957.361,50308.0,50308.0
2013-06-01,3876.726,49283.0,49283.0
2013-07-01,3643.802,46322.0,46322.0
2013-08-01,3529.348,44867.0,44867.0
2013-09-01,3460.074,43987.0,43987.0
2013-10-01,3336.709,42419.0,42419.0
2013-11-01,3412.551,43383.0,43383.0
2013-12-01,3571.06,45397.0,45397.0
2014-01-01,3606.319,44774.0,44774.0
2014-02-01,3999.845,49661.0,49661.0
2014-03-01,4157.385,51617.0,51617.0
2014-04-01,4180.805,51908.0,51908.0
2014-05-01,3891.626,48317.0,48317.0
2014-06-01,3843.955,47725.0,47725.0
2014-07-01,4141.492,51419.0,51419.0
2014-08-01,3441.81,42732.0,42732.0
2014-09-01,2969.712,36871.0,36871.0
2014-10-01,2763.279,34308.0,34308.0
2014-11-01,2703.321,33563.0,33563.0
2014-12-01,2821.451,35030.0,35030.0
2015-01-01,2711.648,31986.0,31986.0
2015-02-01,2010.293,23712.0,23712.0
2015-03-01,2863.757,33779.0,33779.0
2015-04-01,3684.105,43456.0,43456.0
2015-05-01,3439.803,40575.0,40575.0
2015-06-01,3769.552,44464.0,44464.0
2015-07-01,4283.311,50524.0,50524.0
2015-08-01,4183.702,49349.0,49349.0
2015-09-01,4346.582,51270.0,51270.0
2015-10-01,3717.83,43854.0,43854.0
2015-11-01,4233.319,49934.0,49934.0
2015-12-01,5058.098,59663.0,59663.0
2016-01-01,4855.185,60352.0,60352.0
2016-02-01,3937.633,48946.0,48946.0
2016-03-01,4109.436,51082.0,51082.0
2016-04-01,3229.362,40142.0,40142.0
2016-05-01,4673.973,58099.0,58099.0
2016-06-01,3304.383,41075.0,41075.0
2016-07-01,2950.893,36681.0,36681.0
2016-08-01,3207.472,39870.0,39870.0
2016-09-01,2190.622,27230.0,27230.0
2016-10-01,1929.023,23978.0,23978.0
2016-11-01,2038.064,25334.0,25334.0
2016-12-01,1860.954,23132.0,23132.0
2017-01-01,3861.033,48622.0,48622.0
2017-02-01,3684.192,46395.0,46395.0
2017-03-01,3768.584,47458.0,47458.0
2017-04-01,3413.265,42983.0,42983.0
2017-05-01,3463.473,43615.0,43615.0
2017-06-01,3286.998,41393.0,41393.0
2017-07-01,3401.239,42832.0,42832.0
2017-08-01,3229.115,40664.0,40664.0
2017-09-01,3001.07,37793.0,37793.0
2017-10-01,3548.824,44691.0,44691.0
2017-11-01,3663.189,46131.0,46131.0
2017-12-01,3782.018,47627.0,47627.0
2018-01-01,3873.296,46958.0,46958.0
2018-02-01,3673.433,44535.0,44535.0
2018-03-01,3909.517,47398.0,47398.0
2018-04-01,3764.649,45641.0,45641.0
2018-05-01,3405.103,41282.0,41282.0
2018-06-01,3683.547,44658.0,44658.0
2018-07-01,3701.503,44876.0,44876.0
2018-08-01,3681.913,44638.0,44638.0
2018-09-01,3025.513,36681.0,36681.0
2018-10-01,3754.779,45522.0,45522.0
2018-11-01,3799.154,46060.0,46060.0
2018-12-01,3903.593,47326.0,47326.0
2019-01-01,3427.247,42729.0,42729.0
2019-02-01,3019.597,37647.0,37647.0
2019-03-01,3261.571,40664.0,40664.0
2019-04-01,3068.952,38262.0,38262.0
2019-05-01,3289.043,41006.0,41006.0
2019-06-01,3180.448,39652.0,39652.0
2019-07-01,3229.014,40257.0,40257.0
2019-08-01,3125.15,38963.0,38963.0
2019-09-01,3059.931,38149.0,38149.0
2019-10-01,3219.277,40136.0,40136.0
2019-11-01,3054.361,38080.0,38080.0
2019-12-01,3407.409,42482.0,42482.0
2020-01-01,4580.97,56657.0,56657.0
2020-02-01,5124.488,63378.0,63378.0
2020-03-01,3674.381,45443.0,45443.0
2020-04-01,4062.427,50243.0,50243.0
2020-05-01,2539.403,31406.0,31406.0
2020-06-01,3320.557,41068.0,41068.0
2020-07-01,3930.641,48613.0,48613.0
