measured_on,Natural Gas-Combustion (Gas) Turbine (including jet engine design) Generation,Natural Gas-Combustion (Gas) Turbine (including jet engine design) Quantity Consumed For Electricity,Natural Gas-Combustion (Gas) Turbine (including jet engine design) Total Fuel Consumed
2004-01-01,7316.0,70541.0,70541.0
2004-02-01,2267.0,21935.0,21935.0
2004-03-01,585.0,7408.0,7408.0
2004-04-01,3200.0,29659.0,29659.0
2004-05-01,14793.0,135468.0,135468.0
2004-06-01,8507.0,74446.0,74446.0
2004-07-01,4370.0,42942.0,42942.0
2004-08-01,6378.0,61303.0,61303.0
2004-09-01,8970.0,87418.0,87418.0
2004-10-01,6821.0,66211.0,66211.0
2004-11-01,1045.0,11984.0,11984.0
2004-12-01,5193.0,45311.0,45311.0
2005-01-01,6116.0,57507.17,57507.17
2005-02-01,989.0,9800.07,9800.07
2005-03-01,8811.0,99320.67,99320.67
2005-04-01,18795.0,200416.46,200416.46
2005-05-01,8897.0,80424.52,80424.52
2005-06-01,8770.0,90571.29,90571.29
2005-07-01,15280.0,153304.54,153304.54
2005-08-01,10743.0,109083.29,109083.29
2005-09-01,16801.0,169651.99,169651.99
2005-10-01,1933.0,19158.37,19158.37
2005-11-01,6398.0,64677.5,64677.5
2005-12-01,6921.0,66419.52,66419.52
2006-01-01,3919.0,38880.0,38880.0
2006-02-01,7013.0,70130.0,70130.0
2006-03-01,2107.0,21064.0,21064.0
2006-04-01,3660.0,37526.0,37526.0
2006-05-01,3608.0,39229.0,39229.0
2006-06-01,7831.0,80201.0,80201.0
2006-07-01,13793.0,145320.0,145320.0
2006-08-01,19638.0,202104.0,202104.0
2006-09-01,4703.0,48250.0,48250.0
2006-10-01,3664.0,37998.0,37998.0
2006-11-01,5234.0,57290.0,57290.0
2006-12-01,6754.0,74842.0,74842.0
2007-01-01,5391.0,54018.0,54018.0
2007-02-01,3431.0,37342.0,37342.0
2007-03-01,2828.0,31131.0,31131.0
2007-04-01,2312.0,25232.0,25232.0
2007-05-01,9346.0,101658.0,101658.0
2007-06-01,9093.0,100605.0,100605.0
2007-07-01,9617.0,103124.0,103124.0
2007-08-01,28902.0,303021.0,303021.0
2007-09-01,9276.0,101236.0,101236.0
2007-10-01,7779.0,82179.0,82179.0
2007-11-01,4663.0,53435.0,53435.0
2007-12-01,10218.0,114741.0,114741.0
2008-01-01,8322.243,93159.0,93159.0
2008-02-01,4800.2210000000005,53733.0,53733.0
2008-03-01,4534.918000000001,50764.0,50764.0
2008-04-01,3866.487,43281.0,43281.0
2008-05-01,4364.802000000001,48859.0,48859.0
2008-06-01,8275.101,92631.0,92631.0
2008-07-01,8740.852,97844.0,97844.0
2008-08-01,7607.544000000001,85158.0,85158.0
2008-09-01,5253.865000000001,58812.0,58812.0
2008-10-01,5677.235000000001,63551.0,63551.0
2008-11-01,5057.733,56616.0,56616.0
2008-12-01,4531.999,50731.0,50731.0
2009-01-01,7090.525000000001,75895.0,75895.0
2009-02-01,6220.591,66584.0,66584.0
2009-03-01,6684.008000000001,71545.0,71545.0
2009-04-01,6491.088000000001,69479.0,69479.0
2009-05-01,6282.024,67242.0,67242.0
2009-06-01,10160.126,108752.0,108752.0
2009-07-01,8528.911,91293.0,91293.0
2009-08-01,9665.928,103463.0,103463.0
2009-09-01,9567.071,102404.0,102404.0
2009-10-01,5550.399,59411.0,59411.0
2009-11-01,5630.895,60272.0,60272.0
2009-12-01,7809.434,83591.0,83591.0
2010-01-01,8331.825,88980.0,88980.0
2010-02-01,7549.959000000001,80631.0,80631.0
2010-03-01,6758.525000000001,72178.0,72178.0
2010-04-01,5873.021000000001,62722.0,62722.0
2010-05-01,8046.615000000001,85936.0,85936.0
2010-06-01,10197.096,108902.0,108902.0
2010-07-01,12220.121,130507.0,130507.0
2010-08-01,13251.416000000001,141520.0,141520.0
2010-09-01,8409.063,89806.0,89806.0
2010-10-01,5979.01,63854.0,63854.0
2010-11-01,6222.348,66453.0,66453.0
2010-12-01,8855.001,94569.0,94569.0
2011-01-01,9460.379,99431.0,99431.0
2011-02-01,6784.739,71310.0,71310.0
2011-03-01,5809.412,61059.0,61059.0
2011-04-01,5798.244,60941.0,60941.0
2011-05-01,8722.429,91675.0,91675.0
2011-06-01,11382.888,119638.0,119638.0
2011-07-01,13108.859,137779.0,137779.0
2011-08-01,13732.602,144335.0,144335.0
2011-09-01,8387.295,88154.0,88154.0
2011-10-01,8032.299,84422.0,84422.0
2011-11-01,8028.921,84386.0,84386.0
2011-12-01,8729.933,91755.0,91755.0
2012-01-01,3449.751,54898.0,54898.0
2012-02-01,3508.594,55836.0,55836.0
2012-03-01,3521.796,56045.0,56045.0
2012-04-01,3497.996,55668.0,55668.0
2012-05-01,4347.025,69179.0,69179.0
2012-06-01,4655.507,74088.0,74088.0
2012-07-01,4775.727,76001.0,76001.0
2012-08-01,4247.251,67591.0,67591.0
2012-09-01,3126.839,49760.0,49760.0
2012-10-01,2855.038,45436.0,45436.0
2012-11-01,2551.935,40612.0,40612.0
2012-12-01,2893.541,46048.0,46048.0
2013-01-01,3836.116,42699.0,42699.0
2013-02-01,3113.842,34659.0,34659.0
2013-03-01,2840.452,31617.0,31617.0
2013-04-01,2233.339,24859.0,24859.0
2013-05-01,2800.135,31168.0,31168.0
2013-06-01,3973.537,44229.0,44229.0
2013-07-01,3933.979,43789.0,43789.0
2013-08-01,4174.787,46469.0,46469.0
2013-09-01,2921.814,32522.0,32522.0
2013-10-01,2926.333,32573.0,32573.0
2013-11-01,2857.729,31809.0,31809.0
2013-12-01,3118.937,34716.0,34716.0
2014-01-01,17624.572,180667.0,180667.0
2014-02-01,12606.563,129228.0,129228.0
2014-03-01,12196.345,125023.0,125023.0
2014-04-01,8765.225,89851.0,89851.0
2014-05-01,15484.281,158727.0,158727.0
2014-06-01,15834.485,162317.0,162317.0
2014-07-01,15578.137,159690.0,159690.0
2014-08-01,18432.708,188951.0,188951.0
2014-09-01,15165.07,155456.0,155456.0
2014-10-01,15129.189,155087.0,155087.0
2014-11-01,12700.011,130186.0,130186.0
2014-12-01,16264.414,166725.0,166725.0
2015-01-01,14983.847,153577.0,153577.0
2015-02-01,17027.639,174527.0,174527.0
2015-03-01,14845.491,152160.0,152160.0
2015-04-01,11274.929,115563.0,115563.0
2015-05-01,14398.62,147580.0,147580.0
2015-06-01,17448.0,178835.0,178835.0
2015-07-01,18456.95,189177.0,189177.0
2015-08-01,17004.522,174290.0,174290.0
2015-09-01,14452.108,148129.0,148129.0
2015-10-01,12029.186,123294.0,123294.0
2015-11-01,14023.118,143731.0,143731.0
2015-12-01,14357.59,147159.0,147159.0
2016-01-01,15682.826,158465.0,158465.0
2016-02-01,14911.625,150673.0,150673.0
2016-03-01,13320.488,134596.0,134596.0
2016-04-01,11201.052,113180.0,113180.0
2016-05-01,15802.909,159679.0,159679.0
2016-06-01,17356.141,175373.0,175373.0
2016-07-01,18348.031,185395.0,185395.0
2016-08-01,18401.701,185938.0,185938.0
2016-09-01,17109.711,172884.0,172884.0
2016-10-01,12935.975,130711.0,130711.0
2016-11-01,10464.904,105742.0,105742.0
2016-12-01,13558.637,137001.0,137001.0
2017-01-01,11647.568,118884.0,118884.0
2017-02-01,9254.01,94453.0,94453.0
2017-03-01,14111.583,144033.0,144033.0
2017-04-01,11541.823,117804.0,117804.0
2017-05-01,13659.098,139414.0,139414.0
2017-06-01,12973.509,132416.0,132416.0
2017-07-01,16646.046,169901.0,169901.0
2017-08-01,15217.338,155318.0,155318.0
2017-09-01,11579.925,118193.0,118193.0
2017-10-01,10784.165,110070.0,110070.0
2017-11-01,11621.218,118614.0,118614.0
2017-12-01,14260.717,145555.0,145555.0
2018-01-01,25806.991,263657.0,263657.0
2018-02-01,19436.346,198571.0,198571.0
2018-03-01,19552.935,199761.0,199761.0
2018-04-01,20817.215,212678.0,212678.0
2018-05-01,21999.669,224758.0,224758.0
2018-06-01,21577.222,220443.0,220443.0
2018-07-01,25403.575,259535.0,259535.0
2018-08-01,26199.016,267661.0,267661.0
2018-09-01,22825.24,233194.0,233194.0
2018-10-01,16973.295,173408.0,173408.0
2018-11-01,18077.101,184684.0,184684.0
2018-12-01,14365.395,146764.0,146764.0
2019-01-01,15108.102,152661.0,152661.0
2019-02-01,14406.167,145568.0,145568.0
2019-03-01,14219.626,143683.0,143683.0
2019-04-01,14087.116,142344.0,142344.0
2019-05-01,15522.705,156850.0,156850.0
2019-06-01,15432.12,155935.0,155935.0
2019-07-01,21668.138,218947.0,218947.0
2019-08-01,22317.066,225504.0,225504.0
2019-09-01,19615.894,198210.0,198210.0
2019-10-01,15641.026,158045.0,158045.0
2019-11-01,15236.914,153962.0,153962.0
2019-12-01,16286.126,164564.0,164564.0
2020-01-01,18671.693,188713.0,188713.0
2020-02-01,19150.627,193554.0,193554.0
2020-03-01,15142.38,153043.0,153043.0
2020-04-01,14870.368,150295.0,150295.0
2020-05-01,18320.734,185167.0,185167.0
2020-06-01,19123.23,193278.0,193278.0
2020-07-01,21892.768,221269.0,221269.0
2020-08-01,21604.45,218355.0,218355.0
2020-09-01,17983.564,181759.0,181759.0
2020-10-01,16675.106,168535.0,168535.0
2020-11-01,14404.243,145583.0,145583.0
2020-12-01,17024.837,172069.0,172069.0
2021-01-01,10974.535,111036.0,111036.0
2021-02-01,15958.567,161462.0,161462.0
2021-03-01,6737.437,68167.0,68167.0
2021-04-01,24097.217,243806.0,243806.0
2021-05-01,20604.589,208469.0,208469.0
2021-06-01,23416.278,236916.0,236916.0
2021-07-01,29886.957,302384.0,302384.0
2021-08-01,30279.897,306360.0,306360.0
2021-09-01,17193.079,173953.0,173953.0
2021-10-01,32290.37,326701.0,326701.0
2021-11-01,24527.871,248163.0,248163.0
2021-12-01,21455.204,217076.0,217076.0
2022-01-01,11431.779,115340.0,115340.0
2022-02-01,8394.114,84692.0,84692.0
2022-03-01,14245.23,143727.0,143727.0
2022-04-01,14121.689,142481.0,142481.0
2022-05-01,28360.167,286140.0,286140.0
2022-06-01,30156.576,304264.0,304264.0
2022-07-01,33672.689,339740.0,339740.0
2022-08-01,23477.043,236872.0,236872.0
2022-09-01,14919.897,150534.0,150534.0
2022-10-01,15513.095,156519.0,156519.0
2022-11-01,13567.527,136890.0,136890.0
2022-12-01,26966.192,272075.0,272075.0
2023-01-01,10150.619,102907.0,102907.0
2023-02-01,14281.985,144790.0,144790.0
2023-03-01,10633.281,107799.0,107799.0
2023-04-01,42768.615,433587.0,433587.0
2023-05-01,40742.947,413051.0,413051.0
2023-06-01,32309.551,327553.0,327553.0
2023-07-01,34545.317,350219.0,350219.0
2023-08-01,41431.019,420027.0,420027.0
2023-09-01,29525.827,299332.0,299332.0
2023-10-01,5580.833,56578.0,56578.0
2023-11-01,1956.953,19840.0,19840.0
2023-12-01,16675.054,169052.0,169052.0
2024-01-01,13726.402,141042.0,141042.0
2024-02-01,14264.751,146574.0,146574.0
2024-03-01,33101.102,340121.0,340121.0
2024-04-01,42541.142,437120.0,437120.0
2024-05-01,22084.535,226924.0,226924.0
2024-06-01,31350.714,322136.0,322136.0
2024-07-01,44229.026,454463.0,454463.0
2024-08-01,35479.194,364557.0,364557.0
2024-09-01,30967.935,318203.0,318203.0
2024-10-01,13975.974,143606.0,143606.0
2024-11-01,6546.456,67266.0,67266.0
2024-12-01,5985.769,61505.0,61505.0
